lagoslakeid,lake_rsvr_class
114057,RSVR
114061,NL
114063,RSVR
114067,RSVR
114068,NL
114073,RSVR
114074,RSVR
114076,NL
114077,NL
114078,NL
114079,NL
114080,NL
114081,NL
114083,NL
114086,NL
114089,RSVR
114091,NL
114093,NL
114095,RSVR
114097,NL
114098,NL
114099,RSVR
114100,NL
114101,RSVR
114102,NL
114107,NL
114108,RSVR
114116,NL
114121,NL
114123,NL
114126,NL
114128,RSVR
114130,NL
114131,RSVR
114132,NL
114134,NL
114137,RSVR
114139,NL
114140,NL
114141,NL
114142,NL
114145,NL
114146,NL
114154,NL
114155,NL
114158,NL
114159,NL
114164,NL
114165,RSVR
114166,NL
114167,RSVR
114175,NL
114176,RSVR
114181,NL
114182,NL
114185,NL
114186,NL
114187,RSVR
114188,NL
114189,NL
114191,RSVR
114195,RSVR
114196,NL
114197,RSVR
114198,RSVR
114200,NL
114203,RSVR
114209,RSVR
114212,RSVR
114213,NL
114214,RSVR
114216,NL
114217,RSVR
114219,NL
114220,RSVR
114222,NL
114224,RSVR
114225,RSVR
114226,RSVR
114229,RSVR
114233,NL
114235,NL
114236,RSVR
114242,RSVR
114245,NL
114246,RSVR
114254,RSVR
114255,RSVR
114256,NL
114257,NL
114264,NL
114265,NL
114283,NL
114290,NL
114293,NL
114294,RSVR
114303,RSVR
114306,NL
114307,RSVR
114311,NL
114314,RSVR
114315,RSVR
114320,NL
114323,NL
114326,NL
114328,RSVR
114329,RSVR
114334,RSVR
114340,RSVR
114355,RSVR
114360,NL
114364,NL
114365,RSVR
114366,RSVR
114367,NL
114382,NL
114383,RSVR
114393,RSVR
114397,RSVR
114402,RSVR
114404,RSVR
114415,NL
114416,RSVR
114420,RSVR
114425,RSVR
114426,NL
114428,NL
114433,RSVR
114435,RSVR
114437,NL
114441,RSVR
114444,NL
114445,RSVR
114449,RSVR
114452,RSVR
114453,RSVR
114456,NL
114457,NL
114458,RSVR
114463,NL
114464,RSVR
114465,NL
114466,NL
114468,NL
114469,NL
114470,NL
114471,NL
114472,RSVR
114473,NL
114474,NL
114475,NL
114477,NL
114478,RSVR
114482,RSVR
114483,RSVR
114484,NL
114485,NL
114486,RSVR
114488,NL
114491,NL
114492,NL
114495,NL
114498,RSVR
114499,RSVR
114501,RSVR
114502,RSVR
114503,NL
114504,NL
114506,NL
114507,NL
114508,NL
114516,RSVR
114517,NL
114518,NL
114519,NL
114520,NL
114523,RSVR
114524,NL
114527,NL
114530,NL
114533,NL
114535,NL
114536,RSVR
114537,NL
114538,NL
114541,NL
114542,NL
114544,RSVR
114545,NL
114546,RSVR
114547,NL
114551,NL
114552,NL
114558,NL
114560,NL
114561,NL
114564,NL
114565,RSVR
114566,NL
114567,NL
114569,RSVR
114575,RSVR
114580,RSVR
114582,RSVR
114585,NL
114589,RSVR
114590,RSVR
114591,NL
114594,NL
114602,NL
114607,RSVR
114608,NL
114616,NL
114618,RSVR
114619,NL
114621,RSVR
114622,NL
114627,NL
114630,NL
114632,NL
114633,RSVR
114641,RSVR
114646,NL
114647,NL
114654,NL
114659,RSVR
114662,RSVR
114664,RSVR
114669,NL
114670,RSVR
114673,NL
114676,RSVR
114677,NL
114684,NL
114685,NL
114686,RSVR
114689,RSVR
114692,NL
114694,NL
114696,NL
114703,RSVR
114720,NL
114724,NL
114725,NL
114726,RSVR
114730,NL
114731,RSVR
114739,NL
114741,RSVR
114750,NL
114755,RSVR
114758,NL
114759,NL
114760,RSVR
114767,NL
114772,RSVR
114773,NL
114774,NL
114777,NL
114779,NL
114781,NL
114785,RSVR
114786,NL
114793,NL
114795,NL
114797,NL
114798,NL
114800,NL
114801,RSVR
114802,NL
114803,RSVR
114804,NL
114805,RSVR
114810,NL
114811,RSVR
114813,NL
114814,RSVR
114816,RSVR
114817,NL
114818,RSVR
114820,NL
114824,NL
114828,RSVR
114829,NL
114835,RSVR
114836,RSVR
114853,RSVR
114870,RSVR
114875,NL
114879,RSVR
114884,RSVR
114895,NL
114896,NL
114898,NL
114911,RSVR
114912,NL
114913,NL
114914,RSVR
114917,NL
114918,NL
114919,RSVR
114920,NL
114921,NL
114923,NL
114924,NL
114926,NL
114927,NL
114929,NL
114930,RSVR
114931,NL
114932,RSVR
114945,NL
114949,RSVR
114951,NL
114952,RSVR
114953,NL
114961,RSVR
114962,RSVR
114965,NL
114966,RSVR
114967,NL
114970,RSVR
114971,NL
114976,RSVR
114979,RSVR
114982,RSVR
114983,RSVR
114985,RSVR
114986,RSVR
114987,RSVR
114989,RSVR
114990,NL
114994,NL
114997,RSVR
115000,RSVR
115001,RSVR
115004,NL
115010,RSVR
115011,RSVR
115012,RSVR
115013,NL
115015,RSVR
115016,RSVR
115019,RSVR
115021,RSVR
115022,RSVR
115027,RSVR
115028,NL
115029,NL
115031,NL
115032,RSVR
115036,NL
115040,RSVR
115042,NL
115046,RSVR
115057,RSVR
115058,RSVR
115059,NL
115061,NL
115066,RSVR
115072,RSVR
115073,NL
115074,RSVR
115077,RSVR
115079,NL
115083,RSVR
115084,RSVR
115085,RSVR
115086,NL
115088,RSVR
115090,NL
115093,RSVR
115096,NL
115098,RSVR
115099,NL
115102,RSVR
115106,RSVR
115107,RSVR
115109,RSVR
115110,NL
115116,NL
115119,NL
115122,RSVR
115125,NL
115126,RSVR
115128,NL
115129,NL
115132,RSVR
115133,RSVR
115134,NL
115136,RSVR
115138,RSVR
115141,NL
115144,NL
115148,NL
115154,RSVR
115156,RSVR
115160,RSVR
115164,RSVR
115165,NL
115166,NL
115167,NL
115169,NL
115170,RSVR
115171,RSVR
115172,NL
115173,RSVR
115174,RSVR
115176,NL
115192,NL
115195,RSVR
115196,NL
115198,NL
115201,NL
115204,NL
115214,NL
115215,NL
115217,NL
115218,NL
115220,RSVR
115226,NL
115228,NL
115229,NL
115233,NL
115235,NL
115237,NL
115240,NL
115242,NL
115246,NL
115250,NL
115252,NL
115260,RSVR
115272,NL
115273,NL
115274,RSVR
115276,NL
115278,RSVR
115282,NL
115284,NL
115285,NL
115290,RSVR
115291,RSVR
115293,NL
115294,NL
115297,RSVR
115299,NL
115301,NL
115303,RSVR
115304,NL
115305,RSVR
115308,NL
115309,RSVR
115318,NL
115322,RSVR
115326,NL
115327,RSVR
115335,NL
115341,RSVR
115342,NL
115348,NL
115349,RSVR
115353,NL
115354,NL
115361,RSVR
115365,RSVR
115369,RSVR
115383,RSVR
115384,NL
115394,NL
115397,RSVR
115406,NL
115410,NL
115420,RSVR
115435,RSVR
115442,RSVR
115453,RSVR
115454,RSVR
115458,NL
115460,RSVR
115461,NL
115478,RSVR
115481,RSVR
115490,RSVR
115493,RSVR
115494,NL
115498,NL
115500,NL
115504,NL
115505,NL
115506,NL
115507,NL
115508,NL
115511,RSVR
115513,NL
115516,NL
115517,NL
115521,NL
115522,NL
115523,NL
115524,NL
115526,NL
115527,NL
115528,NL
115529,NL
115531,NL
115533,NL
115536,NL
115538,NL
115543,NL
115544,NL
115550,NL
115552,NL
115553,NL
115555,NL
115557,NL
115559,NL
115563,NL
115566,NL
115567,NL
115571,NL
115574,NL
115575,RSVR
115577,NL
115589,NL
115590,NL
115591,NL
115594,NL
115595,RSVR
115596,RSVR
115598,NL
115601,NL
115604,RSVR
115607,NL
115608,NL
115609,NL
115611,NL
115615,NL
115620,NL
115623,NL
115625,RSVR
115633,RSVR
115634,RSVR
115637,NL
115639,NL
115640,NL
115642,NL
115648,RSVR
115649,RSVR
115655,RSVR
115659,NL
115661,RSVR
115664,RSVR
115665,NL
115668,NL
115669,NL
115674,RSVR
115676,RSVR
115688,RSVR
115689,NL
115690,RSVR
115695,NL
115697,NL
115699,NL
115702,NL
115705,NL
115720,NL
115722,NL
115725,RSVR
115727,NL
115730,RSVR
115734,RSVR
115736,NL
115741,NL
115743,RSVR
115754,RSVR
115758,NL
115760,RSVR
115767,NL
115779,NL
115781,NL
115782,NL
115791,RSVR
115800,NL
115808,RSVR
115813,NL
115814,NL
115815,RSVR
115818,RSVR
115819,RSVR
115821,RSVR
115824,RSVR
115827,RSVR
115829,RSVR
115830,RSVR
115831,RSVR
115832,NL
115836,RSVR
115838,NL
115840,NL
115843,RSVR
115845,NL
115846,NL
115853,RSVR
115858,NL
115860,RSVR
115862,NL
115863,NL
115866,NL
115872,NL
115873,NL
115878,NL
115879,NL
115885,NL
115886,NL
115887,NL
115888,NL
115889,NL
115890,NL
115895,NL
115899,NL
115902,RSVR
115904,NL
115906,NL
115907,RSVR
115909,RSVR
115910,RSVR
115914,RSVR
115917,NL
115918,RSVR
115922,RSVR
115927,RSVR
115930,NL
115931,RSVR
115934,RSVR
115937,RSVR
115939,NL
115946,NL
115947,RSVR
115951,NL
115965,RSVR
115966,NL
115970,NL
115986,NL
115987,RSVR
115995,RSVR
116001,RSVR
116004,RSVR
116010,NL
116017,RSVR
116023,NL
116024,NL
116025,RSVR
116030,RSVR
116031,NL
116032,RSVR
116034,RSVR
116036,RSVR
116040,RSVR
116041,NL
116050,NL
116053,RSVR
116058,RSVR
116065,RSVR
116067,RSVR
116068,NL
116072,NL
116075,NL
116078,RSVR
116079,NL
116083,NL
116090,RSVR
116093,NL
116095,RSVR
116099,NL
116105,NL
116107,NL
116113,RSVR
116126,NL
116127,NL
116131,RSVR
116143,NL
116144,RSVR
116145,NL
116148,RSVR
116151,NL
116156,NL
116160,RSVR
116161,NL
116163,RSVR
116164,NL
116166,RSVR
116175,RSVR
116176,NL
116177,NL
116178,RSVR
116183,RSVR
116185,NL
116191,RSVR
116194,NL
116195,RSVR
116197,RSVR
116198,NL
116199,RSVR
116201,NL
116204,NL
116206,RSVR
116210,NL
116215,NL
116222,RSVR
116223,NL
116224,NL
116227,NL
116230,NL
116231,RSVR
116233,NL
116234,RSVR
116237,RSVR
116238,NL
116239,NL
116243,NL
116246,NL
116248,NL
116249,NL
116252,NL
116253,NL
116255,NL
116258,NL
116259,NL
116264,RSVR
116268,NL
116272,NL
116274,NL
116279,RSVR
116280,NL
116287,NL
116292,NL
116293,RSVR
116310,RSVR
116311,RSVR
116315,NL
116321,RSVR
116324,RSVR
116331,RSVR
116332,NL
116336,NL
116340,NL
116341,RSVR
116342,NL
116343,NL
116345,NL
116346,NL
116347,NL
116348,NL
116350,NL
116351,NL
116354,NL
116357,RSVR
116361,NL
116362,RSVR
116365,NL
116369,NL
116373,RSVR
116375,NL
116376,RSVR
116379,NL
116380,NL
116381,NL
116382,NL
116384,NL
116386,NL
116388,NL
116393,RSVR
116397,RSVR
116400,RSVR
116403,RSVR
116404,RSVR
116409,NL
116415,NL
116417,NL
116419,RSVR
116422,NL
116426,RSVR
116428,RSVR
116430,RSVR
116431,NL
116432,RSVR
116433,NL
116434,NL
116436,NL
116437,RSVR
116440,NL
116443,RSVR
116445,RSVR
116447,RSVR
116448,RSVR
116452,RSVR
116457,RSVR
116458,RSVR
116466,RSVR
116485,NL
116492,RSVR
116495,RSVR
116513,NL
116518,RSVR
116521,NL
116524,NL
116525,NL
116526,RSVR
116539,RSVR
116544,NL
116545,RSVR
116546,RSVR
116547,NL
116548,NL
116550,NL
116554,NL
116555,NL
116556,NL
116559,NL
116560,NL
116561,NL
116563,RSVR
116571,NL
116574,NL
116575,NL
116577,NL
116578,NL
116579,NL
116580,NL
116582,NL
116584,NL
116585,NL
116588,NL
116589,NL
116590,NL
116593,NL
116595,NL
116597,NL
116609,NL
116612,NL
116616,NL
116617,NL
116623,RSVR
116625,NL
116627,NL
116632,NL
116633,NL
116635,NL
116637,NL
116638,RSVR
116642,NL
116647,NL
116648,NL
116651,NL
116652,NL
116653,NL
116654,NL
116658,NL
116665,NL
116677,NL
116678,NL
116679,NL
116680,RSVR
116681,NL
116685,NL
116687,NL
116689,NL
116690,NL
116691,NL
116696,NL
116701,NL
116705,RSVR
116710,NL
116716,NL
116717,RSVR
116718,RSVR
116725,RSVR
116732,NL
116734,NL
116736,NL
116740,NL
116742,NL
116744,NL
116747,RSVR
116752,RSVR
116753,RSVR
116771,NL
116773,RSVR
116786,NL
116788,RSVR
116790,RSVR
116792,RSVR
116793,NL
116794,RSVR
116799,NL
116801,RSVR
116802,NL
116804,RSVR
116806,NL
116815,RSVR
116824,RSVR
116826,NL
116837,RSVR
116838,RSVR
116842,NL
116846,RSVR
116847,NL
116851,NL
116856,RSVR
116859,RSVR
116861,RSVR
116864,NL
116868,NL
116871,NL
116872,NL
116873,NL
116876,NL
116877,NL
116878,NL
116879,NL
116880,NL
116884,NL
116888,NL
116890,NL
116891,NL
116892,RSVR
116897,RSVR
116898,NL
116899,NL
116901,NL
116902,NL
116904,NL
116907,NL
116908,NL
116911,NL
116913,NL
116914,RSVR
116915,RSVR
116916,NL
116918,RSVR
116920,NL
116926,NL
116931,RSVR
116937,RSVR
116939,NL
116942,NL
116943,RSVR
116950,RSVR
116951,NL
116953,NL
116959,RSVR
116960,RSVR
116961,RSVR
116962,NL
116965,RSVR
116973,RSVR
116976,NL
116978,RSVR
116996,RSVR
117000,RSVR
117011,RSVR
117013,RSVR
117020,RSVR
117023,RSVR
117042,NL
117043,NL
117045,NL
117046,RSVR
117048,NL
117049,NL
117051,NL
117053,NL
117055,RSVR
117061,NL
117067,NL
117072,RSVR
117077,RSVR
117078,RSVR
117080,RSVR
117083,NL
117087,RSVR
117090,NL
117092,NL
117096,NL
117098,RSVR
117099,RSVR
117100,RSVR
117109,RSVR
117111,RSVR
117113,RSVR
117122,RSVR
117126,RSVR
117134,RSVR
117138,RSVR
117139,NL
117148,RSVR
117150,NL
117151,RSVR
117158,RSVR
117167,RSVR
117170,NL
117171,NL
117172,NL
117174,NL
117176,RSVR
117181,RSVR
117182,RSVR
117184,RSVR
117185,RSVR
117189,RSVR
117190,NL
117192,NL
117196,RSVR
117199,RSVR
117203,NL
117205,NL
117209,NL
117211,NL
117214,RSVR
117215,NL
117217,NL
117222,NL
117223,NL
117225,RSVR
117227,NL
117228,NL
117230,RSVR
117232,NL
117233,NL
117240,RSVR
117244,NL
117246,NL
117247,NL
117249,NL
117251,NL
117252,RSVR
117254,NL
117257,NL
117259,NL
117263,NL
117264,RSVR
117277,NL
117282,NL
117283,NL
117285,RSVR
117286,NL
117289,NL
117291,RSVR
117294,RSVR
117295,NL
117297,NL
117303,NL
117323,NL
117325,NL
117326,NL
117327,NL
117328,NL
117329,NL
117332,NL
117334,NL
117336,NL
117337,NL
117338,NL
117339,NL
117344,NL
117345,NL
117355,NL
117356,RSVR
117358,NL
117360,NL
117361,NL
117364,RSVR
117365,RSVR
117366,NL
117367,NL
117369,NL
117374,NL
117376,NL
117380,RSVR
117389,NL
117401,NL
117402,RSVR
117403,NL
117405,NL
117413,RSVR
117417,NL
117420,RSVR
117421,NL
117424,RSVR
117425,NL
117429,RSVR
117433,RSVR
117434,NL
117435,RSVR
117438,NL
117439,RSVR
117440,NL
117450,NL
117459,NL
117464,RSVR
117468,RSVR
117482,RSVR
117499,NL
117500,RSVR
117503,NL
117509,NL
117510,RSVR
117515,NL
117517,NL
117520,NL
117523,RSVR
117525,NL
117533,RSVR
117540,NL
117542,NL
117544,RSVR
117548,RSVR
117551,RSVR
117553,RSVR
117558,NL
117564,RSVR
117569,RSVR
117571,RSVR
117575,RSVR
117581,RSVR
117582,NL
117586,RSVR
117589,NL
117593,NL
117595,NL
117597,NL
117598,NL
117601,NL
117603,RSVR
117605,RSVR
117607,NL
117609,NL
117610,NL
117612,RSVR
117614,RSVR
117615,NL
117616,NL
117618,NL
117619,NL
117621,NL
117622,RSVR
117624,NL
117627,NL
117628,NL
117629,RSVR
117631,NL
117632,NL
117633,NL
117634,NL
117635,NL
117637,NL
117640,NL
117643,NL
117645,NL
117649,NL
117656,NL
117657,NL
117658,NL
117661,NL
117662,NL
117663,NL
117666,RSVR
117667,NL
117672,RSVR
117674,NL
117679,NL
117681,NL
117682,RSVR
117687,NL
117689,NL
117694,RSVR
117695,NL
117696,RSVR
117698,RSVR
117702,NL
117707,RSVR
117708,RSVR
117710,RSVR
117713,NL
117714,NL
117719,RSVR
117720,NL
117721,RSVR
117723,NL
117727,NL
117730,RSVR
117732,NL
117738,RSVR
117741,RSVR
117742,RSVR
117744,RSVR
117748,RSVR
117750,RSVR
117751,NL
117756,NL
117759,RSVR
117760,NL
117763,NL
117767,NL
117793,NL
117794,RSVR
117795,NL
117801,NL
117819,NL
117824,RSVR
117825,NL
117827,NL
117830,NL
117835,RSVR
117838,RSVR
117843,RSVR
117845,NL
117849,NL
117857,RSVR
117861,NL
117862,NL
117870,RSVR
117881,NL
117885,NL
117886,NL
117887,NL
117891,NL
117892,NL
117896,RSVR
117898,NL
117903,NL
117906,NL
117907,NL
117908,NL
117910,NL
117911,NL
117912,NL
117920,NL
117922,NL
117923,NL
117924,NL
117927,RSVR
117929,RSVR
117931,NL
117932,NL
117934,NL
117941,NL
117942,NL
117943,NL
117946,NL
117951,RSVR
117952,RSVR
117957,RSVR
117960,NL
117961,RSVR
117964,NL
117967,NL
117972,NL
117980,RSVR
117992,RSVR
118008,RSVR
118013,RSVR
118017,NL
118018,RSVR
118020,NL
118021,NL
118038,RSVR
118041,NL
118048,RSVR
118053,RSVR
118054,RSVR
118065,RSVR
118066,NL
118067,NL
118069,NL
118074,NL
118077,RSVR
118080,NL
118081,RSVR
118086,NL
118087,NL
118089,NL
118090,NL
118091,NL
118092,RSVR
118096,RSVR
118099,NL
118100,RSVR
118101,NL
118102,RSVR
118103,NL
118109,RSVR
118114,NL
118116,NL
118117,RSVR
118120,RSVR
118126,NL
118128,NL
118133,NL
118136,RSVR
118140,RSVR
118142,NL
118143,NL
118144,NL
118149,RSVR
118150,NL
118153,RSVR
118154,NL
118155,RSVR
118157,RSVR
118159,NL
118164,NL
118166,NL
118173,RSVR
118176,NL
118178,NL
118179,RSVR
118186,NL
118188,NL
118192,NL
118193,RSVR
118194,NL
118199,NL
118203,NL
118204,RSVR
118206,NL
118211,NL
118215,RSVR
118217,RSVR
118218,RSVR
118220,NL
118222,NL
118223,NL
118224,RSVR
118225,RSVR
118226,RSVR
118229,NL
118231,RSVR
118233,RSVR
118234,RSVR
118236,NL
118243,NL
118251,NL
118255,NL
118256,RSVR
118258,RSVR
118262,RSVR
118267,RSVR
118277,NL
118278,NL
118279,NL
118283,NL
118285,NL
118287,NL
118288,NL
118290,NL
118295,NL
118305,NL
118306,RSVR
118307,NL
118309,NL
118310,RSVR
118312,RSVR
118314,NL
118318,RSVR
118320,NL
118322,RSVR
118326,NL
118334,RSVR
118338,RSVR
118341,RSVR
118343,RSVR
118345,NL
118347,NL
118349,RSVR
118350,NL
118351,NL
118354,RSVR
118356,RSVR
118357,RSVR
118358,RSVR
118360,NL
118363,RSVR
118366,NL
118375,RSVR
118376,NL
118378,NL
118379,RSVR
118380,NL
118381,NL
118383,RSVR
118385,NL
118386,NL
118388,RSVR
118392,NL
118393,NL
118395,NL
118400,NL
118401,RSVR
118403,RSVR
118405,NL
118407,NL
118408,NL
118409,NL
118410,RSVR
118412,RSVR
118418,RSVR
118421,NL
118422,RSVR
118427,NL
118429,NL
118430,RSVR
118433,NL
118434,NL
118437,NL
118439,NL
118441,NL
118442,NL
118444,RSVR
118447,NL
118454,RSVR
118455,NL
118457,NL
118459,RSVR
118466,RSVR
118472,NL
118473,RSVR
118474,RSVR
118475,RSVR
118479,NL
118483,NL
118493,NL
118495,RSVR
118497,RSVR
118498,RSVR
118499,RSVR
118509,NL
118512,NL
118514,RSVR
118520,RSVR
118521,RSVR
118523,RSVR
118525,NL
118528,NL
118532,NL
118533,RSVR
118534,RSVR
118538,NL
118545,RSVR
118549,RSVR
118554,RSVR
118555,RSVR
118560,RSVR
118582,NL
118587,NL
118596,RSVR
118602,NL
118605,RSVR
118606,RSVR
118632,RSVR
118637,NL
118639,RSVR
118641,RSVR
118642,RSVR
118649,RSVR
118651,NL
118658,NL
118662,RSVR
118665,NL
118668,NL
118678,NL
118682,NL
118683,NL
118684,NL
118686,NL
118692,RSVR
118693,NL
118694,RSVR
118696,NL
118699,NL
118700,NL
118701,NL
118702,NL
118703,NL
118705,NL
118716,RSVR
118719,RSVR
118720,NL
118723,NL
118724,NL
118726,NL
118727,NL
118729,NL
118731,NL
118733,NL
118736,RSVR
118738,NL
118740,NL
118742,NL
118743,NL
118746,NL
118748,NL
118749,NL
118750,RSVR
118752,NL
118753,NL
118754,NL
118757,NL
118763,NL
118764,NL
118765,NL
118766,NL
118768,RSVR
118769,NL
118771,RSVR
118775,NL
118776,RSVR
118782,NL
118783,NL
118784,NL
118786,RSVR
118787,NL
118790,NL
118792,NL
118794,NL
118797,RSVR
118799,RSVR
118801,NL
118802,NL
118804,NL
118807,NL
118809,RSVR
118810,NL
118817,RSVR
118820,NL
118822,NL
118826,NL
118827,RSVR
118833,RSVR
118834,RSVR
118837,RSVR
118840,NL
118849,RSVR
118857,RSVR
118862,RSVR
118864,RSVR
118888,NL
118889,RSVR
118890,NL
118893,RSVR
118894,RSVR
118898,RSVR
118913,RSVR
118916,RSVR
118918,RSVR
118919,RSVR
118926,RSVR
118928,RSVR
118929,NL
118932,RSVR
118936,RSVR
118937,NL
118939,NL
118940,NL
118949,RSVR
118950,NL
118957,NL
118958,NL
118960,RSVR
118961,RSVR
118964,RSVR
118965,RSVR
118966,NL
118967,RSVR
118970,NL
118971,NL
118973,NL
118974,NL
118975,NL
118977,NL
118978,NL
118984,RSVR
118985,NL
118986,NL
118987,NL
118989,NL
118996,RSVR
118997,NL
119001,NL
119002,RSVR
119005,NL
119007,NL
119008,NL
119009,NL
119011,NL
119014,RSVR
119015,NL
119016,RSVR
119018,NL
119022,NL
119024,NL
119025,NL
119027,NL
119033,RSVR
119038,RSVR
119039,NL
119040,NL
119043,NL
119044,RSVR
119045,NL
119046,RSVR
119048,NL
119056,RSVR
119065,RSVR
119076,RSVR
119083,RSVR
119084,RSVR
119090,RSVR
119098,RSVR
119100,RSVR
119102,RSVR
119108,RSVR
119109,RSVR
119114,RSVR
119124,RSVR
119128,RSVR
119131,RSVR
119134,RSVR
119142,NL
119146,NL
119148,RSVR
119150,NL
119152,NL
119153,NL
119155,RSVR
119157,NL
119158,RSVR
119164,NL
119165,RSVR
119167,RSVR
119169,RSVR
119170,NL
119171,NL
119175,RSVR
119177,NL
119178,NL
119179,NL
119182,NL
119185,NL
119188,RSVR
119191,NL
119192,NL
119193,RSVR
119195,NL
119199,RSVR
119201,NL
119203,NL
119208,NL
119209,NL
119212,RSVR
119217,RSVR
119218,NL
119222,RSVR
119223,NL
119225,NL
119227,NL
119229,RSVR
119230,RSVR
119236,NL
119239,RSVR
119243,RSVR
119246,RSVR
119249,NL
119250,RSVR
119251,NL
119257,RSVR
119261,NL
119265,RSVR
119267,RSVR
119271,RSVR
119280,RSVR
119281,RSVR
119283,RSVR
119284,NL
119288,NL
119291,RSVR
119294,NL
119296,NL
119299,NL
119300,RSVR
119302,NL
119307,RSVR
119309,NL
119310,RSVR
119311,RSVR
119312,NL
119313,NL
119315,RSVR
119317,RSVR
119318,RSVR
119321,NL
119325,RSVR
119334,RSVR
119341,NL
119343,RSVR
119348,RSVR
119350,NL
119354,NL
119359,RSVR
119361,NL
119362,NL
119364,NL
119365,NL
119366,RSVR
119369,NL
119373,RSVR
119374,NL
119382,NL
119386,RSVR
119388,NL
119393,NL
119394,RSVR
119396,NL
119399,RSVR
119401,NL
119403,NL
119404,NL
119405,NL
119412,NL
119415,NL
119417,RSVR
119418,NL
119419,RSVR
119420,NL
119421,RSVR
119425,RSVR
119428,RSVR
119429,NL
119431,NL
119438,NL
119439,NL
119440,NL
119442,NL
119447,NL
119449,NL
119450,NL
119453,NL
119456,NL
119461,NL
119464,NL
119465,NL
119466,NL
119467,NL
119468,NL
119469,RSVR
119471,RSVR
119473,RSVR
119474,NL
119476,NL
119480,NL
119481,NL
119484,NL
119485,RSVR
119486,NL
119493,NL
119495,NL
119496,NL
119498,RSVR
119499,RSVR
119500,NL
119503,RSVR
119505,NL
119506,NL
119510,NL
119511,RSVR
119515,NL
119516,NL
119517,NL
119521,NL
119525,NL
119526,NL
119529,NL
119534,RSVR
119535,RSVR
119553,RSVR
119555,RSVR
119557,RSVR
119560,RSVR
119561,NL
119562,NL
119563,NL
119565,RSVR
119567,RSVR
119570,RSVR
119571,RSVR
119574,NL
119581,RSVR
119582,RSVR
119583,RSVR
119585,NL
119586,RSVR
119589,RSVR
119593,NL
119597,NL
119598,NL
119600,RSVR
119602,NL
119603,RSVR
119606,RSVR
119613,RSVR
119621,RSVR
119623,RSVR
119627,RSVR
119628,NL
119629,RSVR
119631,NL
119632,RSVR
119634,RSVR
119639,RSVR
119655,NL
119657,NL
119659,NL
119662,RSVR
119664,NL
119671,RSVR
119673,NL
119683,RSVR
119691,RSVR
119697,NL
119702,NL
119708,NL
119711,NL
119714,NL
119715,NL
119716,NL
119717,NL
119719,NL
119721,NL
119722,NL
119723,NL
119724,NL
119725,RSVR
119727,NL
119730,NL
119732,NL
119733,NL
119734,NL
119737,NL
119739,NL
119740,RSVR
119743,NL
119746,NL
119748,NL
119749,NL
119750,NL
119751,NL
119753,RSVR
119754,NL
119756,NL
119763,NL
119765,NL
119766,RSVR
119767,NL
119768,NL
119769,NL
119770,RSVR
119773,NL
119775,RSVR
119776,NL
119780,NL
119781,NL
119786,NL
119787,NL
119788,NL
119789,RSVR
119790,NL
119793,NL
119794,NL
119795,RSVR
119797,NL
119798,NL
119801,NL
119802,NL
119806,RSVR
119809,NL
119810,RSVR
119811,NL
119815,NL
119816,NL
119818,NL
119820,NL
119821,NL
119824,NL
119827,RSVR
119828,NL
119832,RSVR
119833,NL
119834,NL
119838,NL
119846,RSVR
119849,RSVR
119850,NL
119855,RSVR
119858,NL
119861,NL
119864,NL
119867,RSVR
119872,RSVR
119876,RSVR
119882,NL
119883,NL
119884,NL
119886,NL
119888,NL
119896,RSVR
119897,RSVR
119898,NL
119900,NL
119901,RSVR
119902,NL
119907,NL
119909,NL
119939,NL
119941,NL
119942,NL
119944,NL
119951,NL
119958,RSVR
119964,NL
119979,NL
119981,RSVR
119987,NL
119992,RSVR
119999,NL
120004,RSVR
120008,NL
120010,RSVR
120014,RSVR
120018,RSVR
120019,RSVR
120020,RSVR
120023,RSVR
120027,NL
120031,RSVR
120034,RSVR
120039,RSVR
120040,RSVR
120047,NL
120049,NL
120054,NL
120056,NL
120058,RSVR
120059,NL
120060,NL
120061,NL
120062,NL
120066,NL
120067,NL
120070,NL
120073,NL
120075,NL
120077,NL
120080,NL
120082,NL
120085,NL
120087,NL
120089,NL
120094,NL
120097,RSVR
120098,NL
120099,NL
120100,NL
120101,RSVR
120102,NL
120104,RSVR
120108,RSVR
120111,RSVR
120112,RSVR
120113,NL
120117,NL
120118,NL
120119,RSVR
120120,RSVR
120124,NL
120126,NL
120127,NL
120128,RSVR
120138,RSVR
120143,RSVR
120147,NL
120149,RSVR
120159,RSVR
120162,RSVR
120170,RSVR
120171,RSVR
120174,NL
120177,NL
120190,NL
120198,RSVR
120205,RSVR
120207,RSVR
120209,RSVR
120222,NL
120224,NL
120225,NL
120227,NL
120229,RSVR
120230,NL
120231,RSVR
120239,NL
120240,RSVR
120241,NL
120247,NL
120248,NL
120249,NL
120252,NL
120255,NL
120264,RSVR
120267,RSVR
120268,NL
120270,RSVR
120273,NL
120274,NL
120275,RSVR
120276,RSVR
120281,NL
120282,RSVR
120287,NL
120295,RSVR
120300,RSVR
120309,RSVR
120312,RSVR
120317,NL
120319,NL
120322,RSVR
120324,RSVR
120325,RSVR
120328,RSVR
120329,RSVR
120333,NL
120336,NL
120338,RSVR
120340,RSVR
120351,RSVR
120352,RSVR
120353,RSVR
120355,NL
120356,RSVR
120359,RSVR
120360,RSVR
120363,NL
120364,RSVR
120368,RSVR
120371,NL
