lagoslakeid,lake_rsvr_class
460819,RSVR
460821,NL
460822,NL
460825,NL
460828,NL
460829,RSVR
460830,NL
460831,NL
460835,NL
460837,NL
460845,RSVR
460846,RSVR
460849,NL
460850,NL
460851,RSVR
460852,NL
460857,NL
460858,NL
460860,NL
460868,RSVR
460870,RSVR
460872,NL
460878,NL
460879,NL
460884,RSVR
460894,NL
460901,RSVR
460902,RSVR
460905,NL
460906,RSVR
460908,RSVR
460909,RSVR
460912,RSVR
460913,RSVR
460918,NL
460919,NL
460925,NL
460926,NL
460927,RSVR
460934,RSVR
460936,NL
460937,NL
460939,RSVR
460941,NL
460942,RSVR
460943,NL
460944,NL
460949,NL
460953,NL
460955,NL
460957,RSVR
460960,NL
460962,NL
460964,NL
460965,RSVR
460967,NL
460968,RSVR
460969,RSVR
460970,NL
460980,NL
460982,NL
460984,RSVR
460986,NL
460988,NL
460993,RSVR
460994,RSVR
460995,RSVR
460996,NL
460997,NL
460998,NL
460999,RSVR
461000,RSVR
461001,RSVR
461002,NL
461003,NL
461006,NL
461009,NL
461011,NL
461014,NL
461015,NL
461016,RSVR
461027,NL
461028,NL
461030,RSVR
461034,NL
461039,NL
461042,NL
461043,RSVR
461047,NL
461049,RSVR
461052,RSVR
461059,NL
461061,RSVR
461062,NL
461063,RSVR
461067,RSVR
461076,NL
461079,NL
461086,NL
461091,NL
461093,NL
461095,NL
461098,NL
461101,NL
461103,NL
461109,NL
461117,NL
461120,NL
461124,RSVR
461127,NL
461132,RSVR
461134,NL
461141,RSVR
461145,NL
461147,RSVR
461150,NL
461152,NL
461157,NL
461160,RSVR
461161,NL
461162,RSVR
461165,RSVR
461166,NL
461167,RSVR
461168,RSVR
461171,NL
461173,RSVR
461175,RSVR
461180,RSVR
461183,NL
461184,NL
461189,NL
461192,NL
461200,NL
461201,RSVR
461203,NL
461204,NL
461206,NL
461207,NL
461211,RSVR
461212,NL
461213,RSVR
461220,NL
461224,NL
461225,NL
461228,RSVR
461229,NL
461230,NL
461231,NL
461232,RSVR
461233,NL
461234,RSVR
461235,NL
461236,RSVR
461237,RSVR
461238,RSVR
461239,RSVR
461243,RSVR
461244,NL
461246,NL
461247,NL
461249,NL
461251,NL
461255,NL
461256,NL
461257,NL
461258,RSVR
461259,RSVR
461261,RSVR
461266,NL
461268,NL
461275,NL
461278,NL
461280,NL
461281,RSVR
461287,NL
461288,RSVR
461289,NL
461291,RSVR
461292,NL
461301,NL
461302,NL
461309,NL
461314,NL
461315,NL
461321,RSVR
461322,NL
461325,NL
461326,NL
461328,NL
461329,NL
461330,NL
461339,NL
461340,NL
461344,NL
461350,RSVR
461352,NL
461357,NL
461362,RSVR
461366,NL
461371,RSVR
461372,NL
461374,NL
461376,RSVR
461378,RSVR
461380,NL
461383,RSVR
461385,RSVR
461388,RSVR
461390,RSVR
461395,RSVR
461397,RSVR
461398,RSVR
461401,NL
461402,RSVR
461413,NL
461414,RSVR
461419,NL
461420,NL
461422,RSVR
461423,RSVR
461424,NL
461427,NL
461429,NL
461437,RSVR
461438,RSVR
461439,RSVR
461444,NL
461449,NL
461453,NL
461456,RSVR
461467,NL
461471,NL
461473,NL
461475,NL
461480,NL
461481,NL
461484,RSVR
461485,NL
461486,NL
461488,RSVR
461489,RSVR
461490,RSVR
461491,RSVR
461492,NL
461493,RSVR
461494,RSVR
461495,RSVR
461499,NL
461504,NL
461506,NL
461507,NL
461508,NL
461509,NL
461510,NL
461517,NL
461523,NL
461531,NL
461533,NL
461535,NL
461539,NL
461540,NL
461546,RSVR
461547,NL
461554,RSVR
461558,NL
461566,RSVR
461569,RSVR
461571,NL
461572,RSVR
461580,NL
461583,NL
461593,NL
461595,NL
461597,RSVR
461599,NL
461600,NL
461601,NL
461605,RSVR
461606,RSVR
461612,NL
461620,NL
461621,NL
461623,NL
461627,NL
461628,RSVR
461632,NL
461638,RSVR
461642,RSVR
461645,NL
461647,NL
461649,NL
461651,NL
461652,NL
461653,NL
461654,NL
461658,RSVR
461661,NL
461665,NL
461672,NL
461674,NL
461685,NL
461687,NL
461689,NL
461692,RSVR
461710,NL
461711,RSVR
461715,RSVR
461716,NL
461717,NL
461718,RSVR
461719,RSVR
461720,NL
461721,NL
461727,NL
461729,NL
461730,NL
461731,NL
461732,NL
461733,NL
461735,NL
461736,NL
461737,NL
461738,RSVR
461742,NL
461743,NL
461746,NL
461748,NL
461752,NL
461761,NL
461766,NL
461767,RSVR
461771,NL
461779,RSVR
461783,RSVR
461784,RSVR
461789,RSVR
461794,RSVR
461795,RSVR
461807,NL
461814,NL
461822,NL
461823,RSVR
461827,RSVR
461829,NL
461833,NL
461839,NL
461840,NL
461844,NL
461855,NL
461860,RSVR
461863,RSVR
461864,NL
461866,NL
461868,NL
461869,NL
461874,RSVR
461875,RSVR
461876,RSVR
461883,RSVR
461886,RSVR
461894,NL
461895,NL
461896,NL
461903,RSVR
461905,RSVR
461907,NL
461909,NL
461910,RSVR
461911,RSVR
461913,NL
461914,RSVR
461916,NL
461917,RSVR
461919,NL
461921,RSVR
461924,RSVR
461927,RSVR
461928,NL
461930,RSVR
461937,RSVR
461939,NL
461945,NL
461948,RSVR
461959,NL
461960,NL
461961,RSVR
461962,NL
461968,NL
461969,NL
461972,RSVR
461973,NL
461975,NL
461977,NL
461978,NL
461981,RSVR
461982,NL
461992,NL
461994,NL
461996,RSVR
462001,NL
462012,RSVR
462015,NL
462019,NL
462020,NL
462023,NL
462029,NL
462034,NL
462038,NL
462045,NL
462051,NL
462052,NL
462054,NL
462064,NL
462068,NL
462072,RSVR
462074,RSVR
462075,NL
462077,NL
462080,NL
462084,NL
462085,RSVR
462086,RSVR
462092,RSVR
462093,RSVR
462095,NL
462097,NL
462098,NL
462099,NL
462101,RSVR
462102,NL
462103,RSVR
462104,RSVR
462106,NL
462107,RSVR
462108,NL
462110,NL
462111,NL
462112,NL
462113,NL
462114,RSVR
462120,NL
462122,RSVR
462129,RSVR
462130,NL
462131,RSVR
462134,NL
462136,NL
462139,NL
462140,RSVR
462143,RSVR
462147,NL
462149,RSVR
462151,NL
462153,NL
462156,RSVR
462158,RSVR
462160,NL
462161,NL
462168,NL
462174,NL
462176,NL
462178,RSVR
462180,NL
462184,NL
462185,RSVR
462188,NL
462189,RSVR
462190,RSVR
462191,NL
462192,RSVR
462193,RSVR
462194,RSVR
462195,RSVR
462196,NL
462197,NL
462198,NL
462199,NL
462207,NL
462209,NL
462210,NL
462211,NL
462213,NL
462215,NL
462216,NL
462224,NL
462228,NL
462231,NL
462236,NL
462237,NL
462238,NL
462239,NL
462242,NL
462244,RSVR
462245,RSVR
462247,NL
462249,RSVR
462252,NL
462256,RSVR
462267,NL
462269,NL
462273,NL
462275,NL
462276,RSVR
462283,RSVR
462287,NL
462288,NL
462289,NL
462294,NL
462295,NL
462296,NL
462300,NL
462301,NL
462308,NL
462311,RSVR
462312,NL
462313,NL
462315,RSVR
462316,RSVR
462317,RSVR
462322,RSVR
462325,RSVR
462327,RSVR
462333,NL
462334,NL
462335,NL
462336,NL
462340,RSVR
462341,RSVR
462342,RSVR
462346,NL
462348,NL
462349,NL
462351,RSVR
462352,NL
462360,NL
462362,NL
462371,NL
462373,RSVR
462374,RSVR
462377,NL
462378,NL
462379,RSVR
462380,NL
462381,NL
462382,RSVR
462385,RSVR
462390,NL
462394,NL
462395,NL
462398,RSVR
462401,NL
462402,NL
462404,RSVR
462405,NL
462406,RSVR
462412,NL
462414,NL
462419,RSVR
462420,RSVR
462421,RSVR
462422,RSVR
462423,RSVR
462429,NL
462437,NL
462440,NL
462444,NL
462446,NL
462448,NL
462452,NL
462457,RSVR
462458,RSVR
462459,NL
462464,RSVR
462472,NL
462473,RSVR
462477,RSVR
462478,NL
462482,RSVR
462483,RSVR
462484,NL
462488,RSVR
462489,RSVR
462493,NL
462497,RSVR
462501,NL
462505,RSVR
462509,NL
462516,NL
462517,NL
462521,NL
462523,NL
462525,NL
462528,RSVR
462534,RSVR
462535,RSVR
462536,NL
462537,NL
462538,NL
462544,RSVR
462546,NL
462551,NL
462554,RSVR
462556,NL
462557,NL
462558,NL
462559,NL
462560,NL
462565,NL
462570,NL
462574,NL
462578,NL
462585,RSVR
462586,NL
462587,NL
462588,RSVR
462590,NL
462593,NL
462595,NL
462602,NL
462603,NL
462605,NL
462607,NL
462610,NL
462612,NL
462615,RSVR
462617,NL
462625,NL
462632,RSVR
462640,RSVR
462642,NL
462643,RSVR
462648,RSVR
462649,RSVR
462650,NL
462651,NL
462653,RSVR
462654,NL
462658,NL
462663,NL
462667,RSVR
462669,NL
462670,NL
462677,NL
462679,NL
462682,RSVR
462683,NL
462689,NL
462690,RSVR
462694,NL
462701,RSVR
462702,RSVR
462704,RSVR
462706,NL
462710,NL
462711,RSVR
462720,NL
462722,NL
462725,NL
462727,RSVR
462731,NL
462735,NL
462738,NL
462739,NL
462748,RSVR
462749,RSVR
462750,NL
462751,NL
462756,NL
462760,RSVR
462761,NL
462762,NL
462769,NL
462772,RSVR
462774,NL
462775,NL
462776,NL
462785,NL
462793,RSVR
462794,NL
462796,RSVR
462804,NL
462806,NL
462812,NL
462813,NL
462818,RSVR
462819,NL
462820,RSVR
462824,NL
462831,NL
462846,NL
462848,NL
462850,NL
462851,NL
462853,NL
462854,NL
462855,NL
462857,NL
462859,RSVR
462860,RSVR
462861,RSVR
462862,RSVR
462863,RSVR
462864,NL
462865,NL
462866,NL
462867,RSVR
462868,RSVR
462878,NL
462882,RSVR
462883,RSVR
462885,RSVR
462888,NL
462896,RSVR
462898,RSVR
462899,NL
462900,NL
462904,NL
462913,NL
462914,RSVR
462917,NL
462931,RSVR
462934,NL
462935,NL
462936,NL
462938,NL
462942,RSVR
462945,NL
462946,RSVR
462949,NL
462953,NL
462958,RSVR
462959,NL
462964,NL
462967,RSVR
462973,NL
462974,NL
462978,NL
462982,NL
462984,NL
462985,RSVR
462992,RSVR
462994,RSVR
463001,NL
463013,NL
463020,RSVR
463021,RSVR
463022,RSVR
463023,RSVR
463024,NL
463025,RSVR
463033,NL
463036,NL
463042,NL
463068,RSVR
463069,NL
463070,RSVR
463071,NL
463072,NL
463073,NL
463074,RSVR
463075,NL
463076,RSVR
463077,NL
463078,RSVR
463083,NL
463086,RSVR
463091,RSVR
463098,NL
463100,NL
463103,RSVR
463108,RSVR
463109,NL
463110,NL
463113,NL
463116,NL
463118,RSVR
463120,RSVR
463123,NL
463128,RSVR
463130,RSVR
463132,NL
463133,RSVR
463134,NL
463138,NL
463140,NL
463142,NL
463146,NL
463150,RSVR
463152,RSVR
463153,RSVR
463156,NL
463157,RSVR
463160,NL
463161,NL
463162,NL
463167,NL
463168,NL
463171,NL
463173,NL
463180,RSVR
463181,RSVR
463182,NL
463184,RSVR
463187,NL
463189,RSVR
463201,NL
463203,NL
463206,NL
463213,NL
463215,RSVR
463228,NL
463231,RSVR
463233,RSVR
463234,RSVR
463235,NL
463236,NL
463237,NL
463245,RSVR
463256,RSVR
463264,NL
463266,RSVR
463267,RSVR
463271,NL
463273,NL
463275,RSVR
463277,RSVR
463278,NL
463279,NL
463280,NL
463290,NL
463295,NL
463296,NL
463300,NL
463301,NL
463308,RSVR
463309,NL
463310,NL
463318,NL
463320,RSVR
463321,NL
463322,NL
463324,NL
463327,NL
463335,RSVR
463336,RSVR
463337,RSVR
463338,RSVR
463339,NL
463340,RSVR
463341,RSVR
463342,NL
463343,NL
463345,RSVR
463346,RSVR
463351,RSVR
463353,RSVR
463370,NL
463372,RSVR
463373,NL
463381,RSVR
463387,NL
463392,RSVR
463393,NL
463394,NL
463396,RSVR
463404,NL
463416,NL
463417,NL
463418,RSVR
463419,RSVR
463424,RSVR
463426,NL
463427,NL
463429,NL
463432,NL
463439,NL
463442,NL
463446,NL
463447,NL
463449,NL
463453,NL
463456,NL
463465,NL
463474,RSVR
463475,RSVR
463476,RSVR
463477,RSVR
463478,RSVR
463479,NL
463480,NL
463481,RSVR
463484,RSVR
463485,RSVR
463487,NL
463490,NL
463501,RSVR
463505,RSVR
463512,RSVR
463515,RSVR
463518,RSVR
463522,NL
463523,RSVR
463525,RSVR
463526,RSVR
463527,NL
463529,NL
463530,NL
463532,RSVR
463535,RSVR
463540,NL
463541,NL
463543,NL
463562,RSVR
463566,RSVR
463568,RSVR
463569,RSVR
463575,NL
463576,NL
463587,NL
463588,RSVR
463594,NL
463596,NL
463597,NL
463600,NL
463601,NL
463602,NL
463607,NL
463608,NL
463615,RSVR
463620,NL
463623,NL
463637,RSVR
463638,RSVR
463639,RSVR
463640,RSVR
463641,RSVR
463648,NL
463657,NL
463658,NL
463665,NL
463667,RSVR
463678,NL
463684,NL
463687,NL
463693,RSVR
463699,NL
463701,RSVR
463706,RSVR
463709,NL
463710,NL
463712,RSVR
463713,RSVR
463714,RSVR
463718,NL
463722,RSVR
463731,NL
463733,NL
463734,NL
463741,NL
463750,NL
463758,RSVR
463760,NL
463762,RSVR
463764,NL
463768,RSVR
463769,RSVR
463788,NL
463790,NL
463791,RSVR
463792,RSVR
463793,RSVR
463794,RSVR
463798,RSVR
463811,RSVR
463822,RSVR
463827,RSVR
463829,RSVR
463833,RSVR
463834,NL
463835,NL
463845,RSVR
463847,NL
463855,RSVR
463856,NL
463858,NL
463863,RSVR
463867,NL
463870,RSVR
463871,NL
463875,NL
463883,NL
463884,RSVR
463885,NL
463886,RSVR
463887,NL
463888,NL
463894,NL
463895,NL
463907,RSVR
463912,NL
463913,NL
463920,NL
463921,NL
463927,NL
463930,NL
463934,NL
463937,RSVR
463938,RSVR
463939,RSVR
463940,RSVR
463941,RSVR
463942,RSVR
463943,NL
463944,RSVR
463958,NL
463961,NL
463964,NL
463981,RSVR
463986,RSVR
463988,RSVR
463992,RSVR
463996,NL
463997,RSVR
463998,RSVR
464000,RSVR
464006,NL
464017,NL
464018,NL
464019,NL
464020,RSVR
464021,NL
464022,NL
464026,RSVR
464030,RSVR
464032,RSVR
464033,RSVR
464036,NL
464041,NL
464044,NL
464047,RSVR
464049,NL
464050,NL
464053,NL
464057,RSVR
464065,NL
464066,RSVR
464073,RSVR
464077,NL
464080,NL
464087,NL
464091,NL
464093,NL
464097,NL
464098,RSVR
464099,RSVR
464100,RSVR
464101,RSVR
464102,RSVR
464103,RSVR
464104,NL
464105,NL
464106,NL
464107,RSVR
464108,RSVR
464109,NL
464112,RSVR
464113,RSVR
464119,RSVR
464121,NL
464122,RSVR
464124,NL
464126,NL
464127,NL
464128,NL
464131,NL
464141,NL
464145,NL
464146,NL
464150,RSVR
464155,NL
464160,RSVR
464163,NL
464166,NL
464172,NL
464176,RSVR
464180,RSVR
464181,RSVR
464182,RSVR
464183,NL
464186,NL
464187,RSVR
464189,RSVR
464191,NL
464195,NL
464198,RSVR
464200,NL
464205,NL
464213,NL
464216,NL
464218,NL
464221,RSVR
464222,RSVR
464223,RSVR
464224,RSVR
464225,RSVR
464226,RSVR
464228,NL
464230,NL
464233,NL
464236,NL
464238,RSVR
464239,NL
464240,RSVR
464242,NL
464245,RSVR
464250,RSVR
464251,RSVR
464255,RSVR
464259,RSVR
464264,NL
464265,NL
464266,NL
464269,RSVR
464274,RSVR
464275,RSVR
464276,NL
464280,NL
464282,RSVR
464292,RSVR
464293,NL
464294,NL
464297,RSVR
464298,RSVR
464304,NL
464307,RSVR
464312,RSVR
464316,NL
464322,NL
464323,NL
464325,RSVR
464332,NL
464336,NL
464339,NL
464341,RSVR
464342,RSVR
464343,RSVR
464344,RSVR
464346,RSVR
464347,NL
464349,NL
464353,NL
464355,RSVR
464356,NL
464358,NL
464361,RSVR
464362,NL
464369,NL
464380,RSVR
464384,NL
464400,NL
464401,RSVR
464406,RSVR
464409,RSVR
464410,RSVR
464413,NL
464418,RSVR
464419,RSVR
464420,RSVR
464422,NL
464424,RSVR
464425,NL
464427,NL
464428,RSVR
464431,NL
464439,RSVR
464440,NL
464443,RSVR
464447,NL
464455,NL
464459,NL
464460,NL
464462,RSVR
464463,RSVR
464464,RSVR
464465,RSVR
464466,NL
464468,RSVR
464469,NL
464470,NL
464471,NL
464472,NL
464474,RSVR
464476,NL
464479,NL
464482,RSVR
464484,RSVR
464485,RSVR
464487,NL
464489,NL
464492,NL
464496,NL
464505,RSVR
464511,RSVR
464512,RSVR
464522,NL
464523,NL
464524,NL
464538,NL
464543,NL
464546,RSVR
464549,RSVR
464551,NL
464552,RSVR
464558,RSVR
464559,RSVR
464564,RSVR
464565,RSVR
464568,RSVR
464569,RSVR
464570,RSVR
464571,RSVR
464575,NL
464576,NL
464586,NL
464595,NL
464598,NL
464601,RSVR
464602,RSVR
464603,RSVR
464604,RSVR
464605,RSVR
464606,RSVR
464607,NL
464611,NL
464614,NL
464616,RSVR
464617,RSVR
464624,NL
464630,NL
464636,RSVR
464637,NL
464640,NL
464641,RSVR
464642,RSVR
464659,RSVR
464664,RSVR
464668,RSVR
464671,NL
464675,RSVR
464680,RSVR
464685,RSVR
464687,RSVR
464688,RSVR
464689,RSVR
464692,RSVR
464694,RSVR
464696,RSVR
464697,RSVR
464704,RSVR
464708,NL
464713,NL
464723,NL
464725,NL
464728,NL
464731,NL
464734,NL
464736,NL
464737,RSVR
464739,RSVR
464740,RSVR
464741,RSVR
464742,RSVR
464743,NL
464744,RSVR
464745,RSVR
464746,RSVR
464747,RSVR
464748,RSVR
464749,NL
464750,RSVR
464751,NL
464753,NL
464760,NL
464762,RSVR
464763,RSVR
464767,NL
464770,NL
464772,NL
464777,RSVR
464782,NL
464785,RSVR
464786,NL
464787,RSVR
464788,NL
464794,RSVR
464797,RSVR
464801,RSVR
464802,NL
464805,RSVR
464806,NL
464807,NL
464812,RSVR
464813,RSVR
464814,NL
464817,NL
464818,NL
464819,RSVR
464821,RSVR
464823,RSVR
464824,RSVR
464825,RSVR
464827,NL
464828,NL
464829,RSVR
464832,NL
464839,NL
464840,NL
464843,NL
464844,NL
464851,NL
464852,RSVR
464859,NL
464868,RSVR
464869,RSVR
464870,RSVR
464871,RSVR
464872,RSVR
464873,NL
464874,NL
464877,NL
464878,RSVR
464880,NL
464882,NL
464889,NL
464891,NL
464895,NL
464896,NL
464900,NL
464902,RSVR
464905,RSVR
464907,NL
464909,NL
464913,NL
464914,NL
464918,RSVR
464921,NL
464926,NL
464927,NL
464930,NL
464932,NL
464939,RSVR
464941,NL
464944,RSVR
464946,RSVR
464947,NL
464952,NL
464953,RSVR
464955,RSVR
464959,RSVR
464961,NL
464962,NL
464964,RSVR
464967,RSVR
464970,NL
464974,NL
464985,NL
464986,NL
464992,NL
464993,RSVR
464994,RSVR
464995,RSVR
464996,NL
465000,RSVR
465001,NL
465004,NL
465007,NL
465010,RSVR
465013,NL
465018,NL
465019,NL
465020,NL
465021,NL
465024,NL
465026,RSVR
465028,NL
465030,RSVR
465034,RSVR
465035,NL
465037,NL
465040,RSVR
465042,NL
465043,RSVR
465045,RSVR
465046,RSVR
465047,NL
465049,RSVR
465054,NL
465057,NL
465058,NL
465061,RSVR
465063,NL
465065,RSVR
465069,RSVR
465072,NL
465076,NL
465077,NL
465078,RSVR
465079,RSVR
465086,RSVR
465089,NL
465097,NL
465113,NL
465117,NL
465118,NL
465119,NL
465127,NL
465133,RSVR
465135,RSVR
465137,RSVR
465139,RSVR
465141,NL
465142,NL
465149,RSVR
465150,NL
465154,RSVR
465156,NL
465160,NL
465161,NL
465169,NL
465171,NL
465173,NL
465183,RSVR
465186,NL
465187,RSVR
465196,NL
465197,NL
465200,NL
465201,NL
465204,NL
465205,NL
465210,NL
465212,NL
465214,NL
465227,NL
465230,NL
465239,NL
465240,NL
465241,NL
465244,NL
465253,NL
465256,NL
465266,NL
465268,NL
465274,NL
465276,NL
465278,NL
465281,NL
465282,NL
465286,NL
465287,NL
465291,NL
465298,NL
465311,RSVR
465312,NL
465315,RSVR
465322,NL
465323,RSVR
465325,RSVR
465333,NL
465334,RSVR
465339,RSVR
465344,NL
465345,NL
465347,NL
465349,NL
465350,NL
465353,NL
465354,NL
465357,NL
465360,NL
465363,NL
465365,NL
465368,NL
465370,NL
465371,NL
465380,NL
465382,NL
465390,NL
465394,NL
465400,NL
465401,NL
465407,NL
465411,NL
465414,NL
465416,NL
465418,NL
465421,NL
465424,RSVR
465426,NL
465427,NL
465435,NL
465437,NL
465438,NL
465439,NL
465440,NL
465442,NL
465449,NL
465459,NL
465460,NL
465462,NL
465467,NL
465470,NL
465481,NL
465482,NL
465483,NL
465485,NL
465488,NL
465492,NL
465496,NL
465498,NL
465499,NL
465500,NL
465501,NL
465502,NL
465504,NL
465507,NL
465509,NL
465510,NL
465513,NL
465514,NL
465519,RSVR
465524,NL
465528,RSVR
465529,NL
465530,RSVR
465531,NL
465533,RSVR
465536,NL
465537,NL
465539,NL
465540,NL
465544,RSVR
465547,NL
465553,RSVR
465558,RSVR
465563,NL
465567,NL
465570,NL
465575,NL
465578,RSVR
465580,NL
465582,NL
465583,NL
465584,RSVR
465599,NL
465604,NL
465608,NL
465611,RSVR
465612,NL
465613,NL
465627,NL
465629,NL
465630,NL
465636,RSVR
465644,NL
465647,NL
465653,NL
465656,NL
465657,NL
465661,NL
465665,NL
465666,NL
465674,NL
465675,NL
465676,RSVR
465677,NL
465680,NL
465684,NL
465688,NL
465693,NL
465694,NL
465696,NL
465698,NL
465708,RSVR
465711,NL
465713,RSVR
465714,RSVR
465715,RSVR
465717,NL
465719,RSVR
465721,RSVR
465722,RSVR
465726,RSVR
465733,NL
465734,NL
465739,NL
465748,NL
465750,RSVR
465752,NL
465754,NL
465758,NL
465763,RSVR
465764,NL
465767,NL
465769,NL
465778,NL
465779,RSVR
465786,NL
465789,NL
465794,NL
465795,NL
465802,NL
465805,NL
465808,NL
465812,NL
465818,NL
465823,NL
465828,NL
465834,NL
465838,NL
465842,NL
465844,NL
465846,NL
465851,NL
465858,NL
465863,NL
465869,NL
465873,NL
465875,NL
465881,NL
465887,NL
465889,NL
465893,NL
465896,NL
465897,NL
465898,NL
465900,NL
465904,RSVR
465906,RSVR
465907,NL
465910,NL
465915,RSVR
465916,NL
465919,RSVR
465925,RSVR
465932,NL
465938,RSVR
465944,RSVR
465947,RSVR
465955,RSVR
465957,RSVR
465959,NL
465963,NL
465967,NL
465968,NL
465971,NL
465973,RSVR
465976,NL
465977,RSVR
465978,NL
465979,NL
465984,NL
465993,RSVR
465995,NL
466002,NL
466004,NL
466007,NL
466012,NL
466013,NL
466014,RSVR
466016,NL
466017,NL
466018,NL
466020,NL
466021,NL
466026,NL
466032,NL
466036,NL
466045,NL
466047,NL
466048,NL
466049,RSVR
466051,NL
466054,NL
466067,NL
466069,NL
466071,NL
466072,NL
466076,NL
466079,NL
466081,NL
466083,NL
466090,NL
466091,NL
466092,RSVR
466101,NL
466102,NL
466103,NL
466105,NL
466106,RSVR
466107,RSVR
466110,NL
466114,NL
466122,NL
466123,RSVR
466124,RSVR
466125,NL
466126,NL
466132,RSVR
466134,NL
466135,RSVR
466136,NL
466139,NL
466143,NL
466148,RSVR
466153,NL
466154,NL
466155,RSVR
466161,RSVR
466163,NL
466165,NL
466169,NL
466171,NL
466180,NL
466181,NL
466183,NL
466184,NL
466187,NL
466188,NL
466198,NL
466206,NL
466209,NL
466216,NL
466217,NL
466222,NL
466224,NL
466225,NL
466226,NL
466229,RSVR
466231,RSVR
466237,NL
466240,NL
466243,NL
466246,NL
466248,NL
466250,NL
466251,NL
466254,NL
466261,NL
466263,RSVR
466269,NL
466274,NL
466277,NL
466284,NL
466290,RSVR
466291,NL
466292,RSVR
466293,RSVR
466298,NL
466304,NL
466306,NL
466311,RSVR
466321,NL
466322,RSVR
466324,NL
466325,RSVR
466328,NL
466329,NL
466332,RSVR
466333,NL
466336,NL
466338,NL
466339,NL
466341,NL
466342,RSVR
466343,RSVR
466345,NL
466349,NL
466350,NL
466356,NL
466359,RSVR
466360,NL
466364,NL
466371,NL
466374,RSVR
466376,NL
466383,NL
466392,NL
466394,NL
466401,RSVR
466403,NL
466406,NL
466413,NL
466417,NL
466420,NL
466423,NL
466425,NL
466426,NL
466427,NL
466428,NL
466438,NL
466445,NL
466450,NL
466451,NL
466452,NL
466456,NL
466457,NL
466458,NL
466461,NL
466463,NL
466468,NL
466469,RSVR
466470,NL
466475,RSVR
466477,RSVR
466478,NL
466479,RSVR
466481,NL
466484,RSVR
466487,NL
466490,NL
466494,RSVR
466495,NL
466496,NL
466497,NL
466499,RSVR
466500,NL
466503,NL
466504,RSVR
466506,NL
466510,NL
466511,NL
466518,NL
466523,NL
466528,NL
466530,NL
466534,NL
466538,NL
466539,NL
466540,NL
466541,NL
466542,RSVR
466544,NL
466574,NL
466583,NL
466585,NL
466596,NL
466597,NL
466604,NL
466605,NL
466607,NL
466608,NL
466610,NL
466618,NL
466620,NL
466626,NL
466627,NL
466628,NL
466630,NL
466631,RSVR
466638,NL
466641,NL
466646,NL
466648,NL
466652,NL
466653,NL
466656,NL
466668,RSVR
466671,RSVR
466672,NL
466673,RSVR
466674,RSVR
466675,RSVR
466677,NL
466680,NL
466681,NL
466684,RSVR
466686,NL
466689,NL
466694,NL
466695,NL
466696,NL
466698,RSVR
466699,NL
466701,NL
466702,NL
466707,RSVR
466708,NL
466710,NL
466714,NL
466724,NL
466727,NL
466729,RSVR
466733,NL
466734,NL
466736,NL
466741,RSVR
466742,NL
466745,RSVR
466747,NL
466749,NL
466752,NL
466753,RSVR
466756,NL
466757,RSVR
466759,RSVR
466769,NL
466771,NL
466772,RSVR
466773,RSVR
466774,RSVR
466775,NL
466781,NL
466787,NL
466788,RSVR
466789,NL
466795,NL
466799,NL
466801,NL
466809,NL
466811,NL
466812,NL
466819,NL
466821,NL
466828,NL
466829,RSVR
466832,NL
466834,NL
466836,RSVR
466838,NL
466839,NL
466843,RSVR
466844,NL
466847,RSVR
466852,NL
466854,NL
466867,NL
466871,NL
466874,RSVR
466875,NL
466878,NL
466879,NL
466880,NL
466881,RSVR
466884,NL
466891,RSVR
466897,NL
466898,NL
466900,RSVR
466903,NL
466904,NL
466905,RSVR
466907,RSVR
466911,NL
466913,NL
466915,NL
466916,RSVR
466920,RSVR
466921,NL
466923,NL
466924,NL
466925,NL
466933,NL
466936,NL
466941,NL
466944,RSVR
466945,NL
466948,RSVR
466949,NL
466950,NL
466953,NL
466955,NL
466956,NL
466957,NL
466959,RSVR
466961,NL
466962,NL
466974,RSVR
466977,NL
466980,RSVR
466981,NL
466982,RSVR
466989,NL
467006,NL
467008,NL
467009,NL
467015,NL
467019,NL
467021,NL
467022,NL
467027,NL
467032,RSVR
467036,NL
467038,NL
467043,NL
467044,RSVR
467045,NL
467046,RSVR
467047,RSVR
467049,RSVR
467050,RSVR
467055,NL
467056,NL
467063,RSVR
467067,RSVR
467068,RSVR
467073,NL
467074,RSVR
467075,RSVR
467076,RSVR
467078,NL
467084,NL
467085,NL
467086,NL
467091,NL
467093,NL
467095,NL
467096,NL
467098,NL
467103,NL
467104,NL
467105,NL
467106,NL
467109,RSVR
467111,RSVR
467113,RSVR
467116,RSVR
467120,NL
467122,RSVR
467123,NL
467124,NL
467126,RSVR
467132,NL
467137,RSVR
467140,NL
467141,RSVR
467144,NL
467147,RSVR
467149,RSVR
467150,NL
467151,RSVR
467152,RSVR
467154,NL
467161,RSVR
467162,NL
467164,NL
467167,NL
467168,RSVR
467169,NL
467171,RSVR
467172,RSVR
467173,RSVR
467174,RSVR
467177,NL
467179,RSVR
467182,NL
467185,RSVR
467188,RSVR
467191,NL
467192,NL
467194,NL
467201,NL
467204,NL
467205,NL
467208,NL
467211,NL
467212,NL
467213,NL
467214,NL
467215,RSVR
467220,NL
467223,NL
467227,RSVR
467232,NL
467233,NL
467238,NL
467239,NL
467244,RSVR
467248,NL
467249,NL
467251,NL
467252,RSVR
