net_id,minlat_id,maxlat_id,minlon_id,maxlon_id,maxkmNS,maxkmEW,min_cut_lat,min_cut_lon,maxlon_dist,maxlat_dist,latavg,lonavg
325,440654,442677,443090,442288,44.68961237,57.99002367,7,1,0.592016516,0.404160222,28.36594173,-97.38917276
326,19500,109888,39466,78975,17.10267992,5.627013907,1,1,0.067181512,0.154671803,41.20005742,-73.54765982
327,46053,51270,51270,46053,3.767070915,0.641375052,1,1,0.00781285,0.034068325,42.4855304,-79.09708053
328,316941,317083,317083,317085,16.9868031,13.57097864,1,1,0.185706781,0.153623846,48.96908919,-114.0108188
329,481543,481062,481138,480966,41.32520229,54.68448134,4,1,0.618892509,0.373733448,37.46356306,-121.703129
330,458346,459857,459857,458346,1.227648091,0.016022249,1,1,0.000217839,0.011102502,48.64524793,-117.3375807
331,450465,451464,450465,451464,33.35029528,9.404343002,1,1,0.1139658,0.301610643,42.15936701,-108.1430387
332,247800,245084,247800,245084,0.431996401,0.081118313,1,1,0.000845486,0.003906853,30.47288086,-88.10797683
333,53286,6472,6472,53286,1.523035901,3.772518389,1,1,0.045368897,0.013773906,41.67159327,-87.57121596
334,358992,358993,358992,358993,0.287480697,2.996278728,1,1,0.036867916,0.002599894,43.10803193,-106.7850096
335,116106,8305,8305,8289,11.35912583,1.871391269,1,1,0.022456212,0.102728723,41.52969726,-71.47226944
336,7965,67531,126909,70559,13.35214701,9.895934993,3,3,0.119287768,0.120753043,41.82122843,-71.28854029
337,108911,16363,16363,108911,0.77718755,1.024298181,1,1,0.012162501,0.007028665,40.83982274,-72.93106731
338,86374,50060,86374,61397,9.312835147,9.427637149,1,1,0.122886223,0.084222649,46.43528942,-92.03847338
339,472398,472147,471045,471433,23.70915492,71.39666862,1,12,0.974536626,0.214418895,48.84260578,-122.094795
340,344113,339681,344109,339681,3.880525686,1.328019441,1,1,0.017511853,0.035094377,47.05926216,-100.0026267
341,125786,136971,125786,124716,9.547349195,3.306563843,1,1,0.040352937,0.086343527,42.60065103,-87.88996297
342,208118,210395,204374,205356,16.62189204,27.91293543,7,7,0.282677278,0.150323693,27.49630729,-82.4781961
343,13314,134205,65449,134205,5.592718052,2.287871955,1,1,0.027561991,0.050578961,41.7828411,-71.19522415
344,60439,37567,257910,60439,11.54386545,19.40872126,1,1,0.251683381,0.104399456,46.15246504,-85.52066399
345,74683,89428,89428,74683,0.072262002,0.331112142,1,1,0.003941322,0.000653517,41.00271614,-73.68767655
346,111243,6527,111243,6527,18.56135346,12.49866257,1,1,0.156506046,0.167863634,44.15977807,-75.91146751
347,7200,123784,25192,84514,34.37651282,34.94529872,3,1,0.434485298,0.310891465,43.73802327,-75.98010644
348,447463,447464,447464,447463,5.077208419,0.13358848,1,1,0.001457867,0.045916838,34.59842433,-107.8522499
349,61414,102785,102785,61414,0.894604738,6.628559744,1,1,0.086341003,0.008090552,46.39731965,-86.98566097
350,341626,343406,341626,343406,0.561005487,1.57640336,1,1,0.020498477,0.005073575,46.30372888,-99.32228306
351,146022,146625,146625,149053,1.823147118,0.554214456,2,1,0.006255439,0.016488027,37.26132555,-75.98446623
352,355652,355464,355652,355464,3.949672532,1.962085614,1,1,0.025100193,0.035719722,45.39506959,-97.27333505
353,66805,99943,43022,9076,22.39626497,38.35144424,1,1,0.475160269,0.20254549,43.52657231,-75.88240049
354,348940,349188,349188,348940,6.083087937,10.38056436,1,1,0.125684353,0.055013728,42.10309299,-103.3059325
355,165157,164419,162965,162260,44.63487533,29.70648795,9,9,0.317279436,0.403665196,32.74544733,-80.15359948
356,314996,316285,316285,314996,13.44464299,7.558123836,1,1,0.101347283,0.121589551,47.93818439,-98.41195563
357,89362,9478,106736,89362,14.76489179,12.63818911,1,1,0.159270978,0.133529508,44.53555374,-67.99367094
358,12256,72583,32158,134170,10.92407461,2.818783402,1,1,0.033659407,0.098794243,41.21105183,-73.26764383
359,105728,16222,37242,16222,24.91893187,18.05701773,7,1,0.234261932,0.225359776,46.17755889,-67.89538468
360,319316,318712,319316,318712,11.73812617,8.962794199,3,3,0.122162411,0.106156295,48.77065506,-112.03664
361,14634,7437,24156,47086,15.45677839,11.36623219,1,2,0.143711833,0.139786735,44.72588601,-74.01631668
362,470443,471020,471020,470443,2.213494522,1.242030802,1,1,0.016369376,0.020018219,47.03126734,-122.7879576
363,482624,482609,482637,482624,21.51169221,4.606525257,1,1,0.054934203,0.194545664,41.12424227,-120.0890201
364,350875,352347,350875,352347,6.427863123,3.473741236,1,1,0.043160803,0.058131777,43.69749052,-97.48053282
365,478055,477164,478055,477164,8.488753087,0.609953147,1,1,0.006698229,0.076769883,35.11267155,-118.4959449
366,24847,96570,124526,96570,6.7909874,3.477412127,1,1,0.04166443,0.06141577,41.4308194,-71.9533493
367,324764,323803,324764,323803,2.73973838,0.595767868,1,1,0.008128453,0.024777419,48.82110115,-104.0658691
368,472925,472744,473384,472511,35.46142524,22.20407309,1,1,0.270431632,0.320703106,42.47504581,-119.8534489
369,470223,469721,470335,470106,23.22325998,17.04564572,4,4,0.21077138,0.210024599,43.40690906,-124.2060371
370,533,3092,533,3092,3.677889544,5.476382161,1,1,0.069230521,0.033261793,44.71628015,-93.44702981
371,469693,469828,469633,470435,91.36102226,96.55239964,14,14,1.267622479,0.82624326,46.82435848,-123.1565962
372,59584,141003,141003,63705,7.789552637,6.365408725,2,2,0.078459815,0.070446512,43.21418853,-77.07834089
373,1514,3431,1514,3431,3.224607036,0.024100379,1,1,0.000305685,0.029162435,44.90833108,-85.8411442
374,1809,57305,5376,1809,16.54701895,2.267250948,2,2,0.028257395,0.149646562,43.8819703,-87.86978312
375,61272,141679,113973,61272,11.95564781,3.876889198,1,1,0.046403621,0.108123499,41.36485172,-72.96255276
376,191890,188384,188384,191890,186.401443,64.43750475,8,8,0.659697405,1.68576196,28.66351059,-80.81333958
377,58332,112133,112133,58332,3.762892903,0.944737837,1,1,0.012406622,0.03403054,46.83921902,-88.1872555
378,158035,158438,158035,158438,1.208803339,1.116147523,1,1,0.012062061,0.010932076,33.77319397,-78.78894867
379,95696,93679,45905,93679,14.58924726,24.28905799,9,1,0.317547931,0.131941028,46.59770273,-85.59560076
380,137104,25963,137104,54176,5.315916232,2.687514471,2,2,0.031196417,0.048075644,39.29619772,-75.18181925
381,3311,126658,3311,16538,32.48740808,52.32204217,1,3,0.648137487,0.293806935,43.51595191,-86.08106896
382,470533,470712,470712,470533,19.30204911,25.91692485,4,4,0.340985912,0.174562276,46.9393046,-122.7381291
383,3688,96802,126640,3688,7.504580325,18.10266854,1,1,0.227512854,0.067869303,44.37574493,-83.72921344
384,235881,234717,234717,235881,4.864080704,4.005033631,1,1,0.041762558,0.043989371,30.51623734,-86.44824847
385,5159,5212,5212,806,2.13764609,1.565808313,1,1,0.019891964,0.019332267,44.99937642,-71.93533292
386,321812,323087,321812,323087,15.1307557,5.540459263,1,1,0.074844788,0.136838277,48.31868874,-107.7602842
387,2056,117184,126796,60308,10.00870041,9.614813144,1,1,0.111450574,0.090515857,39.19728874,-74.83534026
388,481490,481020,480893,481528,24.52896676,27.74427831,13,1,0.317443246,0.221833042,38.26817131,-122.1110374
389,142650,142937,142838,142558,2.684712466,3.153175643,1,5,0.036589859,0.024279781,39.27340365,-76.13857183
390,107764,18344,107764,18344,45.50077774,14.7090212,1,1,0.183922235,0.411496172,44.07581324,-69.50789032
391,101650,37333,101650,37333,2.957362537,1.217971839,1,1,0.014562059,0.026745551,41.29240289,-73.03675911
392,132017,60306,132017,60306,0.071621563,0.593172258,1,1,0.006958245,0.000647725,40.02263883,-74.16687342
393,456271,455884,455884,456271,41.44101469,20.00361427,1,1,0.230937157,0.374780823,38.91172789,-114.0375086
394,121445,18468,124574,83161,10.68287104,2.95149208,1,1,0.035117619,0.096612866,40.9748725,-73.75910466
395,472743,472514,472514,473086,15.95657804,11.00517018,1,1,0.135345958,0.144306781,43.0773048,-121.0771771
396,50167,103965,103965,50167,1.213412036,0.78959721,1,1,0.010192716,0.010973755,45.901322,-84.76157796
397,43863,1110,53230,49000,1.033509354,8.27847194,1,1,0.109997937,0.009346766,47.46236408,-87.87323621
398,41610,84175,41610,84175,0.332942952,0.216400546,1,1,0.002619062,0.003011042,42.07786574,-70.75038439
399,31280,119431,31280,119431,1.630149945,0.298500885,1,1,0.003608701,0.014742615,42.00732355,-86.54361846
400,10314,122554,10314,122554,0.164692445,0.532338956,1,1,0.00712445,0.001489432,47.83860525,-90.11892905
401,65402,72517,65402,72517,0.366904016,1.139564828,1,1,0.014355497,0.003318176,44.51241183,-68.10533568
402,27246,62618,27246,62618,1.347889438,4.79291228,1,1,0.060648213,0.012189931,44.77147904,-74.1588663
403,143163,142961,142961,143163,7.663117129,11.87275238,1,1,0.137958092,0.069303065,39.36733171,-75.86892147
404,461344,461585,461585,461344,10.40290549,2.889379973,1,1,0.039347031,0.094080937,48.72589743,-119.5308341
405,207214,207273,204413,210978,29.09273192,50.77005605,1,1,0.516837109,0.263106444,28.06240923,-82.2111526
406,1370,133976,1370,98876,8.347523847,28.14854792,9,9,0.351541619,0.075492646,44.00351418,-86.3051865
407,80019,26994,26994,127856,3.313099306,0.581813426,1,1,0.006892537,0.029962734,40.68661185,-73.51992531
408,461589,462034,462034,461589,0.806856973,1.345229143,1,1,0.018120912,0.007296986,48.17360126,-119.5329548
409,149036,142633,142633,149036,12.61243856,11.96534125,2,2,0.137055659,0.114063329,38.348231,-76.14974906
410,463528,463637,463666,463543,26.26959891,124.7497141,7,2,1.554093219,0.237574827,43.85432771,-113.7722362
411,153210,152339,152329,153507,18.43269364,20.98221607,8,8,0.229623494,0.166700071,34.83000553,-77.51732818
412,320794,320904,320904,320794,2.969653139,5.190327257,1,1,0.068619767,0.026856704,47.19726808,-108.5845424
413,482416,482427,482051,482219,20.09428866,73.86751056,1,4,0.805777124,0.181727067,34.56236029,-118.7539844
414,54101,72562,72562,54101,0.57404193,0.07543807,1,1,0.000908339,0.005191473,41.75010899,-70.50214603
415,8139,8382,8139,8382,11.1816971,2.004852502,1,1,0.025251929,0.101124108,44.50340985,-68.99520833
416,48926,60298,48926,60298,5.382703182,0.429818676,1,1,0.005056514,0.048679646,40.21788003,-74.08070739
417,80990,16306,80990,16306,0.635211442,0.281457911,1,1,0.003375573,0.005744673,41.49423821,-71.29104733
418,206702,211437,206702,211437,0.417606615,1.310905524,1,1,0.013441292,0.003776716,28.82325785,-82.59087029
419,69584,135176,69584,63444,27.43179213,9.46437167,1,3,0.111960104,0.248085374,40.5907132,-74.29398519
420,471486,470974,471072,471675,18.12209498,41.84707126,4,1,0.554455022,0.163891104,47.31259814,-121.9348558
421,481621,481775,481605,481621,26.21370345,99.83740955,1,1,1.089445746,0.237069324,34.5910477,-120.0063501
422,12226,14272,14272,12226,1.365705723,0.404030744,1,1,0.004858199,0.012351057,41.66181308,-70.33755226
423,446955,446416,445958,444231,8.35638358,33.38045527,1,1,0.333734938,0.075572771,26.03802608,-97.48343454
424,36399,105968,105968,36399,3.299699879,0.930694144,1,1,0.012180183,0.029841553,46.65360707,-87.562553
425,464751,464884,464751,464884,6.038594758,1.349698686,1,1,0.016655363,0.054611344,43.28379437,-118.0841993
426,142441,142819,142819,142821,0.655134244,0.846791641,2,2,0.009665054,0.005924849,38.08953627,-76.34097676
427,116388,58454,79236,111209,34.09618817,19.29620179,1,8,0.22977593,0.308356288,41.02785793,-82.32715048
428,84132,85122,70529,68469,4.678860621,4.320398433,3,3,0.054719165,0.042314293,44.82424346,-67.23897047
429,119419,85348,85348,119419,2.381722787,4.883657547,1,1,0.061890009,0.021539628,44.85869303,-87.41463074
430,201927,198212,201927,198212,0.059469502,5.380768609,1,1,0.053911295,0.000537825,26.28674906,-81.80223389
431,39442,7727,8114,7513,18.43854754,18.5549464,1,1,0.234896241,0.166753012,44.79775722,-67.90553285
432,456463,456685,456685,456463,5.433951531,6.176258214,1,1,0.070051023,0.049143122,37.62469483,-113.4874112
433,459869,458361,458361,458009,1.124783208,0.344492474,1,1,0.004625654,0.010172221,48.0089692,-117.0069469
434,133170,25847,62220,5869,6.993675098,5.999510731,1,1,0.073581574,0.063248821,42.90816216,-70.83321322
435,116108,44,63381,116108,6.092673315,5.025409786,1,1,0.061225505,0.055100415,42.49466947,-71.02278708
436,8318,8508,134245,109823,38.74093158,31.72632739,1,1,0.402348915,0.350362034,44.89939993,-67.44526378
437,24074,29208,24074,125845,11.68039609,4.476554215,4,4,0.058113947,0.105634201,46.21311243,-84.77879134
438,152660,152360,152660,154147,13.52328636,18.62850582,3,3,0.203889337,0.122300779,34.83977729,-77.17392967
439,33406,13574,33406,13574,4.239093934,5.936849116,1,1,0.07332852,0.038337167,43.3397185,-78.04668487
440,481053,481047,481148,480828,12.78800316,24.13806906,1,1,0.272234019,0.115651086,37.20226352,-121.9460964
441,100625,99647,100625,99647,1.266569555,0.666764916,1,1,0.007979662,0.011454497,41.35635262,-71.91249301
442,2803,5498,5498,2803,1.836205597,1.343325131,1,1,0.015717072,0.016606124,39.84481385,-74.20509129
443,471241,472021,471238,472289,10.86567957,12.60081267,1,1,0.167752485,0.098266135,47.56338236,-123.2334165
444,232646,236135,232646,236135,2.734793388,0.550502603,1,1,0.005719093,0.024732698,30.1525504,-85.6050206
445,481498,481377,481377,481498,1.668336184,0.210194638,1,1,0.002386385,0.015087961,37.69816399,-122.0542703
446,355953,355962,355953,355962,2.569460011,2.03811101,1,1,0.026082253,0.02323747,45.4156418,-97.12319901
447,153188,153484,153188,153484,0.107892628,0.930255065,1,1,0.010110197,0.00097575,34.25364086,-77.80916943
448,473739,473889,473448,474166,71.44860125,48.98359925,8,8,0.573171064,0.646160953,39.85150235,-123.209396
449,21567,127968,127968,21567,1.683240379,2.514771885,1,1,0.031857634,0.01522275,44.8374175,-67.17963525
450,222534,222448,223186,222534,16.27248539,22.24000002,1,1,0.231812167,0.147163758,30.47601613,-84.10187122
451,88398,88387,88398,18429,1.803779338,0.253581061,1,1,0.003024278,0.01631287,41.12961104,-73.29970948
452,98787,119388,96698,98787,4.745878824,9.412789261,1,1,0.123631652,0.042920387,46.84776145,-87.88231366
453,143095,143007,143007,143095,6.436883911,7.868788612,1,1,0.090979469,0.058213359,39.01780215,-76.61238357
454,1141,92707,1141,92707,2.873689638,2.260440588,1,1,0.028657759,0.025988837,44.88172523,-85.96211504
455,18342,7477,8248,7477,19.5759839,4.615949328,1,1,0.05765188,0.177039665,44.00788589,-69.47009986
456,469743,469496,469743,469496,1.137617607,0.142047492,1,1,0.001824707,0.010288292,45.62839485,-123.9393295
457,355172,356520,355172,356821,7.269781614,7.253351564,1,1,0.092982265,0.06574585,45.51223356,-97.27153746
458,456361,455981,456361,455981,0.202585226,4.268022469,1,1,0.051318662,0.001832124,41.65999588,-114.0036177
459,72735,117301,117301,72735,0.192459141,1.960185607,1,1,0.025227797,0.001740546,45.73436434,-87.3355056
460,469983,469598,469983,469966,9.687547247,7.222736074,1,3,0.08955293,0.087611439,43.57101524,-124.1967955
461,481309,480588,480588,481309,11.06453177,7.950400106,1,1,0.090077957,0.100064498,37.54593505,-122.3813354
462,345597,347720,347720,345597,0.927075904,0.551186236,1,1,0.006871807,0.008384212,43.90117642,-98.75417228
463,473313,472829,473050,472627,4.674390656,4.405373809,3,1,0.053786209,0.042273868,42.62788808,-119.7177656
464,87416,16391,16391,87416,0.21863544,0.222478681,1,1,0.002598176,0.001977277,39.71640636,-74.18104719
465,46043,128648,91723,128648,22.42787998,17.87763217,4,4,0.215691994,0.202831407,41.87791856,-80.54142158
466,482558,481943,482187,482213,21.78718982,51.2288362,1,1,0.549218265,0.197037186,33.07963628,-117.1587547
467,426511,424034,424034,426511,2.831172619,1.634591197,1,1,0.016830666,0.025604325,29.25631406,-95.03252458
468,100620,80975,137213,131067,6.771662795,3.497263176,1,1,0.042126924,0.061241004,41.77583593,-70.80618101
469,15450,83255,136059,141159,4.980272377,8.223169597,3,1,0.107540222,0.045040176,46.61433265,-87.55904301
470,60178,8118,8118,60178,7.083867813,8.651208756,1,1,0.109913414,0.064064498,45.0039688,-67.14583247
471,3520,19439,3520,19439,1.735210135,0.32574637,1,1,0.004095462,0.01569275,44.39732025,-68.2548594
472,219091,214031,215031,214031,0.282680371,1.466001083,1,1,0.015138767,0.002556481,29.55222382,-83.37657804
473,211342,205438,211342,203195,1.670905093,1.422700591,1,1,0.014438926,0.015111193,27.73239056,-82.66713117
474,58249,117178,58249,129972,8.728561669,15.53750735,1,1,0.182982989,0.078938644,40.29007582,-74.14624695
475,350580,351257,351257,350580,0.235441363,0.535126809,1,1,0.006941904,0.002129265,46.17329583,-98.900281
476,471592,472348,472348,471645,39.64183775,53.14187198,1,1,0.6982116,0.358509575,46.86476139,-122.4786188
477,457241,457242,457241,457242,3.747720932,3.37826724,1,1,0.039393174,0.033893329,39.61248164,-118.9548252
478,469800,469646,469994,469800,36.21728477,66.64805599,3,1,0.831322791,0.327538886,43.92964773,-123.4121915
479,441539,441544,441539,441544,0.129103609,0.807545782,1,1,0.008260514,0.001167577,28.57512206,-96.65609042
480,52022,70570,70570,116114,12.69494514,3.084676024,1,1,0.036916753,0.114809495,41.35667746,-72.71774202
481,456261,455797,456261,455797,14.90342224,4.381194443,1,1,0.052973119,0.134782338,42.01577245,-112.7166854
482,66533,38417,38417,66533,0.737194134,0.4079891,1,1,0.004839195,0.006666975,40.76770297,-73.03029628
483,199370,198771,199370,198771,1.139629596,1.798566614,1,1,0.017877769,0.010306488,25.34630756,-80.96306219
484,314256,314051,314256,314463,61.1464164,47.66408739,1,1,0.643698542,0.552990906,48.30390677,-98.74760583
485,31050,39449,39449,31050,2.221309275,0.463934276,1,1,0.005554507,0.020088893,41.38291271,-71.57154004
486,219166,215105,213099,215105,3.162912647,0.610511897,1,1,0.006358214,0.028604488,30.39509882,-83.32546481
487,90016,139705,139705,90016,1.91553382,0.905279899,1,1,0.0114086,0.017323546,44.5352536,-92.41837431
488,42998,85465,42998,85465,10.75462904,22.53669757,1,1,0.270658656,0.097261825,41.5832081,-83.34400268
489,125835,3362,125835,66727,8.773529738,10.91454837,1,2,0.141143053,0.079345323,45.99951138,-85.86324523
490,482509,481878,482508,482321,23.38933131,9.779723705,1,1,0.106529229,0.211526501,34.44371762,-119.3087052
491,223291,221213,223291,221213,2.5556658,1.888974566,1,1,0.019688007,0.023112719,30.47024977,-83.98356534
492,71691,2521,71691,124685,3.582396572,3.56295413,1,1,0.047055633,0.032398182,47.14185504,-88.30214437
493,40781,93785,93785,40781,2.798707426,8.406623847,1,1,0.107384687,0.025310719,45.31187945,-83.52769097
494,108873,66489,83105,35190,14.4564296,6.296483855,1,1,0.075261875,0.130739863,41.27608151,-73.20824779
495,97802,97796,59438,3380,22.39027723,8.631292832,1,5,0.111833208,0.202491338,46.1064856,-86.8297626
496,82062,101656,101656,6674,14.77416027,4.72913773,1,1,0.056672602,0.133613329,41.44305993,-72.21990577
497,142947,142652,142652,142947,1.170520428,0.441653931,1,1,0.005130797,0.010585856,39.35236764,-76.09616274
498,205395,210221,205395,210221,0.865460272,0.366425612,1,1,0.003738459,0.007826978,28.29908004,-82.72488303
499,115010,116126,115010,116126,3.710028123,1.457795532,1,1,0.017679737,0.033552446,42.20786532,-70.82475754
500,456772,456797,456738,456774,27.44283048,28.8824294,7,1,0.347758716,0.248185202,41.74814445,-118.7923742
501,98626,120318,98626,120318,1.259645484,0.827500308,1,1,0.009899799,0.011391878,41.33332831,-72.23286779
502,354516,352463,354516,352463,1.208250555,0.187120052,1,1,0.002360093,0.010927076,44.58338428,-99.38177152
503,470332,469977,469977,470332,0.333307836,0.053230977,1,1,0.000655829,0.003014342,43.18678528,-124.3860864
504,59243,69533,59243,20555,1.898839419,0.531892991,1,1,0.00635068,0.017172567,41.20369955,-73.16883957
505,353823,351771,353823,351771,1.811893749,6.506170559,1,1,0.082125854,0.016386255,44.6296212,-99.3876482
506,482702,482720,482720,482702,16.78876951,13.02467587,1,1,0.157033275,0.151832886,41.83385553,-120.0281634
507,454004,453894,453894,454004,14.43676152,1.748021373,1,1,0.019069277,0.13056199,34.56756487,-110.3861264
508,469967,469579,469579,469967,4.382515447,0.833243642,1,1,0.010387321,0.039634231,43.89555222,-124.095191
509,134668,1448,1448,134668,0.052084643,0.685566183,1,1,0.008813405,0.000471039,45.67156883,-95.52810573
510,356061,355168,356061,356748,4.136829315,9.652529495,1,1,0.123402243,0.037412315,45.35897296,-97.47764211
511,110985,127858,127858,110985,0.012853471,0.627243918,1,1,0.007460788,0.000116243,40.95432515,-72.39445071
512,52,35237,52,35237,0.298852019,0.835248857,1,1,0.009854861,0.002702733,40.41511946,-74.23137568
513,195306,200429,195306,200429,0.795112397,3.106305571,1,1,0.03098835,0.007190772,25.7786454,-80.28982231
514,447078,447016,447016,447078,4.091995851,1.091170525,1,1,0.012425743,0.037006854,37.92104782,-105.534151
515,482526,482234,482234,482526,0.91008874,0.798313782,1,1,0.008620097,0.008230585,33.7018025,-118.0523478
516,471596,472006,471596,471607,2.650869368,3.334667556,1,1,0.04486928,0.023973713,48.11601707,-122.3021096
517,132968,72714,112128,72714,3.193479444,5.728136629,1,2,0.075034361,0.028880925,46.7033714,-87.60360912
518,344770,346027,346027,344770,8.163625176,5.147934575,1,1,0.063849243,0.073829518,43.59107382,-99.12744048
519,76786,97581,97581,36224,15.29402485,6.177780442,1,1,0.074533634,0.138314838,41.8773148,-70.77859438
520,471492,471744,471492,471744,12.06843391,1.808061204,1,1,0.02428487,0.109143505,48.02431345,-123.7275652
521,482623,482695,482695,482722,19.49260162,25.96751082,3,1,0.30896048,0.176285579,40.97319409,-120.2106166
522,204461,205609,204450,209234,12.53748462,4.013036387,1,5,0.040576345,0.113385467,27.32191111,-82.49728122
523,12233,45716,45716,12233,2.018326184,0.170069796,1,1,0.002041624,0.018253171,41.55601722,-71.27775784
524,45733,127927,9428,45733,2.053205109,2.33186033,1,1,0.028148551,0.018568607,41.91168329,-70.60883921
525,109929,132044,132044,109929,0.39645377,0.086722852,1,1,0.001030829,0.003585416,40.90942422,-72.55176276
526,203154,206593,203154,206593,3.134993695,0.822667718,1,1,0.008383701,0.028351997,28.177352,-82.72382357
527,483099,482874,483244,482874,74.60329528,42.81053973,5,5,0.467244016,0.674691114,34.60681843,-116.964147
528,472369,471589,472369,471589,2.340742693,8.085641299,2,2,0.110242578,0.021169015,48.78692034,-122.4052629
529,356410,357014,356982,355324,4.904714989,5.227181555,1,1,0.066289537,0.044356856,44.89871184,-97.42474574
530,210240,206616,210240,206616,0.112996446,0.39070252,1,1,0.003989635,0.001021908,28.39203675,-82.69731317
531,80282,86553,80282,86553,2.244286069,1.966533097,1,1,0.023839783,0.020296689,42.18194132,-79.79798544
532,79033,56147,79033,56147,0.786788187,0.133083698,1,1,0.001577607,0.00711549,40.72935369,-73.20233178
533,338022,342456,338022,341703,10.00221496,4.734687285,1,1,0.061400019,0.090457205,46.15496864,-99.50390484
534,46713,7761,8439,46713,10.31793602,4.351217051,1,1,0.054579758,0.093312497,44.26194065,-69.11055068
535,142824,142442,142442,142553,5.635906636,9.985607478,3,3,0.116192781,0.050969547,39.46507186,-76.32807832
536,109021,3250,87465,3250,13.37944187,24.9763875,1,1,0.327477037,0.12099989,46.75356156,-87.83065448
537,351028,349708,351028,349708,1.35145209,13.36776927,1,1,0.170289995,0.012222151,45.15608396,-99.2959179
538,77786,99593,99593,77786,4.574503096,0.768073382,1,1,0.009675556,0.041370513,44.51160941,-68.02276408
539,473700,473697,473697,473700,4.844126043,8.062929227,1,1,0.097419993,0.043808907,41.97066481,-121.2941504
540,63703,50242,50242,63703,1.715032756,3.76804517,1,1,0.046463176,0.015510271,43.23830442,-77.38104086
541,482014,482420,482014,482307,38.14889992,55.56652236,4,1,0.597769288,0.345007867,33.3796511,-117.2270434
542,193118,199425,199425,193118,1.458659758,0.124930322,1,1,0.001251177,0.013191707,26.23741576,-81.81632566
543,460957,461435,460957,461435,8.283944909,7.551702877,1,1,0.100359282,0.074917656,47.47184007,-118.7759705
544,470256,470088,470087,470256,21.22125907,56.01268878,8,8,0.75187375,0.191919068,47.99273965,-124.1361332
545,480971,480712,481067,481184,33.9463572,29.02692515,1,1,0.327258888,0.307001259,37.17626572,-121.6456188
546,120595,49138,49138,120595,1.485937732,7.952778363,1,1,0.095663191,0.013438401,41.68628077,-83.6286085
547,97541,7994,7765,97541,7.039662992,18.0157806,3,1,0.224738466,0.063664722,43.93564936,-70.23493716
548,77880,120374,120374,77880,0.969959041,0.136535948,1,1,0.001625866,0.008772035,41.02865891,-72.22972333
549,378437,378432,378432,378437,9.289777764,49.16881691,1,1,0.565135653,0.084014124,38.59567524,-101.9833526
550,350898,351623,350898,350917,4.62976352,1.891528892,1,1,0.024350867,0.041870273,45.74970213,-97.47165655
551,353822,350357,353822,350357,8.606848202,2.525485256,1,1,0.031854381,0.077837902,44.58546985,-99.4094201
552,235846,233549,233549,235846,1.272822972,0.022126341,1,1,0.000230601,0.011511051,30.4648611,-86.53153685
553,103754,52066,103754,52066,4.366458393,1.421600126,1,1,0.016841578,0.039489015,40.68814087,-73.45962434
554,37642,132795,132795,125905,2.837044036,12.31307582,2,2,0.152450466,0.025657424,43.48547669,-76.07658067
555,146628,145394,145394,146628,0.190274378,1.815714677,1,1,0.020503936,0.001720788,37.29767223,-75.96920348
556,128700,37582,93782,37582,2.262491216,1.876953226,1,1,0.024249108,0.020461331,45.94705482,-84.78184221
557,53033,114936,114936,53033,5.166991914,1.22408807,1,1,0.015420507,0.046728814,44.51332326,-68.06476523
558,18413,8304,8320,18413,1.629525629,0.969080453,1,1,0.011663491,0.014736969,41.72222072,-71.40586346
559,15299,131063,15299,131063,7.243890258,5.452527654,1,1,0.066109398,0.065511696,42.19129689,-70.93696831
560,105885,93608,105885,10264,0.822124637,10.59205237,1,1,0.124016038,0.007435063,39.89333723,-74.27454771
561,251722,253168,251722,253168,1.183322405,0.083050879,1,1,0.000864478,0.010701633,30.34302072,-88.47959024
562,234757,235352,234757,235352,0.23109105,0.638788817,1,1,0.006658638,0.002089922,30.48201297,-86.33168429
563,471224,472133,472133,471224,2.241044622,1.657144399,1,1,0.021981568,0.020267374,47.37313013,-122.1638918
564,310579,309194,310579,309194,0.367321811,1.735953859,1,1,0.017859093,0.003321955,29.16879741,-90.0972037
565,22914,66662,25026,109041,14.95773245,4.942048885,3,1,0.063937,0.135273504,46.02390185,-86.57569762
566,16613,85502,85502,16613,6.875955094,5.611599968,1,1,0.069277164,0.062184194,43.30985259,-76.66046004
567,459442,459876,459876,459442,1.661817587,3.469484082,1,1,0.046367832,0.015029009,47.76549823,-116.7328777
568,142049,141969,142049,141969,0.111003138,0.870862015,1,1,0.009914595,0.001003881,37.90341407,-75.36099871
569,2676,15522,2676,15522,4.094026199,6.181926818,1,1,0.076795552,0.037025216,43.6864622,-86.46450386
570,3676,25015,3676,111081,16.17712895,8.028432932,1,1,0.104414156,0.146301381,46.31309768,-86.85819047
571,206550,206667,206550,206667,3.729184157,9.041829547,1,1,0.092095407,0.033725687,28.1207226,-82.6757843
572,51462,69026,51462,69026,0.594598253,0.22389991,1,1,0.002874381,0.005377379,45.59364472,-93.12172026
573,130875,27119,130875,68675,11.16740557,9.455084987,1,4,0.121592029,0.100994859,45.69028772,-87.48874383
574,112123,103865,2638,103865,2.773143062,3.426685617,2,2,0.045529156,0.025079522,47.46006438,-88.04703266
575,138171,42826,26029,42826,2.645756774,1.644626591,1,1,0.022019118,0.023927476,47.85885186,-90.22668532
576,142366,142371,142366,142290,7.99018805,6.87502609,1,1,0.079010183,0.072261002,38.5868211,-75.32664066
577,340803,341707,338147,340803,3.982938904,7.808864577,1,1,0.100950014,0.036020574,45.98227896,-99.05654419
