net_id,vert_btwn_centr_mean,vert_btwn_centr_med,vert_btwn_centr_norm_mean,vert_btwn_centr_norm_med
573,0.666666667,0,0.066666667,0
574,0,0,0,0
575,0.5,0,0.166666667,0
576,2,0,0.2,0
577,0.333333333,0,0.333333333,0
578,0,0,NA,NA
579,0,0,NA,NA
580,0,0,NA,NA
581,0.666666667,0,0.066666667,0
582,0.714285714,0,0.047619048,0
583,0,0,NA,NA
584,1,0,0.166666667,0
585,0.333333333,0,0.333333333,0
586,0.333333333,0,0.333333333,0
587,0,0,0,0
588,1,0,0.1,0
589,0,0,0,0
590,0.333333333,0,0.333333333,0
591,2.666666667,2,0.266666667,0.2
592,0,0,NA,NA
593,3.142857143,0,0.20952381,0
594,0.333333333,0,0.333333333,0
595,8.384615385,0,0.127039627,0
596,0,0,NA,NA
597,0.333333333,0,0.333333333,0
598,0,0,NA,NA
599,0,0,0,0
600,0,0,NA,NA
601,0,0,NA,NA
602,0.333333333,0,0.333333333,0
603,0,0,NA,NA
604,1.5,0,0.071428571,0
605,0,0,NA,NA
606,0,0,NA,NA
607,0,0,0,0
608,0,0,0,0
609,0,0,NA,NA
610,0,0,NA,NA
611,0.333333333,0,0.333333333,0
612,0,0,NA,NA
613,0,0,0,0
614,0,0,NA,NA
615,0.333333333,0,0.333333333,0
616,0.333333333,0,0.333333333,0
617,0,0,NA,NA
618,0,0,0,0
619,0,0,NA,NA
620,0,0,NA,NA
621,4.5,3,0.214285714,0.142857143
622,0,0,NA,NA
623,0,0,NA,NA
624,0,0,NA,NA
625,0,0,0,0
626,1.2,0,0.2,0
627,0,0,0,0
628,0,0,NA,NA
629,0,0,NA,NA
630,0.333333333,0,0.333333333,0
631,0,0,0,0
632,14.88235294,15,0.124019608,0.125
633,1.6,0,0.266666667,0
634,0,0,0,0
635,0.333333333,0,0.333333333,0
636,0.5,0,0.166666667,0
637,0,0,NA,NA
638,0.5,0,0.166666667,0
639,0.6,0,0.1,0
640,0.333333333,0,0.333333333,0
641,0,0,NA,NA
642,0,0,NA,NA
643,3.5,0,0.166666667,0
644,0,0,NA,NA
645,0,0,NA,NA
646,0,0,NA,NA
647,0,0,NA,NA
648,2,3,0.333333333,0.5
649,0,0,NA,NA
650,0,0,NA,NA
651,0.6,0,0.1,0
652,1,1,0.333333333,0.333333333
653,1.833333333,0,0.183333333,0
654,0,0,0,0
655,0,0,NA,NA
656,0.333333333,0,0.333333333,0
657,0,0,NA,NA
658,0,0,NA,NA
659,0,0,0,0
660,1.166666667,0,0.116666667,0
661,2.333333333,2,0.233333333,0.2
662,1,1,0.333333333,0.333333333
663,0,0,NA,NA
664,0,0,NA,NA
665,0.6,0,0.1,0
666,1,1,0.333333333,0.333333333
667,0,0,0,0
668,0,0,0,0
669,0,0,NA,NA
670,0,0,NA,NA
671,0,0,0,0
672,1,1,0.333333333,0.333333333
673,0,0,0,0
674,0,0,NA,NA
675,0,0,NA,NA
676,0.5,0,0.166666667,0
677,0.333333333,0,0.333333333,0
678,0.333333333,0,0.333333333,0
679,0,0,NA,NA
680,0.333333333,0,0.333333333,0
681,4.428571429,5,0.295238095,0.333333333
682,0,0,NA,NA
683,0,0,NA,NA
684,0,0,0,0
685,2,3,0.333333333,0.5
686,0.333333333,0,0.333333333,0
687,0,0,NA,NA
688,0,0,0,0
689,0,0,NA,NA
690,0,0,NA,NA
691,0.333333333,0,0.333333333,0
692,1,1,0.333333333,0.333333333
693,0.333333333,0,0.333333333,0
694,0,0,NA,NA
695,0,0,NA,NA
696,0.333333333,0,0.333333333,0
697,0,0,NA,NA
698,0,0,NA,NA
699,0,0,NA,NA
700,0,0,NA,NA
701,1,1,0.333333333,0.333333333
702,1,1,0.333333333,0.333333333
703,0,0,NA,NA
704,0.6,0,0.1,0
705,1.555555556,0,0.055555556,0
706,0,0,NA,NA
707,0,0,0,0
708,0,0,0,0
709,0,0,NA,NA
710,0.5,0,0.166666667,0
711,0.5,0,0.166666667,0
712,0.333333333,0,0.333333333,0
713,0,0,NA,NA
714,0,0,NA,NA
715,0,0,NA,NA
716,0,0,NA,NA
717,0,0,NA,NA
718,0,0,NA,NA
719,0,0,NA,NA
720,0,0,NA,NA
721,0,0,0,0
722,0,0,0,0
723,0,0,NA,NA
724,0,0,NA,NA
725,0.333333333,0,0.333333333,0
726,0,0,NA,NA
727,0,0,0,0
728,0,0,0,0
729,0,0,NA,NA
730,0,0,NA,NA
731,3,0,0.2,0
732,0,0,NA,NA
733,0.333333333,0,0.333333333,0
734,0,0,NA,NA
735,0,0,NA,NA
736,0,0,NA,NA
737,0,0,NA,NA
738,0,0,NA,NA
739,0,0,NA,NA
740,0,0,NA,NA
741,0,0,NA,NA
742,0,0,NA,NA
743,0,0,NA,NA
744,0,0,NA,NA
745,0.333333333,0,0.333333333,0
746,0,0,NA,NA
747,0,0,NA,NA
748,0,0,0,0
749,0,0,NA,NA
750,2.166666667,0,0.216666667,0
751,0,0,NA,NA
752,1.428571429,0,0.095238095,0
753,0.333333333,0,0.333333333,0
754,0,0,0,0
755,0,0,0,0
756,0,0,0,0
757,0,0,NA,NA
758,0.5,0,0.166666667,0
759,0,0,NA,NA
760,2,3,0.333333333,0.5
761,5.875,6,0.279761905,0.285714286
762,2,3,0.333333333,0.5
763,0,0,NA,NA
764,1.833333333,0,0.183333333,0
765,0.333333333,0,0.333333333,0
766,0,0,0,0
767,0,0,NA,NA
768,0,0,NA,NA
769,0,0,NA,NA
770,0,0,NA,NA
771,0.333333333,0,0.333333333,0
772,2.571428571,0,0.171428571,0
773,0,0,NA,NA
774,1,1,0.333333333,0.333333333
775,0,0,0,0
776,0.333333333,0,0.333333333,0
777,0,0,NA,NA
778,0,0,NA,NA
779,0,0,NA,NA
780,0,0,NA,NA
781,4.142857143,5,0.276190476,0.333333333
782,0.333333333,0,0.333333333,0
783,0,0,0,0
784,0,0,NA,NA
785,0,0,NA,NA
786,0.333333333,0,0.333333333,0
787,0,0,NA,NA
788,0,0,NA,NA
789,0,0,NA,NA
790,0,0,NA,NA
791,0,0,NA,NA
792,0.333333333,0,0.333333333,0
793,0,0,NA,NA
794,0,0,NA,NA
795,0.333333333,0,0.333333333,0
796,0,0,0,0
797,0.333333333,0,0.333333333,0
798,0,0,NA,NA
799,0,0,0,0
800,2,3,0.333333333,0.5
801,0,0,NA,NA
802,0,0,NA,NA
803,0.333333333,0,0.333333333,0
804,0.333333333,0,0.333333333,0
805,0,0,NA,NA
806,0,0,NA,NA
807,0,0,NA,NA
808,0,0,0,0
809,0.333333333,0,0.333333333,0
810,0.333333333,0,0.333333333,0
811,0,0,NA,NA
812,0,0,NA,NA
813,0,0,NA,NA
814,0.5,0,0.166666667,0
815,0,0,0,0
816,0,0,NA,NA
817,0,0,NA,NA
818,0,0,NA,NA
819,0.333333333,0,0.333333333,0
820,0,0,0,0
821,0.6,0,0.1,0
822,0,0,NA,NA
823,0,0,NA,NA
824,0,0,NA,NA
825,0,0,NA,NA
826,0,0,0,0
827,2,3,0.333333333,0.5
828,0.333333333,0,0.333333333,0
829,0.333333333,0,0.333333333,0
830,0,0,NA,NA
831,0.5,0,0.166666667,0
832,0.333333333,0,0.333333333,0
833,0.333333333,0,0.333333333,0
834,0,0,NA,NA
835,0,0,NA,NA
836,0,0,NA,NA
837,0,0,NA,NA
838,0,0,NA,NA
839,0,0,NA,NA
840,0,0,NA,NA
841,0,0,NA,NA
842,0,0,NA,NA
843,1,0,0.1,0
844,0,0,NA,NA
845,0,0,NA,NA
846,0,0,NA,NA
847,0,0,NA,NA
848,0,0,NA,NA
849,0,0,NA,NA
850,0,0,NA,NA
851,1,1,0.333333333,0.333333333
852,0,0,NA,NA
853,1,1,0.333333333,0.333333333
854,0,0,NA,NA
855,0,0,0,0
856,0,0,NA,NA
857,0,0,NA,NA
858,2.666666667,2,0.266666667,0.2
859,0,0,NA,NA
860,0,0,NA,NA
861,0,0,NA,NA
862,0,0,NA,NA
863,0,0,NA,NA
864,0,0,NA,NA
865,0.333333333,0,0.333333333,0
866,0,0,NA,NA
867,0,0,NA,NA
868,0,0,NA,NA
869,0,0,NA,NA
870,0,0,NA,NA
871,0,0,NA,NA
872,0,0,NA,NA
873,0.333333333,0,0.333333333,0
874,0,0,NA,NA
875,0,0,NA,NA
876,0,0,NA,NA
877,0,0,NA,NA
878,0,0,NA,NA
879,0,0,NA,NA
880,0,0,NA,NA
881,0.333333333,0,0.333333333,0
882,0,0,NA,NA
883,0.333333333,0,0.333333333,0
884,0,0,NA,NA
885,0,0,NA,NA
886,0,0,NA,NA
887,0,0,NA,NA
888,0,0,NA,NA
889,0,0,NA,NA
890,0,0,NA,NA
891,0,0,NA,NA
892,0,0,NA,NA
893,0,0,NA,NA
894,0,0,NA,NA
895,0,0,NA,NA
896,0,0,NA,NA
897,0,0,NA,NA
898,0,0,NA,NA
