net_id,vertices_count,edges_count,artic_count,max_cliques,mean_degree_norm,far_vert_1,far_vert_2,far_vert_dist,edge_conn,edge_dens,min_cut,far_min_cut,strength
527,7,16,1,2,0.761904762,483099,482874,152.876,1,0.761904762,1,5,298.0988571
528,3,3,0,1,1,470797,471589,13.937,2,1,2,2,21.31866667
529,6,6,3,4,0.4,356410,356982,11.709,1,0.4,1,1,9.568666667
530,2,1,0,1,1,206616,210240,0.137,1,1,1,1,0.137
531,2,1,0,1,1,86553,80282,11.193,1,1,1,1,11.193
532,2,1,0,1,1,79033,56147,0.109,1,1,1,1,0.109
533,4,3,2,3,0.5,342610,338022,22.564,1,0.5,1,1,11.282
534,5,4,2,4,0.4,8439,7761,9.678,1,0.4,1,1,3.922
535,4,6,0,1,1,142442,142553,17.245,3,1,3,3,30.8535
536,10,19,3,5,0.422222222,87465,135064,52.073,1,0.422222222,1,1,86.7144
537,4,3,2,3,0.5,351028,349708,20.543,1,0.5,1,1,10.2715
538,2,1,0,1,1,77786,99593,4.329,1,1,1,1,4.329
539,2,1,0,1,1,473697,473700,44.9,1,1,1,1,44.9
540,2,1,0,1,1,50242,63703,12.822,1,1,1,1,12.822
541,6,11,1,2,0.733333333,482014,482307,84.851,1,0.733333333,1,1,149.353
542,2,1,0,1,1,199425,193118,0.725,1,1,1,1,0.725
543,5,5,2,3,0.5,460958,461435,13.048,1,0.5,1,1,7.0316
544,10,37,1,2,0.822222222,470088,470256,152.093,1,0.822222222,1,8,598.4894
545,7,8,3,4,0.380952381,480712,481075,109.011,1,0.380952381,1,1,52.82314286
546,2,1,0,1,1,120595,49138,18.827,1,1,1,1,18.827
547,5,7,1,2,0.7,40475,7765,70.464,1,0.7,1,1,118.0468
548,2,1,0,1,1,77880,120374,0.72,1,1,1,1,0.72
549,2,1,0,1,1,378432,378437,121.163,1,1,1,1,121.163
550,5,4,3,4,0.4,350898,351623,2.989,1,0.4,1,1,1.1956
551,4,3,2,3,0.5,353822,350357,12.095,1,0.5,1,1,6.0475
552,2,1,0,1,1,233549,235846,0.065,1,1,1,1,0.065
553,4,3,2,3,0.5,103754,52066,3.79,1,0.5,1,1,1.895
554,3,3,0,1,1,125905,132795,15.704,2,1,2,2,25.75
555,2,1,0,1,1,146628,145394,2.185,1,1,1,1,2.185
556,3,2,1,2,0.666666667,37582,93782,1.647,1,0.666666667,1,1,1.098
557,3,2,1,2,0.666666667,53033,114936,4.163,1,0.666666667,1,1,2.775333333
558,3,2,1,2,0.666666667,8304,18413,8.117,1,0.666666667,1,1,5.411333333
559,7,9,1,4,0.428571429,15299,131063,10.419,1,0.428571429,1,1,7.910571429
560,3,2,1,2,0.666666667,105885,10264,19.449,1,0.666666667,1,1,12.966
561,2,1,0,1,1,253168,251722,3.927,1,1,1,1,3.927
562,2,1,0,1,1,235352,234757,1.091,1,1,1,1,1.091
563,2,1,0,1,1,472133,471224,1.767,1,1,1,1,1.767
564,2,1,0,1,1,310579,309194,6.056,1,1,1,1,6.056
565,6,8,2,3,0.533333333,66672,25026,40.958,1,0.533333333,1,1,52.81533333
566,2,1,0,1,1,16613,85502,14.916,1,1,1,1,14.916
567,2,1,0,1,1,459876,459442,0.46,1,1,1,1,0.46
568,2,1,0,1,1,141969,142049,1.707,1,1,1,1,1.707
569,3,2,1,2,0.666666667,15522,2676,8.636,1,0.666666667,1,1,5.757333333
570,6,6,2,4,0.4,111081,38527,21.07,1,0.4,1,1,10.19766667
571,2,1,0,1,1,206550,206667,13.479,1,1,1,1,13.479
572,2,1,0,1,1,51462,69026,0.3,1,1,1,1,0.3
573,6,11,1,2,0.733333333,60402,28067,32.908,1,0.733333333,1,4,68.76133333
574,3,3,0,1,1,112123,2638,6.129,2,1,2,2,10.572
575,4,4,1,2,0.666666667,26029,42826,4.352,1,0.666666667,1,1,4.3215
576,6,6,2,4,0.4,142371,142290,12.782,1,0.4,1,1,10.75
577,3,2,1,2,0.666666667,340803,338147,11.253,1,0.666666667,1,1,7.502
578,2,1,0,1,1,77029,55327,0.95,1,1,1,1,0.95
579,2,1,0,1,1,469530,470396,38.055,1,1,1,1,38.055
580,2,1,0,1,1,452848,452754,2.055,1,1,1,1,2.055
581,6,11,1,2,0.733333333,70678,61399,15.856,1,0.733333333,1,4,31.83766667
582,7,16,1,2,0.761904762,144704,148971,33.566,1,0.761904762,1,5,92.13228571
583,2,1,0,1,1,468524,468302,0.317,1,1,1,1,0.317
584,5,5,1,3,0.5,482130,481961,33.119,1,0.5,1,1,18.0712
585,3,2,1,2,0.666666667,112034,786,2.09,1,0.666666667,1,1,1.393333333
586,3,2,1,2,0.666666667,325837,325836,19.874,1,0.666666667,1,1,13.24933333
587,3,3,0,1,1,154407,152395,21.44,2,1,2,2,32.944
588,6,9,1,2,0.6,72790,26122,17.86,2,0.6,2,3,24.70066667
589,3,3,0,1,1,83,127,39.326,2,1,2,2,63.17933333
590,3,2,1,2,0.666666667,40878,63715,18.163,1,0.666666667,1,1,12.10866667
591,6,5,3,5,0.333333333,67746,95776,6.001,1,0.333333333,1,1,2.772
592,2,1,0,1,1,161575,165186,0.063,1,1,1,1,0.063
593,7,9,3,4,0.428571429,144734,149008,4.111,1,0.428571429,1,1,2.691428571
594,3,2,1,2,0.666666667,315742,315579,0.815,1,0.666666667,1,1,0.543333333
595,13,22,6,8,0.282051282,91438,64387,16.701,1,0.282051282,1,1,19.73030769
596,2,1,0,1,1,246,8132,4.974,1,1,1,1,4.974
597,3,2,1,2,0.666666667,352431,353725,6.122,1,0.666666667,1,1,4.081333333
598,2,1,0,1,1,8275,63369,0.822,1,1,1,1,0.822
599,3,3,0,1,1,69859,89720,80.924,2,1,2,2,120.6913333
600,2,1,0,1,1,15446,132975,3.104,1,1,1,1,3.104
601,2,1,0,1,1,480644,481016,19.893,1,1,1,1,19.893
602,3,2,1,2,0.666666667,211861,208206,9.163,1,0.666666667,1,1,6.108666667
603,2,1,0,1,1,233714,233727,0.116,1,1,1,1,0.116
604,8,17,2,3,0.607142857,471511,471526,22.219,1,0.607142857,1,5,51.8125
605,2,1,0,1,1,90879,93992,0.374,1,1,1,1,0.374
606,2,1,0,1,1,89363,640,0.162,1,1,1,1,0.162
607,4,6,0,1,1,76782,103700,17.337,3,1,3,3,36.222
608,3,3,0,1,1,3424,10332,9.198,2,1,2,2,13.65066667
609,2,1,0,1,1,331840,330479,4.28,1,1,1,1,4.28
610,2,1,0,1,1,440533,441488,3.19,1,1,1,1,3.19
611,3,2,1,2,0.666666667,474945,476037,1.13,1,0.666666667,1,1,0.753333333
612,2,1,0,1,1,470526,472078,1.128,1,1,1,1,1.128
613,3,3,0,1,1,472982,472868,12.349,2,1,2,2,17.46333333
614,2,1,0,1,1,141926,142081,4.893,1,1,1,1,4.893
615,3,2,1,2,0.666666667,59304,116151,0.183,1,0.666666667,1,1,0.122
616,3,2,1,2,0.666666667,133077,128895,2.464,1,0.666666667,1,1,1.642666667
617,2,1,0,1,1,483389,483334,96.151,1,1,1,1,96.151
618,4,6,0,1,1,356678,355567,2.518,3,1,3,3,5.8145
619,2,1,0,1,1,14279,79961,0.079,1,1,1,1,0.079
620,2,1,0,1,1,7291,56155,0.915,1,1,1,1,0.915
621,8,9,4,5,0.321428571,23834,19512,20.32,1,0.321428571,1,1,12.80725
622,2,1,0,1,1,66659,59427,15.235,1,1,1,1,15.235
623,2,1,0,1,1,189997,186710,0.085,1,1,1,1,0.085
624,2,1,0,1,1,109958,54169,1.732,1,1,1,1,1.732
625,3,3,0,1,1,27099,54290,160.295,2,1,2,2,242.8453333
626,5,5,2,3,0.5,42683,60254,13.17,1,0.5,1,1,9.3228
627,6,15,0,1,1,233999,235704,22.503,5,1,5,5,69.937
628,2,1,0,1,1,193744,200071,0.239,1,1,1,1,0.239
629,2,1,0,1,1,201404,200182,0.483,1,1,1,1,0.483
630,3,2,1,2,0.666666667,143118,142552,2.647,1,0.666666667,1,1,1.764666667
631,3,3,0,1,1,102929,129709,8.739,2,1,2,2,15.86066667
632,17,26,9,10,0.191176471,2636,16535,81.006,1,0.191176471,1,1,30.80623529
633,5,4,2,4,0.4,202614,194339,2.031,1,0.4,1,1,0.89
634,3,3,0,1,1,195039,193753,13.826,2,1,2,2,23.15733333
635,3,2,1,2,0.666666667,198105,193678,7.038,1,0.666666667,1,1,4.692
636,4,4,1,2,0.666666667,14561,61504,50.936,1,0.666666667,1,1,53.9645
637,2,1,0,1,1,463056,463212,1.875,1,1,1,1,1.875
638,4,4,1,2,0.666666667,85485,123770,40.83,1,0.666666667,1,1,47.224
639,5,7,1,2,0.7,96521,41547,13.841,1,0.7,1,1,23.142
640,3,2,1,2,0.666666667,128971,53059,0.145,1,0.666666667,1,1,0.096666667
641,2,1,0,1,1,472105,471837,0.833,1,1,1,1,0.833
642,2,1,0,1,1,481694,481546,0.156,1,1,1,1,0.156
643,8,11,3,4,0.392857143,451824,450809,131.468,1,0.392857143,1,1,116.3755
644,2,1,0,1,1,210211,205380,0.627,1,1,1,1,0.627
645,2,1,0,1,1,249924,252681,8.559,1,1,1,1,8.559
646,2,1,0,1,1,82349,70855,0.222,1,1,1,1,0.222
647,2,1,0,1,1,87309,122423,6.752,1,1,1,1,6.752
648,5,4,3,4,0.4,456792,456794,65.593,1,0.4,1,1,26.2372
649,2,1,0,1,1,51148,70774,15.729,1,1,1,1,15.729
650,2,1,0,1,1,343221,344116,1.96,1,1,1,1,1.96
651,5,7,1,2,0.7,43948,136915,7.702,1,0.7,1,1,10.316
652,4,3,2,3,0.5,480833,480969,36.971,1,0.5,1,1,18.4855
653,6,6,2,4,0.4,38596,130808,58.024,1,0.4,1,1,44.52833333
654,4,6,0,1,1,472335,471803,8.034,3,1,3,3,17.3295
655,2,1,0,1,1,469888,469971,80.039,1,1,1,1,80.039
656,3,2,1,2,0.666666667,208299,210688,0.981,1,0.666666667,1,1,0.654
657,2,1,0,1,1,644,1069,0.553,1,1,1,1,0.553
658,2,1,0,1,1,35207,101640,2.377,1,1,1,1,2.377
659,3,3,0,1,1,483316,483241,39.116,2,1,2,2,54.40066667
660,6,8,1,3,0.533333333,469832,469585,15.816,1,0.533333333,1,1,18.23
661,6,6,3,4,0.4,94608,107896,3.097,1,0.4,1,1,2.566333333
662,4,3,2,3,0.5,202276,193457,6.153,1,0.5,1,1,3.0765
663,2,1,0,1,1,114046,40595,0.617,1,1,1,1,0.617
664,2,1,0,1,1,99697,472,1.476,1,1,1,1,1.476
665,5,7,1,2,0.7,445809,445012,144.013,1,0.7,1,1,124.9624
666,4,3,2,3,0.5,62435,3156,29.351,1,0.5,1,1,14.6755
667,3,3,0,1,1,30327,59574,26.96,2,1,2,2,42.72933333
668,3,3,0,1,1,126251,40161,23.525,2,1,2,2,35.37266667
669,2,1,0,1,1,461301,461300,0.506,1,1,1,1,0.506
670,2,1,0,1,1,129711,85481,0.916,1,1,1,1,0.916
671,3,3,0,1,1,67591,55172,2.529,2,1,2,2,3.916666667
672,4,3,2,3,0.5,7568,44701,5.717,1,0.5,1,1,2.8585
673,6,15,0,1,1,470444,471230,53.188,5,1,5,5,165.295
674,2,1,0,1,1,469740,469732,12.054,1,1,1,1,12.054
675,2,1,0,1,1,61388,139153,11.626,1,1,1,1,11.626
676,4,4,1,2,0.666666667,456519,456651,22.647,1,0.666666667,1,1,26.2135
677,3,2,1,2,0.666666667,284,8267,7.026,1,0.666666667,1,1,4.684
678,3,2,1,2,0.666666667,70858,49165,16.394,1,0.666666667,1,1,10.92933333
679,2,1,0,1,1,127924,125589,3.844,1,1,1,1,3.844
680,3,2,1,2,0.666666667,219964,212845,1.192,1,0.666666667,1,1,0.794666667
681,7,6,4,6,0.285714286,472716,472831,2.508,1,0.285714286,1,1,0.814857143
682,2,1,0,1,1,450208,450316,22.264,1,1,1,1,22.264
683,2,1,0,1,1,451619,451621,0.043,1,1,1,1,0.043
684,3,3,0,1,1,471710,470692,22.897,2,1,2,2,39.73133333
685,5,4,3,4,0.4,148399,147230,7.42,1,0.4,1,1,2.968
686,3,2,1,2,0.666666667,89733,40852,16.417,1,0.666666667,1,1,10.94466667
687,2,1,0,1,1,203958,208660,1.069,1,1,1,1,1.069
688,3,3,0,1,1,137635,112613,1.959,2,1,2,2,2.732
689,2,1,0,1,1,315773,313902,0.517,1,1,1,1,0.517
690,2,1,0,1,1,470366,470245,7.679,1,1,1,1,7.679
691,3,2,1,2,0.666666667,72568,1962,0.743,1,0.666666667,1,1,0.495333333
692,4,3,2,3,0.5,11271,37377,1.386,1,0.5,1,1,0.693
693,3,2,1,2,0.666666667,471009,471525,14.371,1,0.666666667,1,1,9.580666667
694,2,1,0,1,1,481649,481650,0.192,1,1,1,1,0.192
695,2,1,0,1,1,200210,198882,0.906,1,1,1,1,0.906
696,3,2,1,2,0.666666667,481199,480611,14.549,1,0.666666667,1,1,9.699333333
697,2,1,0,1,1,245043,246462,13.882,1,1,1,1,13.882
698,2,1,0,1,1,18494,49955,6.646,1,1,1,1,6.646
699,2,1,0,1,1,202552,197540,4.382,1,1,1,1,4.382
700,2,1,0,1,1,455290,455204,11.067,1,1,1,1,11.067
701,4,3,2,3,0.5,441153,441987,21.723,1,0.5,1,1,10.8615
702,4,3,2,3,0.5,466,113903,2.156,1,0.5,1,1,1.078
703,2,1,0,1,1,214896,219933,3.936,1,1,1,1,3.936
704,5,7,1,2,0.7,203962,212149,4.757,1,0.7,1,3,7.0916
705,9,23,2,3,0.638888889,52001,134186,17.056,1,0.638888889,1,1,45.46711111
706,2,1,0,1,1,130819,3343,3.702,1,1,1,1,3.702
707,3,3,0,1,1,472697,472580,43.659,2,1,2,2,67.374
708,3,3,0,1,1,232181,234576,7.457,2,1,2,2,11.44733333
709,2,1,0,1,1,100707,94633,34.18,1,1,1,1,34.18
710,4,4,1,2,0.666666667,36393,21785,23.579,1,0.666666667,1,1,25.083
711,4,4,1,2,0.666666667,105044,63692,34.929,1,0.666666667,1,1,44.146
712,3,2,1,2,0.666666667,467387,467379,24.293,1,0.666666667,1,1,16.19533333
713,2,1,0,1,1,58434,85422,0.083,1,1,1,1,0.083
714,2,1,0,1,1,38326,7622,3.909,1,1,1,1,3.909
715,2,1,0,1,1,207759,205355,3.007,1,1,1,1,3.007
716,2,1,0,1,1,457484,457560,8.352,1,1,1,1,8.352
717,2,1,0,1,1,76044,68785,0.271,1,1,1,1,0.271
718,2,1,0,1,1,48818,31010,23.339,1,1,1,1,23.339
719,2,1,0,1,1,313943,314362,28.752,1,1,1,1,28.752
720,2,1,0,1,1,22949,105970,18.369,1,1,1,1,18.369
721,5,10,0,1,1,142833,142940,20.939,4,1,4,4,54.2828
722,3,3,0,1,1,469761,470091,122.056,2,1,2,2,172.028
723,2,1,0,1,1,207753,208985,2.264,1,1,1,1,2.264
724,2,1,0,1,1,39510,87391,0.379,1,1,1,1,0.379
725,3,2,1,2,0.666666667,88103,55898,0.811,1,0.666666667,1,1,0.540666667
726,2,1,0,1,1,473404,473291,16.376,1,1,1,1,16.376
727,3,3,0,1,1,447784,447792,108.175,2,1,2,2,187.838
728,4,6,0,1,1,456260,456176,103.612,3,1,3,3,185.364
729,2,1,0,1,1,7599,8342,33.143,1,1,1,1,33.143
730,2,1,0,1,1,142526,142905,12.636,1,1,1,1,12.636
731,7,7,3,5,0.333333333,111972,11228,5.697,1,0.333333333,1,1,2.805714286
732,2,1,0,1,1,458455,459596,0.097,1,1,1,1,0.097
733,3,2,1,2,0.666666667,100570,34097,5.175,1,0.666666667,1,1,3.45
734,2,1,0,1,1,54100,53092,0.074,1,1,1,1,0.074
735,2,1,0,1,1,131856,39695,1.128,1,1,1,1,1.128
736,2,1,0,1,1,473877,473593,17.03,1,1,1,1,17.03
737,2,1,0,1,1,21614,108856,5.555,1,1,1,1,5.555
738,2,1,0,1,1,31345,38610,0.395,1,1,1,1,0.395
739,2,1,0,1,1,481856,481789,8.26,1,1,1,1,8.26
740,2,1,0,1,1,441593,441595,2.093,1,1,1,1,2.093
741,2,1,0,1,1,356879,356528,2.018,1,1,1,1,2.018
742,2,1,0,1,1,364641,363664,8.621,1,1,1,1,8.621
743,2,1,0,1,1,276778,70238,18.456,1,1,1,1,18.456
744,2,1,0,1,1,11264,51002,0.608,1,1,1,1,0.608
745,3,2,1,2,0.666666667,96560,19485,4.796,1,0.666666667,1,1,3.197333333
746,2,1,0,1,1,1658,17,0.234,1,1,1,1,0.234
747,2,1,0,1,1,461494,461224,0.3,1,1,1,1,0.3
748,3,3,0,1,1,480737,481435,15.07,2,1,2,2,21.36066667
749,2,1,0,1,1,459419,460508,1.781,1,1,1,1,1.781
750,6,6,2,4,0.4,7652,8138,60.79,1,0.4,1,1,26.88666667
751,2,1,0,1,1,361209,361475,0.851,1,1,1,1,0.851
752,7,12,2,3,0.571428571,128799,137029,45.57,1,0.571428571,1,1,77.96371429
753,3,2,1,2,0.666666667,25144,70837,4.379,1,0.666666667,1,1,2.919333333
754,4,6,0,1,1,457516,457592,62.866,3,1,3,3,122.6675
755,3,3,0,1,1,49890,7963,2.554,2,1,2,2,3.541333333
756,3,3,0,1,1,344174,343305,3.053,2,1,2,2,4.425333333
757,2,1,0,1,1,482265,482018,5.427,1,1,1,1,5.427
758,4,4,1,2,0.666666667,141107,101895,21.555,1,0.666666667,1,1,28.183
759,2,1,0,1,1,121310,120236,1.065,1,1,1,1,1.065
760,5,4,3,4,0.4,322949,322457,9.555,1,0.4,1,1,3.822
761,8,7,5,7,0.25,25898,135226,6.264,1,0.25,1,1,1.6885
762,5,4,3,4,0.4,473306,472625,21.947,1,0.4,1,1,8.7788
763,2,1,0,1,1,193856,200220,0.256,1,1,1,1,0.256
764,6,6,2,4,0.4,482328,482331,26.623,1,0.4,1,1,16.60166667
765,3,2,1,2,0.666666667,149805,150175,20.715,1,0.666666667,1,1,13.81
766,5,10,0,1,1,144794,144210,20.547,4,1,4,4,49.9004
767,2,1,0,1,1,196034,201281,29.281,1,1,1,1,29.281
768,2,1,0,1,1,474258,474127,1.526,1,1,1,1,1.526
769,2,1,0,1,1,444995,445014,52.228,1,1,1,1,52.228
770,2,1,0,1,1,116109,60209,1.987,1,1,1,1,1.987
771,3,2,1,2,0.666666667,7775,16263,15.59,1,0.666666667,1,1,10.39333333
772,7,9,3,4,0.428571429,472832,472943,85.709,1,0.428571429,1,1,85.09857143
773,2,1,0,1,1,457671,459066,6.36,1,1,1,1,6.36
774,4,3,2,3,0.5,440610,442895,2.541,1,0.5,1,1,1.2705
775,3,3,0,1,1,445473,443556,81.704,2,1,2,2,122.48
776,3,2,1,2,0.666666667,351312,352060,17.336,1,0.666666667,1,1,11.55733333
777,2,1,0,1,1,247191,246582,5.399,1,1,1,1,5.399
778,2,1,0,1,1,109952,79041,0.111,1,1,1,1,0.111
779,2,1,0,1,1,104752,46763,0.239,1,1,1,1,0.239
780,2,1,0,1,1,473193,473406,52.211,1,1,1,1,52.211
781,7,6,4,6,0.285714286,141966,142353,6.025,1,0.285714286,1,1,1.897714286
782,3,2,1,2,0.666666667,21869,98889,2.128,1,0.666666667,1,1,1.418666667
783,3,3,0,1,1,50238,106102,28.807,2,1,2,2,40.02133333
784,2,1,0,1,1,107818,22739,0.255,1,1,1,1,0.255
785,2,1,0,1,1,314991,316104,0.123,1,1,1,1,0.123
786,3,2,1,2,0.666666667,31153,2384,9.155,1,0.666666667,1,1,6.103333333
787,2,1,0,1,1,133388,30806,2.44,1,1,1,1,2.44
788,2,1,0,1,1,83375,29204,0.139,1,1,1,1,0.139
789,2,1,0,1,1,88360,69517,6.46,1,1,1,1,6.46
790,2,1,0,1,1,40474,7518,6.247,1,1,1,1,6.247
791,2,1,0,1,1,157527,160072,0.051,1,1,1,1,0.051
792,3,2,1,2,0.666666667,47067,70889,2.724,1,0.666666667,1,1,1.816
793,2,1,0,1,1,339028,340652,0.073,1,1,1,1,0.073
794,2,1,0,1,1,258038,257990,2.423,1,1,1,1,2.423
795,3,2,1,2,0.666666667,481453,480620,4.11,1,0.666666667,1,1,2.74
796,3,3,0,1,1,84350,18579,26.461,2,1,2,2,43.124
797,3,2,1,2,0.666666667,41777,89559,1.874,1,0.666666667,1,1,1.249333333
798,2,1,0,1,1,141306,73601,2.156,1,1,1,1,2.156
799,3,3,0,1,1,472948,472728,126.553,2,1,2,2,181.5606667
800,5,4,3,4,0.4,197535,202578,0.818,1,0.4,1,1,0.3272
801,2,1,0,1,1,44800,36279,0.488,1,1,1,1,0.488
802,2,1,0,1,1,61403,28036,11.037,1,1,1,1,11.037
803,3,2,1,2,0.666666667,206692,210332,3.885,1,0.666666667,1,1,2.59
804,3,2,1,2,0.666666667,340630,340629,1.596,1,0.666666667,1,1,1.064
805,2,1,0,1,1,471745,472029,0.729,1,1,1,1,0.729
806,2,1,0,1,1,86177,133180,9.757,1,1,1,1,9.757
807,2,1,0,1,1,458711,460214,6.88,1,1,1,1,6.88
808,3,3,0,1,1,443088,442720,133.019,2,1,2,2,198.9953333
809,3,2,1,2,0.666666667,451104,451110,4.131,1,0.666666667,1,1,2.754
810,3,2,1,2,0.666666667,318504,318323,8.906,1,0.666666667,1,1,5.937333333
811,2,1,0,1,1,104729,79956,0.903,1,1,1,1,0.903
812,2,1,0,1,1,257984,257983,1.521,1,1,1,1,1.521
813,2,1,0,1,1,482777,483225,0.139,1,1,1,1,0.139
814,4,4,1,2,0.666666667,131110,61198,3.748,1,0.666666667,1,1,3.7015
815,3,3,0,1,1,471836,471828,8.537,2,1,2,2,13.96533333
816,2,1,0,1,1,222764,222763,4.367,1,1,1,1,4.367
817,2,1,0,1,1,60272,74732,1.742,1,1,1,1,1.742
818,2,1,0,1,1,232949,233564,0.015,1,1,1,1,0.015
819,3,2,1,2,0.666666667,912,122607,23.394,1,0.666666667,1,1,15.596
820,3,3,0,1,1,472016,470451,20.126,2,1,2,2,31.408
821,5,7,1,2,0.7,482137,482284,34.497,1,0.7,1,1,56.7628
822,2,1,0,1,1,86236,89413,3.353,1,1,1,1,3.353
823,2,1,0,1,1,257939,14563,0.709,1,1,1,1,0.709
824,2,1,0,1,1,199749,194693,0.205,1,1,1,1,0.205
825,2,1,0,1,1,120540,128717,1.61,1,1,1,1,1.61
826,3,3,0,1,1,143048,142755,6.596,2,1,2,2,10.31066667
827,5,4,3,4,0.4,50957,41616,1.55,1,0.4,1,1,0.62
828,3,2,1,2,0.666666667,21565,49845,3.341,1,0.666666667,1,1,2.227333333
829,3,2,1,2,0.666666667,111128,122612,1.11,1,0.666666667,1,1,0.74
830,2,1,0,1,1,356286,355207,0.234,1,1,1,1,0.234
831,4,4,1,2,0.666666667,142428,142704,30.533,1,0.666666667,1,2,33.244
832,3,2,1,2,0.666666667,141645,59253,8.561,1,0.666666667,1,1,5.707333333
833,3,2,1,2,0.666666667,7741,44682,17.753,1,0.666666667,1,1,11.83533333
834,2,1,0,1,1,450109,450153,0.544,1,1,1,1,0.544
835,2,1,0,1,1,472050,470497,21.38,1,1,1,1,21.38
836,2,1,0,1,1,456767,456791,9.233,1,1,1,1,9.233
837,2,1,0,1,1,456091,455696,0.474,1,1,1,1,0.474
838,2,1,0,1,1,473078,473427,39.005,1,1,1,1,39.005
839,2,1,0,1,1,442014,441093,5.87,1,1,1,1,5.87
840,2,1,0,1,1,357764,358288,5.703,1,1,1,1,5.703
841,2,1,0,1,1,313655,312880,0.274,1,1,1,1,0.274
842,2,1,0,1,1,9347,106891,0.154,1,1,1,1,0.154
843,6,9,1,2,0.6,41629,59250,25.463,2,0.6,2,2,30.15266667
844,2,1,0,1,1,135083,98778,8.56,1,1,1,1,8.56
845,2,1,0,1,1,84370,33293,7.869,1,1,1,1,7.869
846,2,1,0,1,1,114110,91578,2.071,1,1,1,1,2.071
847,2,1,0,1,1,1153,32385,1.354,1,1,1,1,1.354
848,2,1,0,1,1,52062,45795,0.201,1,1,1,1,0.201
849,2,1,0,1,1,52010,92467,2.378,1,1,1,1,2.378
850,2,1,0,1,1,249996,249993,0.063,1,1,1,1,0.063
851,4,3,2,3,0.5,4381,2432,28.531,1,0.5,1,1,14.2655
852,2,1,0,1,1,104692,141350,0.837,1,1,1,1,0.837
853,4,3,2,3,0.5,319321,319324,1.081,1,0.5,1,1,0.5405
854,2,1,0,1,1,470357,470113,1.653,1,1,1,1,1.653
855,3,3,0,1,1,31373,68781,51.817,2,1,2,2,82.902
856,2,1,0,1,1,254,23966,8.125,1,1,1,1,8.125
857,2,1,0,1,1,79219,3167,23.265,1,1,1,1,23.265
858,6,6,3,4,0.4,90223,93327,4.129,1,0.4,1,1,2.199666667
859,2,1,0,1,1,441928,441929,0.461,1,1,1,1,0.461
860,2,1,0,1,1,461719,461174,0.898,1,1,1,1,0.898
861,2,1,0,1,1,470994,471243,4.746,1,1,1,1,4.746
862,2,1,0,1,1,477979,476934,18.62,1,1,1,1,18.62
863,2,1,0,1,1,146644,148445,4.764,1,1,1,1,4.764
864,2,1,0,1,1,475222,475216,4.621,1,1,1,1,4.621
865,3,2,1,2,0.666666667,353635,353621,1.179,1,0.666666667,1,1,0.786
866,2,1,0,1,1,340643,338163,18.523,1,1,1,1,18.523
867,2,1,0,1,1,349790,353324,2.828,1,1,1,1,2.828
868,2,1,0,1,1,146642,145455,0.184,1,1,1,1,0.184
869,2,1,0,1,1,197640,196345,0.208,1,1,1,1,0.208
870,2,1,0,1,1,456566,456628,2.268,1,1,1,1,2.268
871,2,1,0,1,1,71570,74681,3.768,1,1,1,1,3.768
872,2,1,0,1,1,466671,467297,2.566,1,1,1,1,2.566
873,3,2,1,2,0.666666667,231648,235760,1.791,1,0.666666667,1,1,1.194
874,2,1,0,1,1,37505,4355,3.433,1,1,1,1,3.433
875,2,1,0,1,1,203143,204275,0.463,1,1,1,1,0.463
876,2,1,0,1,1,469712,469580,12.692,1,1,1,1,12.692
877,2,1,0,1,1,460860,461571,21.594,1,1,1,1,21.594
878,2,1,0,1,1,1358,53338,3.014,1,1,1,1,3.014
879,2,1,0,1,1,449960,450058,0.07,1,1,1,1,0.07
880,2,1,0,1,1,60211,44761,1.814,1,1,1,1,1.814
881,3,2,1,2,0.666666667,35178,71544,5.438,1,0.666666667,1,1,3.625333333
882,2,1,0,1,1,27886,131060,6.188,1,1,1,1,6.188
883,3,2,1,2,0.666666667,14282,102663,0.496,1,0.666666667,1,1,0.330666667
884,2,1,0,1,1,216002,216003,3.983,1,1,1,1,3.983
885,2,1,0,1,1,163034,161583,0.077,1,1,1,1,0.077
886,2,1,0,1,1,4818,78007,7.591,1,1,1,1,7.591
887,2,1,0,1,1,470982,472011,0.649,1,1,1,1,0.649
888,2,1,0,1,1,423544,425485,5.431,1,1,1,1,5.431
889,2,1,0,1,1,65521,83192,0.381,1,1,1,1,0.381
890,2,1,0,1,1,73103,132595,0.097,1,1,1,1,0.097
891,2,1,0,1,1,1023,43663,2.378,1,1,1,1,2.378
892,2,1,0,1,1,344253,339916,4.121,1,1,1,1,4.121
893,2,1,0,1,1,473826,473967,0.521,1,1,1,1,0.521
894,2,1,0,1,1,15372,118224,11.027,1,1,1,1,11.027
895,2,1,0,1,1,230597,225508,1.077,1,1,1,1,1.077
896,2,1,0,1,1,476573,475757,27.72,1,1,1,1,27.72
897,2,1,0,1,1,34211,116162,4.123,1,1,1,1,4.123
898,2,1,0,1,1,480826,480973,6.944,1,1,1,1,6.944
