"net_id","net_lakes_n","net_averagelakedistance_km","net_averagelakearea_ha","net_dams_n","net_avgorder","net_maxorder","net_minorder","net_rangeorder","vertices_count","edges_count","artic_count","max_cliques","mean_degree_norm","far_vert_1","far_vert_2","far_vert_dist","edge_conn","edge_dens","min_cut","far_min_cut","strength","minlat_id","maxlat_id","minlon_id","maxlon_id","maxkmNS","maxkmEW","min_cut_lat","min_cut_lon","maxlon_dist","maxlat_dist","latavg","lonavg"
33,1731,131.802,126.637,286,1,6,0,6,1731,29994,565,881,0.020031857,5933,130102,1275.396,1,0.020031857,1,1,4580.589187,7992,96499,6250,53009,392.0716382,282.3700067,1,1,3.603209892,3.545785069,45.24841091,-69.5069185
359,18,22.777,40.508,2,1,4,0,4,18,53,5,6,0.346405229,105728,32057,57.766,1,0.346405229,1,7,134.1328889,105728,16222,37242,16222,24.91893187,18.05701773,7,1,0.234261932,0.225359776,46.17755889,-67.89538468
154,15,17.576,17.435,5,1,4,0,4,15,50,4,6,0.476190476,70480,19415,40.657,1,0.476190476,1,1,117.1764,70480,46688,63295,27833,29.65320004,9.639286929,1,9,0.125822023,0.268175159,46.51190663,-67.90170295
280,14,30.33,7.353,0,0,2,0,2,14,79,1,2,0.868131868,73534,72490,56.948,1,0.868131868,1,12,342.301,45643,18317,73534,72490,19.51908774,19.31642467,12,12,0.251487176,0.176525112,46.37105048,-68.00602655
833,3,8.876,4.792,0,0,1,0,1,3,2,1,2,0.666666667,7741,44682,17.753,1,0.666666667,1,1,11.83533333,44682,7741,44682,98541,11.53205353,1.238545614,1,1,0.016133839,0.104292632,46.4008132,-67.87085057
87,181,29.192,124.722,18,1,5,0,5,181,590,73,106,0.036218539,33063,7524,193.513,1,0.036218539,1,1,190.3108066,8143,23769,7634,112951,74.97071884,100.7124878,1,1,1.272489204,0.678013989,44.68462134,-68.34118842
282,5,0.356,27.748,0,1,1,0,1,5,4,3,4,0.4,129009,123382,1.426,1,0.4,1,1,0.5704,123382,129009,129009,123382,3.05107636,2.59015049,1,1,0.03311828,0.027593072,45.36690626,-69.40361553
759,2,1.065,31.478,0,0,1,0,1,2,1,0,1,1,121310,120236,1.065,1,1,1,1,1.065,121310,120236,120236,121310,1.377191328,0.62515312,1,1,0.008026078,0.012454929,45.59706472,-69.26844045
455,12,4.083,95.334,1,1,2,0,2,12,14,4,9,0.212121212,8195,18337,19.186,1,0.212121212,1,1,9.526333333,18342,7477,8248,7477,19.5759839,4.615949328,1,1,0.05765188,0.177039665,44.00788589,-69.47009986
415,4,2.549,157.041,5,2,2,1,1,4,3,2,3,0.5,8382,8139,7.648,1,0.5,1,1,3.824,8139,8382,8139,8382,11.1816971,2.004852502,1,1,0.025251929,0.101124108,44.50340985,-68.99520833
606,2,0.162,50.359,1,1,1,1,0,2,1,0,1,1,89363,640,0.162,1,1,1,1,0.162,640,89363,89363,640,1.466613946,0.269953488,1,1,0.003390361,0.013263642,44.33443328,-68.33904325
102,72,19.835,547.397,14,1,5,0,5,72,122,26,51,0.047730829,22660,87253,127.05,1,0.047730829,1,1,67.21988889,8028,7762,8432,36178,87.56730797,76.93851724,1,1,0.981078367,0.791933981,45.21207011,-67.72298266
390,11,13.872,179.573,2,1,3,0,3,11,19,3,5,0.345454545,18344,107764,45.114,1,0.345454545,1,1,47.922,107764,18344,107764,18344,45.50077774,14.7090212,1,1,0.183922235,0.411496172,44.07581324,-69.50789032
96,13,13.856,37.684,2,1,3,0,3,13,21,5,7,0.269230769,28894,8094,42,1,0.269230769,1,3,44.764,28894,8094,28894,136251,22.37679375,11.95281956,3,1,0.149772791,0.202369397,44.19982582,-69.388077
214,43,11.603,66.953,15,1,4,0,4,43,63,19,29,0.069767442,16257,25837,79.435,1,0.069767442,1,1,33.99930233,16257,139344,70505,8245,55.27477731,17.14150663,1,1,0.215066567,0.499889461,44.2758725,-69.23694847
85,7,16.5,39.9,4,1,2,0,2,7,12,2,3,0.571428571,113926,7853,26.355,1,0.571428571,1,1,56.57,7853,113926,123411,97536,10.36034882,11.00692358,1,1,0.138566218,0.093696066,44.47375876,-69.13016728
283,6,9.039,67.506,0,1,2,0,2,6,8,2,3,0.533333333,125536,95484,18.895,1,0.533333333,1,1,24.10433333,8048,131111,95484,125536,5.901738839,7.206759621,3,1,0.09052813,0.053373658,44.34610505,-68.69800292
891,2,2.378,44.598,1,1,1,1,0,2,1,0,1,1,1023,43663,2.378,1,1,1,1,2.378,43663,1023,43663,1023,3.624121328,0.15512579,1,1,0.001947603,0.032775529,44.31545094,-68.25579141
677,3,3.513,8.177,1,1,1,0,1,3,2,1,2,0.666666667,284,8267,7.026,1,0.666666667,1,1,4.684,8267,50892,8267,284,2.853950008,3.541454676,1,1,0.044530592,0.025810317,44.40452746,-68.30067369
702,4,0.719,51.351,1,2,2,0,2,4,3,2,3,0.5,466,113903,2.156,1,0.5,1,1,1.078,466,113903,817,113903,4.964200327,1.067684915,1,1,0.013418746,0.044894825,44.37650317,-68.23787155
357,18,4.817,80.893,0,1,3,0,3,18,24,10,12,0.156862745,89362,8104,26.548,1,0.156862745,1,1,12.84666667,89362,9478,106736,89362,14.76489179,12.63818911,1,1,0.159270978,0.133529508,44.53555374,-67.99367094
557,3,2.082,22.905,1,2,3,0,3,3,2,1,2,0.666666667,53033,114936,4.163,1,0.666666667,1,1,2.775333333,53033,114936,114936,53033,5.166991914,1.22408807,1,1,0.015420507,0.046728814,44.51332326,-68.06476523
431,17,22.498,34.16,1,1,2,0,2,17,44,6,9,0.323529412,7513,79912,60.438,1,0.323529412,1,1,116.4598824,39442,7727,8114,7513,18.43854754,18.5549464,1,1,0.234896241,0.166753012,44.79775722,-67.90553285
639,5,8.265,1.769,0,1,2,0,2,5,7,1,2,0.7,96521,41547,13.841,1,0.7,1,1,23.142,79913,96521,96521,41547,2.116084558,6.128649896,3,1,0.077405946,0.019137271,44.66368821,-67.86882063
436,27,12.02,228.038,3,2,4,0,4,27,48,14,17,0.136752137,8508,58134,61.314,1,0.136752137,1,1,42.73844444,8318,8508,134245,109823,38.74093158,31.72632739,1,1,0.402348915,0.350362034,44.89939993,-67.44526378
750,6,13.443,734.911,5,1,3,0,3,6,6,2,4,0.4,7652,8138,60.79,1,0.4,1,1,26.88666667,92402,44700,7652,92402,22.61939895,16.33705571,1,1,0.20744425,0.20456345,44.97145061,-67.30245027
152,5,3.07,147.544,4,2,3,0,3,5,4,3,4,0.4,26881,110876,12.282,1,0.4,1,1,4.9128,79916,110876,110876,79916,7.65416519,5.794341759,1,1,0.073663245,0.069222106,45.03993844,-67.26387418
219,4,0.861,107.417,2,2,3,0,3,4,3,2,3,0.5,709,38330,2.584,1,0.5,1,1,1.292,709,38330,38330,8184,4.033065276,1.506552201,1,1,0.018930305,0.036473902,44.36363649,-68.36418755
271,9,1.518,84.578,3,1,3,0,3,9,9,5,7,0.25,120255,119170,5.54,1,0.25,1,1,3.036888889,94470,120255,119170,26880,8.573772987,9.552932261,1,1,0.120927091,0.077538779,44.79385836,-67.25545561
828,3,1.671,5.843,0,1,1,0,1,3,2,1,2,0.666666667,21565,49845,3.341,1,0.666666667,1,1,2.227333333,49845,21565,21565,46709,2.597071956,1.26993255,1,1,0.015879183,0.023487185,44.07542155,-69.6307563
278,2,3.658,19.679,1,2,2,1,1,2,1,0,1,1,108797,66408,3.658,1,1,1,1,3.658,108797,66408,108797,66408,2.446882059,1.734146161,1,1,0.021677121,0.02212891,44.05748532,-69.29881961
814,4,1.851,57.539,0,1,2,0,2,4,4,1,2,0.666666667,131110,61198,3.748,1,0.666666667,1,1,3.7015,61198,131110,131110,61198,3.175232468,2.730244036,1,1,0.034322633,0.028715905,44.39137124,-68.62216026
121,3,2.272,2.516,0,2,2,1,1,3,2,1,2,0.666666667,28893,45676,4.543,1,0.666666667,1,1,3.028666667,45676,28893,45676,28893,0.538291172,0.878886908,1,1,0.011067143,0.004868153,44.48869332,-68.364858
657,2,0.553,15.189,1,1,1,1,0,2,1,0,1,1,644,1069,0.553,1,1,1,1,0.553,1069,644,1069,644,1.196707295,0.148125109,1,1,0.001859733,0.010822683,44.31617155,-68.28857499
300,2,2.582,5.248,0,0,1,0,1,2,1,0,1,1,28890,124459,2.582,1,1,1,1,2.582,124459,28890,28890,124459,2.661342483,0.207895342,1,1,0.002618573,0.024068429,44.50445694,-67.91207194
672,4,1.906,29.997,2,1,2,0,2,4,3,2,3,0.5,7568,44701,5.717,1,0.5,1,1,2.8585,119169,44701,7568,119169,4.352477238,1.532515703,1,1,0.019388423,0.039362574,44.76071105,-67.51019621
428,4,6.79,15.015,1,0,1,0,1,4,6,0,1,1,84132,70529,8.379,3,1,3,3,20.369,84132,85122,70529,68469,4.678860621,4.320398433,3,3,0.054719165,0.042314293,44.82424346,-67.23897047
538,2,4.329,8.422,1,0,1,0,1,2,1,0,1,1,77786,99593,4.329,1,1,1,1,4.329,77786,99593,99593,77786,4.574503096,0.768073382,1,1,0.009675556,0.041370513,44.51160941,-68.02276408
470,3,3.85,240.205,1,2,3,0,3,3,2,1,2,0.666666667,8118,60178,7.701,1,0.666666667,1,1,5.134,60178,8118,8118,60178,7.083867813,8.651208756,1,1,0.109913414,0.064064498,45.0039688,-67.14583247
226,4,10.061,106.192,2,2,3,1,2,4,4,1,2,0.666666667,8467,7570,17.945,1,0.666666667,1,1,20.1225,8486,8467,8467,7570,7.648734113,9.195298788,2,1,0.115501192,0.069172989,44.34301352,-69.09608782
714,2,3.909,40.086,0,1,2,0,2,2,1,0,1,1,38326,7622,3.909,1,1,1,1,3.909,38326,7622,7622,38326,0.044603632,1.134577611,1,1,0.014281275,0.000403383,44.46588687,-68.66993635
596,2,4.974,5.932,1,0,1,0,1,2,1,0,1,1,246,8132,4.974,1,1,1,1,4.974,246,8132,8132,246,2.092852947,1.009899294,1,1,0.012685977,0.01892717,44.34642294,-68.19948544
401,2,0.17,17.116,0,2,2,1,1,2,1,0,1,1,72517,65402,0.17,1,1,1,1,0.17,65402,72517,65402,72517,0.366904016,1.139564828,1,1,0.014355497,0.003318176,44.51241183,-68.10533568
449,2,2.866,6.385,1,0,1,0,1,2,1,0,1,1,21567,127968,2.866,1,1,1,1,2.866,21567,127968,127968,21567,1.683240379,2.514771885,1,1,0.031857634,0.01522275,44.8374175,-67.17963525
534,5,2.451,133.823,3,2,3,0,3,5,4,2,4,0.4,8439,7761,9.678,1,0.4,1,1,3.922,46713,7761,8439,46713,10.31793602,4.351217051,1,1,0.054579758,0.093312497,44.26194065,-69.11055068
733,3,2.587,12.035,1,2,2,1,1,3,2,1,2,0.666666667,100570,34097,5.175,1,0.666666667,1,1,3.45,34097,100570,100570,34097,3.698312861,3.026673928,1,1,0.038103991,0.033446496,44.47556834,-68.94825184
471,2,1.353,7.44,0,0,1,0,1,2,1,0,1,1,3520,19439,1.353,1,1,1,1,1.353,3520,19439,3520,19439,1.735210135,0.32574637,1,1,0.004095462,0.01569275,44.39732025,-68.2548594
806,2,9.757,41.361,0,0,1,0,1,2,1,0,1,1,86177,133180,9.757,1,1,1,1,9.757,86177,133180,133180,86177,1.209619857,5.075086904,1,1,0.064156151,0.01093946,44.71507579,-67.62239119
771,3,7.795,19.596,0,1,2,0,2,3,2,1,2,0.666666667,7775,16263,15.59,1,0.666666667,1,1,10.39333333,16263,7775,16263,7775,3.804100198,6.585016424,1,1,0.083276043,0.034403207,44.73750537,-67.30781469
120,134,34.788,32.641,72,1,5,0,5,134,784,42,55,0.087981147,31011,89368,154.57,1,0.087981147,1,1,407.0676716,6285,5614,6081,8226,73.69452811,48.21139137,1,1,0.594488981,0.666472481,43.2383671,-71.08819126
37,261,56.475,122.279,81,1,5,0,5,261,2372,100,142,0.069908635,6049,64343,252.781,1,0.069908635,1,4,1044.017556,84141,7954,5641,114951,98.36476297,95.68028476,4,1,1.192218943,0.889583111,43.86787454,-70.62411376
213,9,11.709,20.033,7,1,2,0,2,9,15,3,4,0.416666667,7613,7638,25.396,1,0.416666667,1,1,39.03022222,7781,27862,7638,21572,5.183922958,8.281477528,4,1,0.102023764,0.046881934,43.18222797,-70.70730004
209,17,13.192,41.949,11,2,5,0,5,17,31,6,11,0.227941176,17309,68475,47.832,1,0.227941176,1,1,48.11070588,120282,68475,21576,120282,14.44247439,20.54816482,6,1,0.254391681,0.130613656,43.48096324,-70.7072948
852,2,0.837,1.833,0,0,1,0,1,2,1,0,1,1,104692,141350,0.837,1,1,1,1,0.837,141350,104692,141350,104692,0.643690481,0.732027696,1,1,0.009074496,0.005821355,43.55950116,-70.2522465
547,5,42.16,37.444,4,1,2,0,2,5,7,1,2,0.7,40475,7765,70.464,1,0.7,1,1,118.0468,97541,7994,7765,97541,7.039662992,18.0157806,3,1,0.224738466,0.063664722,43.93564936,-70.23493716
434,6,9.466,7.561,4,1,2,1,1,6,8,2,3,0.533333333,62220,6085,14.972,1,0.533333333,1,1,25.24133333,133170,25847,62220,5869,6.993675098,5.999510731,1,1,0.073581574,0.063248821,42.90816216,-70.83321322
247,6,20.511,3.843,2,1,3,0,3,6,15,0,1,1,141478,108802,43.513,5,1,5,5,102.5566667,108802,15254,141478,15254,6.285894778,11.05279912,5,5,0.137046525,0.056847856,43.57346569,-70.36673888
729,2,33.143,48.727,0,0,1,0,1,2,1,0,1,1,7599,8342,33.143,1,1,1,1,33.143,7599,8342,8342,7599,7.333656565,3.54939587,1,1,0.043935058,0.066323517,43.47081496,-70.62547514
718,2,23.339,6.405,1,1,2,0,2,2,1,0,1,1,48818,31010,23.339,1,1,1,1,23.339,31010,48818,48818,31010,3.573641228,0.93379146,1,1,0.011538086,0.032319001,43.36305214,-70.63179003
790,2,6.247,4.739,0,0,0,0,0,2,1,0,1,1,40474,7518,6.247,1,1,1,1,6.247,7518,40474,7518,40474,1.071692764,1.809174503,1,1,0.022534875,0.009692086,43.84657926,-69.85741032
57,749,101.863,61.588,436,1,7,0,7,749,24504,288,365,0.087474922,5742,21,306.105,1,0.087474922,1,2,6664.155186,138314,5742,74617,58148,215.6739223,96.34455715,1,1,1.183359936,1.950493988,42.99784406,-71.4717676
20,1118,200.483,35.134,746,1,6,0,6,1118,97174,376,443,0.155627055,101616,6327,634.938,1,0.155627055,1,1,34993.03425,41590,6327,88347,117098,434.2133698,164.5456301,1,1,2.040431198,3.926902977,43.57748599,-71.78680704
79,325,15.073,19.876,255,1,5,0,5,325,760,180,230,0.014434948,80964,18408,148.631,1,0.014434948,1,1,70.49654769,18408,135246,80964,122418,80.79263988,54.83231757,1,1,0.663976958,0.730665797,42.11113658,-71.68983115
640,3,0.072,1.919,0,1,1,1,0,3,2,1,2,0.666666667,128971,53059,0.145,1,0.666666667,1,1,0.096666667,128971,53059,128971,53059,0.555688563,0.233926611,1,1,0.002835962,0.00502549,42.18480801,-72.66003335
73,74,22.837,14.192,38,1,4,0,4,74,352,31,39,0.130322103,78948,34159,98.124,1,0.130322103,1,1,217.2606216,133138,100609,104733,69514,43.4663191,27.63036984,1,1,0.335084726,0.393097103,42.20618783,-71.31209748
156,17,6.621,107.493,7,2,3,0,3,17,19,10,14,0.139705882,33105,140355,38.403,1,0.139705882,1,1,14.79894118,74647,19491,140355,9435,25.88630656,9.580358354,1,1,0.11524647,0.234108439,41.68922579,-71.10593418
257,113,41.581,34.775,76,2,4,0,4,113,626,64,73,0.098925411,66462,132108,109.896,1,0.098925411,1,1,464.7887434,64382,139298,77825,137220,40.10014545,42.8115324,1,1,0.517306067,0.36265438,41.97519894,-71.04308582
49,62,11.925,25.515,38,1,4,0,4,62,140,29,35,0.074034902,29997,64389,69.644,1,0.074034902,1,1,53.857,74648,120304,140354,108841,29.94653274,30.55309928,1,1,0.366335063,0.270827977,41.47766023,-71.74006795
485,2,3.09,10.84,0,0,1,0,1,2,1,0,1,1,39449,31050,3.09,1,1,1,1,3.09,31050,39449,39449,31050,2.221309275,0.463934276,1,1,0.005554507,0.020088893,41.38291271,-71.57154004
269,8,5.282,19.238,6,1,2,0,2,8,11,2,4,0.392857143,132100,46751,14.651,1,0.392857143,1,2,14.52475,132100,46751,132100,7966,8.102103847,4.138637995,2,2,0.049601997,0.073273137,41.45060981,-71.50338005
770,2,1.987,6.254,2,0,1,0,1,2,1,0,1,1,116109,60209,1.987,1,1,1,1,1.987,116109,60209,116109,60209,2.143482068,0.771565407,1,1,0.009257424,0.019385046,41.52157982,-71.37693396
336,8,12.537,9.971,4,1,3,0,3,8,16,1,3,0.571428571,75739,70559,35.09,1,0.571428571,1,1,50.14625,7965,67531,126909,70559,13.35214701,9.895934993,3,3,0.119287768,0.120753043,41.82122843,-71.28854029
162,33,5.665,16.506,27,2,4,0,4,33,49,18,22,0.09280303,32127,18412,35.707,1,0.09280303,1,1,16.82193939,13258,32127,116103,125585,16.21478937,15.9473722,1,1,0.1932846,0.146641972,42.16839652,-71.13648181
70,29,21.342,14.382,17,1,4,0,4,29,115,9,11,0.283251232,134203,14274,67.031,1,0.283251232,1,3,169.261931,14274,108840,14274,75746,20.23892041,31.31243439,1,3,0.382102147,0.183035075,42.59549274,-71.09749367
734,2,0.074,40.417,0,2,3,0,3,2,1,0,1,1,54100,53092,0.074,1,1,1,1,0.074,53092,54100,54100,53092,0.308724227,1.764203752,1,1,0.021164933,0.002792015,41.51423707,-71.01111272
435,6,3.188,52.316,4,1,3,0,3,6,5,2,5,0.333333333,116108,63381,14.098,1,0.333333333,1,1,5.313333333,116108,44,63381,116108,6.092673315,5.025409786,1,1,0.061225505,0.055100415,42.49466947,-71.02278708
61,9,9.171,12.709,5,1,2,0,2,9,11,4,5,0.305555556,19481,48870,38.833,1,0.305555556,1,1,22.41911111,7,62263,19481,56105,7.715449975,10.54078242,2,1,0.128873563,0.069776349,42.71415467,-70.98506527
295,5,1.214,18.378,2,1,2,0,2,5,4,2,4,0.4,36234,1843,4.751,1,0.4,1,1,1.9432,36234,2212,36234,1692,7.028039255,1.490924348,1,1,0.017940403,0.0635596,41.70858751,-70.91574105
559,7,3.076,31.098,2,1,3,0,3,7,9,1,4,0.428571429,15299,131063,10.419,1,0.428571429,1,1,7.910571429,15299,131063,15299,131063,7.243890258,5.452527654,1,1,0.066109398,0.065511696,42.19129689,-70.93696831
62,26,11.616,17.321,14,1,3,0,3,26,57,13,15,0.175384615,289,98600,33.511,1,0.175384615,1,1,50.93284615,13255,21606,62261,3287,15.52592432,14.20906486,1,1,0.172163335,0.140412071,42.14902699,-70.8031233
691,3,0.372,35.755,1,1,1,0,1,3,2,1,2,0.666666667,72568,1962,0.743,1,0.666666667,1,1,0.495333333,1962,72568,1962,72568,1.520591283,0.833639639,1,1,0.010173515,0.013751798,42.59985312,-70.81860365
398,2,0.032,2.733,0,1,1,1,0,2,1,0,1,1,84175,41610,0.032,1,1,1,1,0.032,41610,84175,41610,84175,0.332942952,0.216400546,1,1,0.002619062,0.003011042,42.07786574,-70.75038439
94,7,1.91,16.811,5,1,2,0,2,7,6,5,6,0.285714286,88373,62257,11.461,1,0.285714286,1,1,3.274571429,1380,62257,1380,88373,7.460200833,3.670129153,1,1,0.0442232,0.067467948,41.79611777,-70.70247079
519,7,6.586,10.949,7,1,2,0,2,7,7,3,5,0.333333333,36224,97581,21.293,1,0.333333333,1,1,13.17142857,76786,97581,97581,36224,15.29402485,6.177780442,1,1,0.074533634,0.138314838,41.8773148,-70.77859438
4,2,0.703,9.464,1,1,1,1,0,2,1,0,1,1,135248,124500,0.703,1,1,1,1,0.703,124500,135248,135248,124500,1.104034649,0.004275468,1,1,5.17e-05,0.009984577,42.02256025,-70.71140373
285,5,6.079,6.771,1,0,1,0,1,5,7,1,2,0.7,54092,57115,11.085,1,0.7,1,1,17.0204,54092,57115,54092,57115,3.71582129,3.772798309,1,1,0.04564722,0.033604837,42.05787661,-70.68584313
524,5,1.486,6.314,4,1,1,0,1,5,4,3,4,0.4,45733,9428,5.942,1,0.4,1,1,2.3768,45733,127927,9428,45733,2.053205109,2.33186033,1,1,0.028148551,0.018568607,41.91168329,-70.60883921
745,3,2.398,59.771,1,1,1,0,1,3,2,1,2,0.666666667,96560,19485,4.796,1,0.666666667,1,1,3.197333333,19485,96560,19485,96560,6.764015622,1.295083101,1,1,0.015554857,0.061171845,41.58869769,-70.57475099
811,2,0.903,28.105,1,0,1,0,1,2,1,0,1,1,104729,79956,0.903,1,1,1,1,0.903,79956,104729,79956,104729,1.385304386,1.550481729,1,1,0.018643985,0.012528301,41.66347787,-70.206473
107,4,1.551,114.62,1,1,2,0,2,4,3,1,3,0.5,58191,32,4.354,1,0.5,1,1,2.326,58191,23807,58191,32,4.447172106,4.407621244,1,1,0.053033389,0.040218967,41.70392531,-70.10583747
335,3,7.161,10.728,2,1,2,0,2,3,2,1,2,0.666666667,8305,116106,14.322,1,0.666666667,1,1,9.548,116106,8305,8305,8289,11.35912583,1.871391269,1,1,0.022456212,0.102728723,41.52969726,-71.47226944
558,3,4.059,12.997,0,1,1,0,1,3,2,1,2,0.666666667,8304,18413,8.117,1,0.666666667,1,1,5.411333333,18413,8304,8320,18413,1.629525629,0.969080453,1,1,0.011663491,0.014736969,41.72222072,-71.40586346
417,2,0.044,51.857,2,2,2,2,0,2,1,0,1,1,16306,80990,0.044,1,1,1,1,0.044,80990,16306,80990,16306,0.635211442,0.281457911,1,1,0.003375573,0.005744673,41.49423821,-71.29104733
619,2,0.079,8.187,3,2,2,2,0,2,1,0,1,1,14279,79961,0.079,1,1,1,1,0.079,79961,14279,79961,14279,0.916556339,0.394178335,1,1,0.00474531,0.008289076,41.73747501,-71.26246896
755,3,1.771,59.245,1,2,2,2,0,3,3,0,1,1,49890,7963,2.554,2,1,2,2,3.541333333,7963,8086,8086,7963,3.674479975,1.518784971,2,2,0.018223148,0.033230958,41.52302511,-71.13955629
249,9,3.315,20.742,6,2,3,0,3,9,9,5,7,0.25,51996,45726,16.89,1,0.25,1,1,6.630888889,51996,45726,65438,110920,12.00513832,2.93855011,1,1,0.035790604,0.108571077,42.4766694,-71.14871884
798,2,2.156,4.267,0,0,1,0,1,2,1,0,1,1,141306,73601,2.156,1,1,1,1,2.156,73601,141306,141306,73601,0.921102632,1.971035185,1,1,0.023913352,0.008330192,42.23213162,-71.06145228
607,4,12.074,3.798,2,1,2,1,1,4,6,0,1,1,76782,103700,17.337,3,1,3,3,36.222,103700,92462,107820,103700,7.445649474,4.347619291,3,3,0.052979734,0.067336349,42.50868859,-70.8902679
190,9,5.028,12.542,6,2,3,0,3,9,14,3,4,0.388888889,66470,95537,18.588,1,0.388888889,1,1,15.64333333,66470,130019,92449,130019,10.30078074,4.491061194,1,3,0.054490329,0.093157349,42.23567286,-70.86406492
499,3,1.692,27.573,3,1,2,0,2,3,2,1,2,0.666666667,116126,115010,3.385,1,0.666666667,1,1,2.256666667,115010,116126,115010,116126,3.710028123,1.457795532,1,1,0.017679737,0.033552446,42.20786532,-70.82475754
595,13,5.829,23.077,6,1,2,0,2,13,22,6,8,0.282051282,91438,64387,16.701,1,0.282051282,1,1,19.73030769,64387,52006,132099,117132,7.824004932,6.798600542,1,1,0.082196605,0.070758089,42.01157371,-70.78208522
647,2,6.752,2.164,0,2,2,1,1,2,1,0,1,1,87309,122423,6.752,1,1,1,1,6.752,122423,87309,87309,122423,1.872202143,1.640862956,1,1,0.019879378,0.016931667,42.14252187,-70.72017694
881,3,2.719,19.39,4,0,1,0,1,3,2,1,2,0.666666667,35178,71544,5.438,1,0.666666667,1,1,3.625333333,71544,111952,71544,111952,0.571049556,2.269212885,1,1,0.027696705,0.005164411,42.60848765,-70.71365299
178,5,1.328,45.16,4,1,1,0,1,5,4,3,4,0.4,70545,121371,5.311,1,0.4,1,1,2.1244,70545,121371,70545,121371,8.40401352,4.131311019,1,1,0.049792571,0.076003523,41.8120279,-70.64022033
789,2,6.46,68.862,1,0,1,0,1,2,1,0,1,1,88360,69517,6.46,1,1,1,1,6.46,69517,88360,88360,69517,4.980825937,0.719076124,1,1,0.008638826,0.045045182,41.60526132,-70.51664648
882,2,6.188,12.93,0,0,1,0,1,2,1,0,1,1,27886,131060,6.188,1,1,1,1,6.188,27886,131060,27886,131060,3.384754018,3.871424654,1,1,0.046759572,0.030610759,41.94784698,-70.03658149
193,4,1.188,17.858,2,1,2,0,2,4,3,2,3,0.5,7814,7795,3.564,1,0.5,1,1,1.782,7795,7695,7795,7814,1.874709392,3.917287181,1,1,0.047019894,0.016954342,41.54821065,-71.4854115
880,2,1.814,2.214,2,1,2,0,2,2,1,0,1,1,60211,44761,1.814,1,1,1,1,1.814,44761,60211,60211,44761,0.502394592,1.537455412,1,1,0.018484995,0.004543515,41.65527757,-71.47019448
598,2,0.822,3.044,0,0,1,0,1,2,1,0,1,1,8275,63369,0.822,1,1,1,1,0.822,8275,63369,63369,8275,0.910524674,0.423701651,1,1,0.005088846,0.008234528,41.58732877,-71.2754683
84,2,0.065,1.871,0,1,1,1,0,2,1,0,1,1,43766,85182,0.065,1,1,1,1,0.065,85182,43766,43766,85182,0.131376701,0.112938901,1,1,0.00136817,0.001188134,42.13755061,-71.24141152
343,4,1.95,4.888,2,2,3,1,2,4,3,2,3,0.5,13314,134205,5.849,1,0.5,1,1,2.9245,13314,134205,65449,134205,5.592718052,2.287871955,1,1,0.027561991,0.050578961,41.7828411,-71.19522415
883,3,0.248,2.646,0,1,1,1,0,3,2,1,2,0.666666667,14282,102663,0.496,1,0.666666667,1,1,0.330666667,102663,14282,102663,14282,1.13170385,0.177606432,1,1,0.002138578,0.01023481,41.75145079,-71.19154124
705,9,8.896,25.964,7,1,2,0,2,9,23,2,3,0.638888889,52001,134186,17.056,1,0.638888889,1,1,45.46711111,52001,32130,35170,32130,8.452726998,7.221052809,1,6,0.087578391,0.076444074,42.21037241,-70.98926107
679,2,3.844,7.384,0,0,1,0,1,2,1,0,1,1,127924,125589,3.844,1,1,1,1,3.844,127924,125589,125589,127924,0.402276622,3.043428115,1,1,0.037091389,0.003638076,42.5161417,-70.96035887
186,3,0.678,7.77,0,1,2,0,2,3,2,1,2,0.666666667,69521,121392,1.357,1,0.666666667,1,1,0.904666667,69521,12227,121392,69521,0.557074951,1.467756213,1,1,0.01765851,0.005038028,41.69726624,-69.96900102
784,2,0.255,68.505,0,0,1,0,1,2,1,0,1,1,107818,22739,0.255,1,1,1,1,0.255,22739,107818,22739,107818,0.296809821,1.781693541,1,1,0.021438206,0.002684264,41.70545431,-70.19578183
155,2,0.337,25.864,0,2,2,1,1,2,1,0,1,1,94532,87303,0.337,1,1,1,1,0.337,94532,87303,87303,94532,0.226640036,0.785720295,1,1,0.009423042,0.002049668,41.49262247,-71.25875819
468,5,2.08,9.203,3,1,2,0,2,5,4,2,4,0.4,131067,80975,7.179,1,0.4,1,1,3.3288,100620,80975,137213,131067,6.771662795,3.497263176,1,1,0.042126924,0.061241004,41.77583593,-70.80618101
523,3,0.31,19.309,2,1,1,0,1,3,2,1,2,0.666666667,12233,45716,0.62,1,0.666666667,1,1,0.413333333,12233,45716,45716,12233,2.018326184,0.170069796,1,1,0.002041624,0.018253171,41.55601722,-71.27775784
658,2,2.377,116.782,2,2,2,1,1,2,1,0,1,1,35207,101640,2.377,1,1,1,1,2.377,35207,101640,101640,35207,2.770434811,1.353474049,1,1,0.016246807,0.025055029,41.55146296,-71.18715375
822,2,3.353,4.782,2,0,1,0,1,2,1,0,1,1,86236,89413,3.353,1,1,1,1,3.353,86236,89413,89413,86236,0.495699309,0.344088366,1,1,0.004205712,0.004482964,42.69679492,-70.87292647
849,2,2.378,2.083,0,0,0,0,0,2,1,0,1,1,52010,92467,2.378,1,1,1,1,2.378,52010,92467,52010,92467,0.496973108,0.157752489,1,1,0.001909427,0.004494484,42.08361931,-70.67850935
