"net_id","net_lakes_n","net_averagelakedistance_km","net_averagelakearea_ha","net_dams_n","net_avgorder","net_maxorder","net_minorder","net_rangeorder","vertices_count","edges_count","artic_count","max_cliques","mean_degree_norm","far_vert_1","far_vert_2","far_vert_dist","edge_conn","edge_dens","min_cut","far_min_cut","strength","minlat_id","maxlat_id","minlon_id","maxlon_id","maxkmNS","maxkmEW","min_cut_lat","min_cut_lon","maxlon_dist","maxlat_dist","latavg","lonavg"
690,2,7.679,22.093,0,1,1,1,0,2,1,0,1,1,470366,470245,7.679,1,1,1,1,7.679,470245,470366,470366,470245,7.668822905,1.19223676,1,1,0.015429612,0.069354667,46.04264409,-123.9158584
362,2,1.657,63.533,0,1,1,1,0,2,1,0,1,1,471020,470443,1.657,1,1,1,1,1.657,470443,471020,471020,470443,2.213494522,1.242030802,1,1,0.016369376,0.020018219,47.03126734,-122.7879576
673,6,33.059,281.046,2,1,3,0,3,6,15,0,1,1,470444,471230,53.188,5,1,5,5,165.295,470720,470444,471230,472019,17.11206476,20.4947456,5,5,0.271942393,0.154756677,47.38962206,-123.3219578
820,3,15.704,7.836,0,0,0,0,0,3,3,0,1,1,472016,470451,20.126,2,1,2,2,31.408,472016,470451,470451,470455,3.815739984,9.422157277,2,2,0.125619278,0.034508474,47.63994372,-123.3184766
604,8,12.191,19.532,2,1,2,0,2,8,17,2,3,0.607142857,471511,471526,22.219,1,0.607142857,1,5,51.8125,471511,471526,471511,471526,13.3456285,11.03159399,5,5,0.14670078,0.120694092,47.50588034,-122.9131162
835,2,21.38,9.743,0,1,1,1,0,2,1,0,1,1,472050,470497,21.38,1,1,1,1,21.38,470497,472050,472050,470497,0.197119741,2.59361558,1,1,0.034801381,0.001782695,47.97301852,-122.8317853
101,2,0.689,2.264,0,2,2,1,1,2,1,0,1,1,470507,472328,0.689,1,1,1,1,0.689,470507,472328,472328,470507,0.673756077,0.450546191,1,1,0.00603841,0.00609326,47.91259878,-122.7556633
612,2,1.128,102.073,0,0,1,0,1,2,1,0,1,1,470526,472078,1.128,1,1,1,1,1.128,472078,470526,470526,472078,1.345841849,2.323482192,1,1,0.031466374,0.012171413,48.44662395,-122.6249823
476,18,35.268,92.102,3,1,4,0,4,18,46,7,9,0.300653595,472348,471645,99.397,1,0.300653595,1,1,180.2575556,471592,472348,472348,471645,39.64183775,53.14187198,1,1,0.6982116,0.358509575,46.86476139,-122.4786188
382,5,29.721,68.359,2,1,3,0,3,5,10,0,1,1,471796,470533,51.843,4,1,4,4,118.8848,470533,470712,470712,470533,19.30204911,25.91692485,4,4,0.340985912,0.174562276,46.9393046,-122.7381291
339,22,57.646,12.303,1,1,3,0,3,22,87,7,10,0.376623377,471433,470793,131.887,1,0.376623377,1,1,455.9259091,472398,472147,471045,471433,23.70915492,71.39666862,1,12,0.974536626,0.214418895,48.84260578,-122.094795
265,20,59.163,26.303,1,1,2,0,2,20,124,4,5,0.652631579,471944,470650,140.534,1,0.652631579,1,15,733.6249,471685,471227,471075,471944,34.292026,55.57765621,15,15,0.748054071,0.31012739,48.13192488,-121.8361763
98,92,93.125,100.139,11,1,6,0,6,92,1374,21,35,0.32823698,471343,470703,205.634,1,0.32823698,1,1,2781.588652,470929,471469,471841,472509,111.7809113,116.393521,1,1,1.57823922,1.010914965,48.50841481,-121.3450534
191,8,15.87,295.997,2,1,3,0,3,8,10,3,5,0.357142857,471612,470589,33.765,1,0.357142857,1,1,39.6755,471612,472005,472367,470589,23.91361501,16.88417832,1,1,0.229635987,0.216267974,48.66243449,-122.2930602
420,6,57.371,125.909,4,1,5,0,5,6,11,1,2,0.733333333,470593,471675,108.512,1,0.733333333,1,1,210.361,471486,470974,471072,471675,18.12209498,41.84707126,4,1,0.554455022,0.163891104,47.31259814,-121.9348558
111,18,24.303,675.5,12,2,5,0,5,18,41,5,9,0.267973856,470717,471378,94.021,1,0.267973856,1,1,110.7141111,470717,471606,472003,470717,54.53397882,49.61169205,1,1,0.659798503,0.493189889,47.50973466,-121.9646071
263,14,96.241,18.662,2,1,3,1,2,14,68,2,3,0.747252747,470659,472433,183.135,1,0.747252747,1,11,934.9158571,472433,470620,472270,470932,39.20870495,61.0959324,11,1,0.80483021,0.354592444,47.00548685,-121.8948415
40,200,107.074,21.849,13,1,5,0,5,200,8727,52,61,0.438542714,472506,471722,239.527,1,0.438542714,1,131,9344.32855,472470,471642,472400,472506,72.84386661,74.5949511,131,131,1.000282747,0.658779339,47.93964014,-121.7267203
684,3,19.866,5.146,0,0,1,0,1,3,3,0,1,1,471710,470692,22.897,2,1,2,2,39.73133333,471710,470692,471710,470692,6.641183842,4.225134461,2,2,0.05775398,0.060060989,48.9144897,-121.3406483
815,3,6.983,75.958,3,1,3,0,3,3,3,0,1,1,471836,471828,8.537,2,1,2,2,13.96533333,471836,471828,471828,471836,5.678552457,6.325328109,2,2,0.083528579,0.051355223,47.13581098,-122.4898286
528,3,10.659,9.77,2,1,2,0,2,3,3,0,1,1,470797,471589,13.937,2,1,2,2,21.31866667,472369,471589,472369,471589,2.340742693,8.085641299,2,2,0.110242578,0.021169015,48.78692034,-122.4052629
516,5,2.531,56.975,1,1,2,0,2,5,4,3,4,0.4,472006,471607,10.124,1,0.4,1,1,4.0496,471596,472006,471596,471607,2.650869368,3.334667556,1,1,0.04486928,0.023973713,48.11601707,-122.3021096
887,2,0.649,4.226,0,1,1,1,0,2,1,0,1,1,470982,472011,0.649,1,1,1,1,0.649,470982,472011,470982,472011,0.84874711,0.415642584,1,1,0.005567813,0.007675829,47.88653727,-123.3476523
861,2,4.746,3.01,0,1,1,1,0,2,1,0,1,1,470994,471243,4.746,1,1,1,1,4.746,471243,470994,471243,470994,3.732037387,1.081858888,1,1,0.014449686,0.033751491,47.73384927,-123.1494873
693,3,7.186,134.744,1,2,2,1,1,3,2,1,2,0.666666667,471009,471525,14.371,1,0.666666667,1,1,9.580666667,471009,471525,471009,471525,3.612285792,10.79487263,1,1,0.143129082,0.032668492,47.35029175,-122.9173686
563,2,1.767,31.647,0,1,1,1,0,2,1,0,1,1,472133,471224,1.767,1,1,1,1,1.767,471224,472133,472133,471224,2.241044622,1.657144399,1,1,0.021981568,0.020267374,47.37313013,-122.1638918
443,7,10.077,8.759,0,1,3,0,3,7,7,4,5,0.333333333,471241,471238,35.442,1,0.333333333,1,1,20.154,471241,472021,471238,472289,10.86567957,12.60081267,1,1,0.167752485,0.098266135,47.56338236,-123.2334165
520,2,32.258,74.869,0,1,1,1,0,2,1,0,1,1,471492,471744,32.258,1,1,1,1,32.258,471492,471744,471492,471744,12.06843391,1.808061204,1,1,0.02428487,0.109143505,48.02431345,-123.7275652
654,4,5.777,36.076,0,1,3,0,3,4,6,0,1,1,472335,471803,8.034,3,1,3,3,17.3295,472335,471803,471803,472335,3.006584361,4.668812958,3,3,0.062181995,0.027190699,47.58603097,-122.7362335
805,2,0.729,63.118,2,2,2,2,0,2,1,0,1,1,471745,472029,0.729,1,1,1,1,0.729,471745,472029,471745,472029,0.524413126,2.513951648,1,1,0.033290505,0.004742644,47.28375875,-123.0619144
641,2,0.833,30.982,3,1,1,1,0,2,1,0,1,1,472105,471837,0.833,1,1,1,1,0.833,472105,471837,472105,471837,0.569870847,0.94980743,1,1,0.01292905,0.005153751,48.70548235,-122.4468995
368,12,10.088,592.567,4,3,5,0,5,12,13,5,9,0.196969697,472586,473384,56.167,1,0.196969697,1,1,21.85716667,472925,472744,473384,472511,35.46142524,22.20407309,1,1,0.270431632,0.320703106,42.47504581,-119.8534489
395,3,24.085,302.155,3,4,4,4,0,3,2,1,2,0.666666667,472743,473086,48.17,1,0.666666667,1,1,32.11333333,472743,472514,472514,473086,15.95657804,11.00517018,1,1,0.135345958,0.144306781,43.0773048,-121.0771771
707,3,33.687,14.47,0,1,2,0,2,3,3,0,1,1,472697,472580,43.659,2,1,2,2,67.374,472580,472697,472580,472697,16.6987796,4.635807842,2,2,0.056593508,0.151019042,42.62115343,-120.1100864
681,7,0.475,7.913,0,2,3,1,2,7,6,4,6,0.285714286,472716,472831,2.508,1,0.285714286,1,1,0.814857143,472605,472831,472716,473168,2.910123189,1.575260555,1,1,0.019238825,0.026318332,42.64765718,-119.685149
772,7,33.094,98.958,4,3,5,0,5,7,9,3,4,0.428571429,472832,472943,85.709,1,0.428571429,1,1,85.09857143,472943,472832,473047,472943,58.13749387,30.66214768,1,1,0.379546847,0.525779061,43.47160556,-119.5025183
762,5,5.487,2.806,0,1,1,1,0,5,4,3,4,0.4,473306,472625,21.947,1,0.4,1,1,8.7788,473306,472625,473306,472625,17.55913689,12.00173789,1,1,0.14508051,0.158799871,42.00139976,-118.6348242
463,5,3.487,328.184,0,2,3,1,2,5,7,1,2,0.7,473050,473313,6.652,1,0.7,1,3,9.7644,473313,472829,473050,472627,4.674390656,4.405373809,3,1,0.053786209,0.042273868,42.62788808,-119.7177656
799,3,90.78,10.656,4,1,2,1,1,3,3,0,1,1,472948,472728,126.553,2,1,2,2,181.5606667,472838,472948,472838,472948,50.19986871,9.557741007,2,2,0.119345983,0.453993423,43.99423564,-119.2267795
252,6,77.614,52.679,2,2,4,0,4,6,11,1,2,0.733333333,472741,473175,144.34,1,0.733333333,1,4,284.586,472741,473175,473175,473191,56.52716355,58.91253608,4,4,0.723699378,0.511215689,43.00676349,-118.9525381
613,3,8.732,19.898,0,1,1,0,1,3,3,0,1,1,472982,472868,12.349,2,1,2,2,17.46333333,472868,472982,472868,472981,5.792275376,1.429397274,2,2,0.017543312,0.052383701,42.95147515,-120.7649642
838,2,39.005,7.201,0,0,0,0,0,2,1,0,1,1,473078,473427,39.005,1,1,1,1,39.005,473427,473078,473427,473078,33.6920036,1.613504051,1,1,0.019652021,0.304700957,42.47684607,-118.5986098
780,2,52.211,59.499,1,3,4,2,2,2,1,0,1,1,473193,473406,52.211,1,1,1,1,52.211,473406,473193,473406,473193,16.15942161,27.71141404,1,1,0.338249473,0.146141241,42.61211538,-119.4908076
726,2,16.376,77.92,2,3,3,3,0,2,1,0,1,1,473404,473291,16.376,1,1,1,1,16.376,473291,473404,473404,473291,6.233542374,12.52502861,1,1,0.15202878,0.056374395,42.2613198,-119.5817705
32,122,196.09,217.462,49,1,6,0,6,122,1892,22,28,0.25633383,473864,473644,761.156,1,0.25633383,1,1,6082.014754,474408,473693,473726,474256,289.101781,247.0675415,1,1,2.954141495,2.614554787,41.29376917,-122.3260781
448,12,94.528,71.931,11,1,5,0,5,12,40,2,3,0.606060606,474283,474044,170.247,1,0.606060606,1,1,630.1861667,473739,473889,473448,474166,71.44860125,48.98359925,8,8,0.573171064,0.646160953,39.85150235,-123.209396
136,21,80.306,88.489,30,1,4,0,4,21,174,1,2,0.828571429,474174,473601,178.772,2,0.828571429,2,18,1330.781714,473931,473601,473601,474174,101.5683874,61.89121032,18,18,0.714152058,0.918555785,38.87499385,-122.9982661
736,2,17.03,4.206,0,0,0,0,0,2,1,0,1,1,473877,473593,17.03,1,1,1,1,17.03,473593,473877,473877,473593,4.272293703,3.037612567,1,1,0.036029354,0.038637417,40.76763169,-123.7773209
539,2,44.9,6.142,0,1,2,0,2,2,1,0,1,1,473697,473700,44.9,1,1,1,1,44.9,473700,473697,473697,473700,4.844126043,8.062929227,1,1,0.097419993,0.043808907,41.97066481,-121.2941504
893,2,0.521,9.768,0,2,2,2,0,2,1,0,1,1,473826,473967,0.521,1,1,1,1,0.521,473826,473967,473967,473826,0.810692034,1.088528577,1,1,0.01314243,0.00733167,41.92378118,-121.7473581
768,2,1.526,293.389,1,2,3,1,2,2,1,0,1,1,474258,474127,1.526,1,1,1,1,1.526,474258,474127,474127,474258,2.483681682,0.963969193,1,1,0.011502587,0.022461715,41.16395353,-124.1107431
59,1780,220.553,112.555,484,1,6,0,6,1780,47894,576,719,0.030249288,478074,475808,1310.401,1,0.030249288,1,1,11868.72728,477518,475808,475334,477742,629.5174466,410.3068721,1,1,4.668838266,5.693177841,37.85747473,-119.6760806
611,3,0.565,16.034,0,1,2,0,2,3,2,1,2,0.666666667,474945,476037,1.13,1,0.666666667,1,1,0.753333333,474945,476037,474945,476037,1.121741423,1.913371314,1,1,0.022606233,0.010144712,40.50705414,-121.3605316
864,2,4.621,7.578,1,1,2,0,2,2,1,0,1,1,475222,475216,4.621,1,1,1,1,4.621,475222,475216,475216,475222,2.841559894,3.229924941,1,1,0.038498543,0.025698264,41.0913584,-121.2945765
896,2,27.72,43.99,0,1,1,1,0,2,1,0,1,1,476573,475757,27.72,1,1,1,1,27.72,476573,475757,476573,475757,13.08527632,2.460092677,1,1,0.029116005,0.11833954,40.62285053,-121.2832257
109,52,49.468,40.171,8,1,5,0,5,52,354,18,19,0.266968326,477629,477307,230.108,1,0.266968326,1,1,673.5262692,476690,477968,477245,476803,66.10771214,74.00176043,7,1,0.826260388,0.597859462,36.43278884,-119.0472045
189,133,32.055,20.178,2,1,6,0,6,133,2131,46,50,0.242766006,477997,476841,200.082,1,0.242766006,1,1,1027.219474,477821,477904,477997,477748,141.7070558,58.89665493,1,2,0.653901079,1.281558557,35.99082233,-118.5970224
862,2,18.62,65.02,0,2,3,1,2,2,1,0,1,1,477979,476934,18.62,1,1,1,1,18.62,477979,476934,477979,476934,0.459096718,17.21805667,1,1,0.188436342,0.004151941,34.83296252,-118.938006
365,2,11.21,2.966,0,2,3,0,3,2,1,0,1,1,478055,477164,11.21,1,1,1,1,11.21,478055,477164,478055,477164,8.488753087,0.609953147,1,1,0.006698229,0.076769883,35.11267155,-118.4959449
273,3,0.227,2052.478,1,3,4,2,2,3,2,1,2,0.666666667,478720,480311,0.454,1,0.666666667,1,1,0.302666667,478719,480311,480311,478720,5.534889018,7.424744215,1,1,0.083618,0.050055972,37.09404623,-121.1270779
318,2,2.828,3.799,1,1,1,1,0,2,1,0,1,1,480401,480078,2.828,1,1,1,1,2.828,480401,480078,480401,480078,2.423031677,0.601586243,1,1,0.006834909,0.021913214,37.75205046,-120.5141801
461,3,1.717,223.918,2,3,3,2,1,3,2,1,2,0.666666667,480588,481309,3.434,1,0.666666667,1,1,2.289333333,481309,480588,480588,481309,11.06453177,7.950400106,1,1,0.090077957,0.100064498,37.54593505,-122.3813354
227,16,49.601,27.625,14,1,3,0,3,16,94,1,2,0.783333333,480728,480839,126.386,2,0.783333333,2,13,582.816375,481009,480728,480727,481012,54.89358705,34.48187901,13,13,0.3954248,0.496442084,38.4316211,-122.4369629
652,4,12.324,29.231,2,1,2,0,2,4,3,2,3,0.5,480833,480969,36.971,1,0.5,1,1,18.4855,481433,480969,480596,480833,7.828200017,6.711953385,1,1,0.07667623,0.070796028,38.15410717,-122.728336
696,3,7.274,2.829,1,1,1,1,0,3,2,1,2,0.666666667,481199,480611,14.549,1,0.666666667,1,1,9.699333333,481199,480611,481199,480611,1.957027714,2.8698554,1,1,0.032819124,0.017698805,38.23043545,-122.5430066
795,3,2.055,11.367,3,1,2,1,1,3,2,1,2,0.666666667,481453,480620,4.11,1,0.666666667,1,1,2.74,481453,480620,480620,481453,2.62205543,3.433128105,1,1,0.038724277,0.023713128,37.21157461,-122.3828305
157,3,0.242,4.566,1,1,1,1,0,3,2,1,2,0.666666667,480636,481459,0.483,1,0.666666667,1,1,0.322,481459,480633,481459,480636,0.243852295,1.1737963,1,1,0.013224773,0.002205331,37.12494829,-122.3232802
601,2,19.893,13.592,2,2,3,2,1,2,1,0,1,1,480644,481016,19.893,1,1,1,1,19.893,481016,480644,480644,481016,1.251784552,4.712317409,1,1,0.053284719,0.011320786,37.39768344,-122.2110114
388,16,37.139,17.367,4,1,4,0,4,16,93,2,3,0.775,481528,481476,73.407,1,0.775,1,13,431.739875,481490,481020,480893,481528,24.52896676,27.74427831,13,1,0.317443246,0.221833042,38.26817131,-122.1110374
545,7,23.11,97.714,7,3,5,1,4,7,8,3,4,0.380952381,480712,481075,109.011,1,0.380952381,1,1,52.82314286,480971,480712,481067,481184,33.9463572,29.02692515,1,1,0.327258888,0.307001259,37.17626572,-121.6456188
329,19,29.591,74.515,7,2,4,0,4,19,45,5,7,0.263157895,480821,480966,134.263,1,0.263157895,1,1,140.1663158,481543,481062,481138,480966,41.32520229,54.68448134,4,1,0.618892509,0.373733448,37.46356306,-121.703129
108,5,6.402,134.356,5,3,3,2,1,5,4,3,4,0.4,480729,481308,25.607,1,0.4,1,1,10.2428,480729,481308,481308,480729,14.51939625,12.99409702,1,1,0.148155315,0.131309315,38.01256726,-122.6692633
748,3,10.68,36.662,1,2,3,2,1,3,3,0,1,1,480737,481435,15.07,2,1,2,2,21.36066667,480737,481435,481435,481332,4.616010301,10.5553173,2,2,0.12049087,0.041745892,38.09880582,-122.5829019
898,2,6.944,215.799,1,3,3,3,0,2,1,0,1,1,480826,480973,6.944,1,1,1,1,6.944,480973,480826,480973,480826,5.248465557,0.168015717,1,1,0.001908927,0.047465639,37.7528531,-122.1008148
440,9,13.685,45.136,8,2,3,1,2,9,10,4,6,0.277777778,481053,481293,55.572,1,0.277777778,1,1,30.41022222,481053,481047,481148,480828,12.78800316,24.13806906,1,1,0.272234019,0.115651086,37.20226352,-121.9460964
445,2,6.026,5.785,2,2,3,2,1,2,1,0,1,1,481377,481498,6.026,1,1,1,1,6.026,481498,481377,481377,481498,1.668336184,0.210194638,1,1,0.002386385,0.015087961,37.69816399,-122.0542703
642,2,0.156,5.786,0,2,2,2,0,2,1,0,1,1,481694,481546,0.156,1,1,1,1,0.156,481546,481694,481694,481546,0.401999563,0.195724249,1,1,0.002190226,0.00363557,36.60573513,-121.8571625
122,27,65.892,25.504,12,2,5,0,5,27,138,5,8,0.393162393,481826,481671,206.972,1,0.393162393,1,4,673.5596296,481826,481671,481793,481826,90.12543529,88.17149954,4,15,0.987593734,0.815068961,36.67737969,-121.1210505
236,14,146.516,338.668,12,2,5,0,5,14,37,4,5,0.406593407,481699,481782,340.195,1,0.406593407,1,7,774.4412857,481782,481699,481699,481782,189.1563631,153.0131887,7,7,1.699584384,1.710676679,36.02490448,-120.8934376
137,5,13.706,13.171,2,3,5,1,4,5,5,1,3,0.5,481798,481696,26.155,1,0.5,1,1,27.4112,481798,481696,481696,481703,8.830642042,14.02819521,1,2,0.156666088,0.07986183,36.45058393,-121.7335906
421,9,31.975,156.825,4,3,5,1,4,9,11,5,6,0.305555556,481775,481621,117.12,1,0.305555556,1,1,78.16155556,481621,481775,481605,481621,26.21370345,99.83740955,1,1,1.089445746,0.237069324,34.5910477,-120.0063501
694,2,0.192,8.921,0,0,1,0,1,2,1,0,1,1,481649,481650,0.192,1,1,1,1,0.192,481649,481650,481650,481649,0.446145366,0.0548645,1,1,0.000601862,0.004034813,35.02656533,-120.6229259
739,2,8.26,120.111,2,2,4,1,3,2,1,0,1,1,481856,481789,8.26,1,1,1,1,8.26,481856,481789,481856,481789,1.670968812,5.00085972,1,1,0.054962333,0.01511177,35.17956276,-120.5080486
232,13,86.85,49.212,35,2,5,0,5,13,48,3,4,0.615384615,481901,482170,182.666,1,0.615384615,1,9,641.3538462,482165,481895,481895,482170,52.23358891,55.95312061,9,9,0.607466073,0.472385813,34.16427706,-118.124608
134,40,43.912,109.43,40,2,6,0,6,40,206,11,14,0.264102564,482041,482318,230.511,1,0.264102564,1,1,452.297,482444,482303,481908,482318,70.37510176,110.0669168,1,1,1.187896714,0.636452527,33.65844118,-117.3063001
222,9,19.816,47.803,4,2,5,0,5,9,12,3,5,0.333333333,482045,482415,97.624,1,0.333333333,1,1,52.84266667,482045,482415,481962,482313,30.56702613,24.06758949,1,1,0.256965916,0.276439544,32.71514424,-116.4685625
490,7,16.939,143.385,3,3,5,0,5,7,12,2,3,0.571428571,482321,481878,27.355,1,0.571428571,1,1,58.076,482509,481878,482508,482321,23.38933131,9.779723705,1,1,0.106529229,0.211526501,34.44371762,-119.3087052
764,6,8.301,31.521,7,3,4,0,4,6,6,2,4,0.4,482328,482331,26.623,1,0.4,1,1,16.60166667,482331,482329,482328,482331,12.68970374,17.19050391,1,1,0.186459367,0.114762094,34.08610893,-118.7353717
413,9,53.667,262.929,6,4,5,2,3,9,14,4,5,0.388888889,482219,482051,136.925,1,0.388888889,1,4,166.9633333,482416,482427,482051,482219,20.09428866,73.86751056,1,4,0.805777124,0.181727067,34.56236029,-118.7539844
211,8,45.036,94.675,5,2,5,0,5,8,22,1,2,0.785714286,482310,481926,92.498,1,0.785714286,1,1,247.697,481926,482276,481926,482310,21.18174024,68.24425946,6,1,0.73311082,0.191561671,33.25578086,-117.2871529
466,14,26.252,40.787,9,2,4,0,4,14,25,5,6,0.274725275,482213,482397,96.075,1,0.274725275,1,1,93.75742857,482558,481943,482187,482213,21.78718982,51.2288362,1,1,0.549218265,0.197037186,33.07963628,-117.1587547
584,5,9.036,108.025,3,3,4,1,3,5,5,1,3,0.5,482130,481961,33.119,1,0.5,1,1,18.0712,481961,482128,481961,482130,13.71488315,28.24810895,1,1,0.301695503,0.124033526,32.74316159,-116.8688965
541,6,40.733,84.564,4,2,5,0,5,6,11,1,2,0.733333333,482014,482307,84.851,1,0.733333333,1,1,149.353,482014,482420,482014,482307,38.14889992,55.56652236,4,1,0.597769288,0.345007867,33.3796511,-117.2270434
320,2,0.122,27.192,0,2,2,2,0,2,1,0,1,1,482017,482456,0.122,1,1,1,1,0.122,482017,482456,482017,482456,0.83942938,0.659547402,1,1,0.007078388,0.007591562,33.17230561,-117.3504568
757,2,5.427,65.344,1,2,3,2,1,2,1,0,1,1,482265,482018,5.427,1,1,1,1,5.427,482265,482018,482265,482018,3.197654293,4.14039001,1,1,0.044427547,0.028918682,33.15670679,-117.3053484
821,5,20.272,210.098,5,4,5,3,2,5,7,1,2,0.7,482137,482284,34.497,1,0.7,1,1,56.7628,482284,482139,482285,482137,14.66233683,30.08612418,1,3,0.321708175,0.13260203,32.84888622,-117.0093497
258,4,9.322,123.319,2,3,5,0,5,4,4,1,2,0.666666667,482566,482401,18.066,1,0.666666667,1,1,18.645,482566,482401,482392,482220,7.120045784,14.81955243,1,2,0.158040479,0.064391681,32.61026929,-117.0041736
515,2,0.719,8.833,0,2,2,2,0,2,1,0,1,1,482526,482234,0.719,1,1,1,1,0.719,482526,482234,482234,482526,0.91008874,0.798313782,1,1,0.008620097,0.008230585,33.7018025,-118.0523478
197,2,12.284,12.554,2,2,3,1,2,2,1,0,1,1,482375,482466,12.284,1,1,1,1,12.284,482466,482375,482466,482375,0.221394845,3.540989059,1,1,0.037979233,0.002002232,33.11841748,-117.2268462
363,5,19.85,23.35,1,2,3,1,2,5,7,1,2,0.7,482609,482637,38.123,1,0.7,1,3,55.5796,482624,482609,482637,482624,21.51169221,4.606525257,1,1,0.054934203,0.194545664,41.12424227,-120.0890201
521,6,27.038,51.473,2,2,3,1,2,6,8,2,3,0.533333333,482722,482695,55.524,1,0.533333333,1,1,72.101,482623,482695,482695,482722,19.49260162,25.96751082,3,1,0.30896048,0.176285579,40.97319409,-120.2106166
506,3,18.23,233.088,2,3,3,2,1,3,2,1,2,0.666666667,482702,482720,36.461,1,0.666666667,1,1,24.30733333,482702,482720,482720,482702,16.78876951,13.02467587,1,1,0.157033275,0.151832886,41.83385553,-120.0281634
174,2,15.891,125.259,1,2,3,2,1,2,1,0,1,1,482653,482668,15.891,1,1,1,1,15.891,482653,482668,482653,482668,8.477599009,3.087784047,1,1,0.036687215,0.076669009,40.88120649,-120.7734436
253,42,6.302,466.98,10,1,3,0,3,42,65,22,26,0.075493612,483108,482883,52.396,1,0.075493612,1,1,19.50747619,482955,483022,483108,482796,33.86571429,29.95328445,1,1,0.341453956,0.306271947,37.99844805,-119.2545987
132,108,43.051,35.136,12,2,6,0,6,108,251,57,69,0.043440637,482887,483155,279.233,1,0.043440637,1,1,200.1079444,483155,482982,482963,483155,206.6411583,99.48410503,1,1,1.115676779,1.868804225,36.77182076,-118.2080417
813,2,0.139,45.195,0,2,2,2,0,2,1,0,1,1,482777,483225,0.139,1,1,1,1,0.139,482777,483225,482777,483225,0.418002801,1.194343606,1,1,0.013063767,0.003780299,34.78717177,-118.1198372
527,7,65.209,107.804,6,2,4,0,4,7,16,1,2,0.761904762,483099,482874,152.876,1,0.761904762,1,5,298.0988571,483099,482874,483244,482874,74.60329528,42.81053973,5,5,0.467244016,0.674691114,34.60681843,-116.964147
659,3,27.2,25.552,7,3,5,2,3,3,3,0,1,1,483316,483241,39.116,2,1,2,2,54.40066667,483316,483241,483105,483241,8.375470498,3.445599774,2,2,0.038487867,0.075745388,36.46591495,-116.3197298
617,2,96.151,47157.153,1,4,6,3,3,2,1,0,1,1,483389,483334,96.151,1,1,1,1,96.151,483389,483334,483389,483334,70.62966926,39.96817476,1,1,0.428078417,0.638754764,32.9941751,-116.0305923
