lagoslakeid
166438
168310
169002
170854
171962
166301
168961
171999
169719
167956
172023
171796
167802
166786
170181
170754
166079
169036
169658
169272
168184
166382
168980
171297
167296
171718
166280
172001
168677
167156
167187
167534
168875
172100
170573
170994
168560
171868
168086
171567
168727
166308
170231
167249
165944
168928
171721
170642
168915
170323
170259
166512
167600
171311
165943
171253
169857
166996
171885
166393
168513
169949
168903
171519
172445
170377
167461
171295
167495
169652
169504
168925
449121
453019
449453
452797
449788
449907
449753
449844
449227
449170
449533
451979
453120
450052
449896
449953
452887
452369
449336
449642
451977
449661
452074
451862
449610
450009
450040
449603
449991
449197
452899
450422
449469
450005
449503
452373
449856
450308
452411
450615
449858
450461
150245
149490
151436
149466
150589
150218
150306
150264
149109
150586
150621
243710
242854
237209
244749
249186
247437
239138
247138
249117
236212
244987
246086
248313
248413
245107
237219
242125
237208
241288
244044
238401
237348
236572
243196
243173
243359
237535
237576
241340
237511
239865
241783
241711
242906
241733
239980
238968
238982
241884
238861
243783
239971
239815
238878
243858
237010
236826
243917
243681
239926
236780
238907
241801
240780
239762
240759
237722
239925
238858
238022
241707
238994
238911
242614
243794
238846
53320
88591
77023
3420
37571
77080
156895
157618
159863
158136
155897
156153
156131
156568
156306
155932
156539
155374
155377
158778
159570
158804
157247
158402
159577
158609
158127
159142
158357
154969
156461
155020
156206
155045
157741
157976
160053
157330
158001
160057
158792
159756
112030
92523
131013
37427
23850
90475
118217
46770
52078
58234
110959
13293
63401
62311
72665
27029
6499
58232
39482
45785
44792
125638
111991
115040
56159
24871
98673
42724
73646
121494
107841
7151
52038
64463
29009
80022
6788
81089
6756
28993
6543
133079
9378
68637
125625
74717
105867
118216
68560
50979
63402
21646
7104
84222
62330
24892
17407
1
41727
97731
121434
6396
40571
54148
136158
15330
86339
97634
67558
92525
85301
121129
315375
66268
381
14073
105596
51795
314196
49687
57956
89197
22480
38141
124309
3495
39213
128832
21775
54240
131962
122
73818
3824
62425
127784
1515
456954
457118
456953
144224
144597
145530
146174
147884
147888
144628
144862
148348
148238
148490
148376
146114
146575
148967
145988
148345
144852
146604
144711
144854
148974
148240
149022
151296
150428
149301
149304
151890
150796
149663
151242
150408
151295
149396
149400
151213
149698
151897
151208
149467
234508
235213
232201
235845
234653
234183
235161
232154
235313
234124
221947
220580
222411
221020
223330
221131
221664
220664
223016
222808
222259
221694
222477
223288
221888
221084
44812
5653
4626
29964
104716
37
134211
5694
88333
85147
4910
104713
109853
39437
20527
517
134222
125568
36208
7434
72549
89393
99626
51989
96553
100593
23798
108833
120322
73590
21594
99625
19460
43695
5914
114994
109856
12215
180719
189777
179722
185375
177727
180998
185377
104870
67651
112109
82173
1607
59390
878
122561
76914
123605
132985
19624
20692
3526
172837
177256
173205
182232
179322
179976
181375
183201
183270
181027
182874
172591
175914
178488
175780
180513
183359
174539
177135
180051
180263
181517
180086
178767
177635
174217
176403
178097
180803
180716
179379
174616
183803
174999
183892
181374
180995
177111
172794
181886
180082
177227
183741
183837
183963
180375
175580
177285
179371
177786
183197
172718
181638
180398
182390
174196
174259
175525
180099
177131
174388
424032
17362
7429
