lagoslakeid,net_id,lagos_degree,strength
161268,2,2,0.312
165609,2,3,1.121
163432,2,140,14267.492
161494,2,3,16.159
163640,2,139,12643.994
164469,2,150,16546.099
165667,2,7,84.377
164327,2,70,5463.426
162087,2,71,2456.749
165055,2,73,4061.231
164197,2,70,3437.327
163043,2,9,184.728
163146,2,9,331.389
161678,2,3,19.762
161676,2,3,61.548
164464,2,11,357.191
162292,2,12,373.547
163756,2,9,126.626
165448,2,2,12.509
164465,2,21,165.023
163755,2,111,5109.053
164092,2,6,63.878
161875,2,6,96.742
163369,2,18,853.707
164255,2,70,2408.203
165060,2,70,4225.664
160165,2,70,4637.786
165735,2,70,2814.995
163468,2,70,3872.732
160708,2,2,0.692
161408,2,70,2709.961
165743,2,70,2630.575
161433,2,74,3522.196
164276,2,70,2606.217
164265,2,70,2568.372
164289,2,70,3028.82
162041,2,70,3536.963
163580,2,70,3727.72
165030,2,71,3483.598
165701,2,85,3288.009
165523,2,8,323.018
161898,2,7,306.52
162046,2,2,0.93
164204,2,138,16922.342
163542,2,4,11.548
165002,2,2,0.67
164274,2,3,3.931
164287,2,6,14.08
165017,2,140,15599.457
162785,2,2,0.414
161375,2,2,0.452
162784,2,2,0.251
163498,2,3,6.696
164966,2,2,0.215
165699,2,2,2.329
164223,2,2,2.335
161352,2,3,5.891
160678,2,3,9.287
164935,2,2,4.388
163483,2,138,15848.007
165651,2,138,13948.607
165832,2,138,12617.076
163538,2,138,14482.795
162905,2,138,13422.641
164819,2,138,22532.246
164273,2,138,12663.543
165718,2,2,0.268
164994,2,138,18140.126
163431,2,2,0.155
162687,2,3,6.463
161969,2,3,6.925
163456,2,139,13253.704
160696,2,139,18317.525
162977,2,2,0.489
163676,2,2,3.561
163671,2,2,0.8
165885,2,2,2.407
161461,2,2,1.568
162888,2,138,12859.772
161226,2,2,0.368
165554,2,138,16590.221
161340,2,138,13905.817
162127,2,138,16337.97
163594,2,2,0.414
163593,2,2,1.14
163592,2,2,1.131
162147,2,138,14335.18
161320,2,2,0.117
160653,2,4,1.961
164923,2,2,1.38
165666,2,7,16.378
162038,2,10,42.561
162721,2,6,15.376
162007,2,18,163.08
161983,2,13,173.727
164900,2,13,145.255
164911,2,13,113.228
165619,2,149,16441.84
162838,2,2,0.412
165740,2,2,0.46
161420,2,2,2.466
163556,2,138,14127.921
163648,2,138,13704.631
162124,2,138,15094.025
161464,2,138,14584.074
164217,2,138,16050.455
164151,2,2,1.128
164885,2,3,1.93
160608,2,139,14387.636
162094,2,4,22.623
162823,2,4,10.958
161407,2,2,0.716
165725,2,2,1.05
162095,2,5,10.982
164281,2,6,25.207
165732,2,2,1.342
163541,2,4,20.182
161415,2,4,34.123
160699,2,138,12566.091
164984,2,138,14312.857
164222,2,2,0.186
164227,2,2,0.204
162760,2,2,3.174
161378,2,138,18148.873
160421,2,4,14.921
165446,2,2,0.128
164015,2,3,5.787
160408,2,3,5.118
160413,2,3,5.422
162540,2,4,18.049
160438,2,7,33.407
165473,2,5,20.879
164061,2,6,21.544
164062,2,3,6.543
163326,2,3,5.092
164071,2,139,17853.494
161365,2,3,11.895
163485,2,4,5.398
165680,2,3,1.514
160661,2,4,4.291
163477,2,2,0.601
162745,2,3,3.39
164944,2,4,15.591
163514,2,139,17768.793
162847,2,138,16424.708
162618,2,3,2.274
164799,2,2,1.129
161208,2,3,1.903
161900,2,2,0.762
160522,2,3,3.069
160523,2,3,2.345
160520,2,140,16626.071
162594,2,3,1.428
160494,2,2,1.098
164075,2,3,10.649
163339,2,4,1.241
161179,2,3,1.014
164767,2,3,2.661
163338,2,3,11.414
162290,2,193,18712.653
164631,2,16,188.99
163941,2,23,313.048
161065,2,8,37.326
163209,2,7,33.445
160308,2,2,2.92
164618,2,7,51.003
163203,2,7,28.882
165374,2,3,4.477
165388,2,16,258.301
165397,2,16,281.064
164642,2,16,282.674
164689,2,2,0.088
161800,2,2,0.057
163982,2,2,8.99
163845,2,18,1053.894
164540,2,18,1067.657
162424,2,18,869.911
165270,2,18,1135.991
163094,2,18,1361.587
160161,2,81,4187.283
163083,2,17,558.974
160935,2,13,163.527
164482,2,13,203.83
160926,2,13,201.248
160180,2,34,816.342
161610,2,24,638.413
162330,2,23,567.272
160179,2,24,605.52
162327,2,23,655.283
160182,2,23,600.525
162328,2,23,692.895
162331,2,23,573.929
161628,2,24,906.508
164471,2,40,2119.957
163766,2,40,1577.254
163060,2,40,1639.512
163049,2,2,0.139
163048,2,3,0.46
163050,2,40,1984.823
162306,2,40,1827.721
165189,2,75,3733.277
163037,2,37,2386.247
171858,2,3,9.149
170975,2,38,1689.026
162301,2,38,1694.286
170993,2,37,2304.395
168510,2,37,1954.195
166934,2,37,2295.611
163763,2,38,1769.972
160923,2,37,1615.652
167599,2,70,2808.541
169411,2,14,210.037
170172,2,13,188.912
166849,2,9,163.503
168465,2,3,47.304
169329,2,3,50.238
170853,2,13,127.457
170852,2,4,37.959
166789,2,7,50.947
170122,2,4,22.543
166058,2,2,3.881
166788,2,10,450.773
170850,2,3,13.552
170851,2,2,3.844
166787,2,3,19.837
166805,2,3,12.511
169067,2,2,2.028
171519,2,812,279418.798
167375,2,2,3.88
172397,2,811,253322.04
166605,2,811,278235.972
169468,2,811,432486.455
170713,2,3,5.794
172445,2,812,316611.065
168132,2,5,12.522
172303,2,812,263040.702
170716,2,3,4.617
168278,2,812,257787.626
169563,2,5,23.837
169551,2,5,23.104
171186,2,5,16.974
170377,2,814,325607.993
167462,2,2,3.658
167461,2,811,316952.1
171256,2,2,8.814
169645,2,2,6.551
171294,2,2,3.781
171295,2,811,314864.66
169761,2,2,1.342
168988,2,811,260814.879
168075,2,7,31.634
168076,2,11,29.289
170544,2,7,20.436
166081,2,811,369828.818
170969,2,811,357799.877
167503,2,2,4.932
167495,2,811,310864.361
168258,2,811,257801.256
169652,2,812,275888.695
167849,2,2,9.959
169504,2,811,347494.687
171298,2,12,66.234
172183,2,12,58.953
168925,2,821,265318.345
169641,2,811,307901.704
168648,2,811,300160.709
168733,2,811,310262.564
167380,2,853,261621.3
172371,2,45,1167.284
166504,2,42,760.734
166551,2,4,14.112
169837,2,5,11.926
169058,2,43,804.84
169029,2,10,63.783
167365,2,2,1.968
168169,2,10,57.477
170607,2,50,846.318
170597,2,2,0.256
167322,2,2,2.025
168155,2,42,709.426
169712,2,27,497.076
172154,2,27,588.329
167252,2,27,314.881
170465,2,27,479.499
167227,2,27,330.162
171396,2,27,465.824
168146,2,45,628.362
171477,2,42,820.432
167383,2,44,1082.066
171437,2,42,652.119
166492,2,3,1.715
169777,2,42,683.159
169751,2,3,5.338
172256,2,3,5.199
169011,2,67,1040.097
172283,2,42,1045.229
171505,2,42,1010.576
167287,2,2,1.571
171397,2,42,1186.366
167399,2,2,1.481
168121,2,14,90.141
168134,2,13,84.331
171393,2,13,114.038
169790,2,14,95.211
166515,2,2,0.792
168157,2,42,743.338
168039,2,13,45.183
168897,2,72,1213.287
169702,2,2,1.167
172208,2,2,4.077
168081,2,27,438.109
171358,2,27,505.15
450721,3,2,1.642
451047,3,10,115.911
451550,3,11,110.678
451379,3,10,104.985
451376,3,2,0.384
451375,3,2,0.939
451199,3,10,110.022
450814,3,15,140.241
451734,3,8,61.436
451185,3,2,0.577
451517,3,2,0.351
450691,3,6,42.683
451048,3,4,11.077
451538,3,4,14.185
450538,3,4,11.546
450700,3,8,65.536
450723,3,3,2.72
451741,3,7,9.905
451210,3,2,0.778
451748,3,3,5.326
450539,3,2,2.261
450813,3,86,15778.866
450608,3,7,23.468
451265,3,3,5.596
450791,3,86,11857.381
450884,3,2,0.573
451742,3,2,0.725
451540,3,82,16671.906
450760,3,83,9961.207
451764,3,2,0.661
450568,3,5,19.896
451763,3,7,27.194
450925,3,5,41.71
451087,3,2,0.544
450923,3,2,0.591
451772,3,3,3.432
451580,3,3,3.723
451234,3,2,2.963
451411,3,5,20.464
450815,3,85,10938.925
451792,3,6,5.414
451251,3,82,10685.983
451113,3,2,0.711
450603,3,82,12704.194
450621,3,14,1598.545
451811,3,2,2.28
450617,3,3,5.473
451273,3,3,5.23
451119,3,6,7.223
451122,3,2,1.831
450616,3,3,4.623
451808,3,2,1.02
451457,3,2,1.544
450957,3,3,4.271
451270,3,2,0.371
451456,3,2,1.701
450956,3,2,0.886
451269,3,9,497.284
451801,3,9,450.94
450762,3,9,546.022
450816,3,21,2291.267
449904,3,3,6.385
449898,3,2,4.271
449585,3,2,2.11
449187,3,10,215.228
449906,3,2,3.841
449492,3,5,43.141
449910,3,5,37.801
449486,3,13,206.134
449908,3,2,0.588
449291,3,10,263.881
449121,3,532,251992.863
453019,3,525,557671.061
449200,3,525,237503.927
449339,3,2,1.544
449453,3,524,253763.184
450194,3,524,304616.936
450443,3,524,370326.318
449774,3,524,257272.224
449599,3,524,232567.761
452477,3,5,186.975
452898,3,6,299.111
452797,3,527,349256.627
452706,3,524,332200.104
449590,3,2,0.422
449788,3,524,254038.711
449281,3,524,239405.218
449493,3,2,5.927
449907,3,524,249439.752
449753,3,526,259004.861
450115,3,524,311360.403
449572,3,525,227058.821
449262,3,7,88.782
449264,3,529,224424.071
449897,3,524,268368.586
449614,3,3,12.597
449618,3,11,240.386
449823,3,2,2.603
449543,3,16,313.135
449734,3,3,34.713
449720,3,3,17.905
449918,3,10,244.835
449521,3,5,64.592
449626,3,5,39.505
449727,3,5,47.49
449844,3,536,249576.436
449708,3,2,2.523
449711,3,4,19.006
449410,3,4,20.425
449305,3,6,35.371
449412,3,6,33.553
449812,3,2,7.556
449924,3,6,148.264
449227,3,532,253092.288
449420,3,2,3.08
449718,3,3,20.145
452441,3,524,333464.28
449617,3,524,250318.197
449476,3,2,0.817
449170,3,524,258195.521
449533,3,525,275602.971
452201,3,2,1.77
451979,3,524,441577.095
452205,3,524,371717.039
449640,3,524,240329.022
453269,3,117,35744.589
453145,3,117,59827.132
453586,3,117,58005.823
453167,3,117,29347.254
453560,3,117,32646.642
453553,3,117,31263.431
453189,3,25,1779.657
453140,3,155,33175.174
453580,3,9,586.556
453312,3,2,1.165
453250,3,9,558.104
453240,3,18,300.594
453515,3,26,938.838
453428,3,3,10.287
453309,3,5,105.39
453485,3,3,2.117
453358,3,118,34152.409
453391,3,117,35977.344
453394,3,117,23137.718
453170,3,117,33418.972
453339,3,117,37985.946
453232,3,117,31097.587
453481,3,117,33285.306
453245,3,117,44579.769
453612,3,118,30647.178
453171,3,2,3.86
453603,3,117,23492.329
453120,3,709,384483.302
453101,3,13,1044.229
450052,3,525,293308.044
449680,3,524,218743.265
450141,3,524,261400.246
449896,3,527,269541.831
451362,3,9,152.328
451032,3,9,183.629
450200,3,3,0.666
450000,3,3,0.822
450003,3,2,0.523
450307,3,2,0.93
450055,3,2,0.381
450249,3,3,4.221
449951,3,3,3.095
449953,3,525,295942.481
452516,3,2,1.676
452887,3,524,329652.556
451890,3,525,244120.877
450394,3,524,298856.152
452826,3,5,40.479
452369,3,530,356875.346
452559,3,2,1.213
452406,3,4,24.961
449650,3,2,0.557
449336,3,524,251955.128
452057,3,2,0.463
452113,3,2,0.457
452237,3,524,244063.997
449642,3,526,270170.465
449538,3,2,2.947
449942,3,8,87.577
449738,3,8,66.866
449743,3,2,1.663
449742,3,2,1.012
449837,3,2,1.885
449940,3,3,20.679
449545,3,18,343.793
449838,3,11,123.011
449961,3,524,299450.469
452784,3,524,330505.166
452200,3,2,3.672
451977,3,524,441916.869
452186,3,524,415403.139
449660,3,2,1.796
449346,3,2,2.772
449661,3,524,268346.897
452074,3,525,428874.761
449241,3,524,234443.889
451862,3,529,449610.292
449859,3,524,254022.999
452061,3,524,265553.366
449304,3,2,1.809
449916,3,3,12.051
449610,3,525,251224.926
450163,3,524,313021.432
450010,3,3,5.393
450009,3,525,299132.694
450123,3,6,90.253
450081,3,4,90.078
450098,3,38,2002.131
450034,3,27,2313.666
450232,3,27,2213.165
450091,3,27,2538.851
450041,3,40,2403.408
450292,3,8,112.551
450229,3,27,2707.598
450279,3,3,114.238
450129,3,2,22.421
450193,3,9,178.938
450040,3,531,313706.278
452255,3,524,440840.901
449603,3,526,266983.708
449991,3,529,316483.897
451936,3,524,230902.42
452283,3,524,247341.041
452884,3,524,314212.761
449403,3,2,1.636
449197,3,524,259898.94
453871,3,60,19737.997
454019,3,13,440.064
453976,3,11,435.252
453856,3,69,22663.36
453987,3,3,6.772
453959,3,4,41.757
453986,3,10,341.475
454030,3,2,18.052
453851,3,2,7.742
453808,3,10,423.076
453928,3,67,24289.103
453855,3,61,23395.569
453773,3,5,773.541
453698,3,3,16.996
453697,3,3,16.399
453662,3,2,104.615
453717,3,2,135.599
453659,3,2,39.456
453740,3,5,798.893
453751,3,73,45423.378
453737,3,2,1.547
453674,3,10,1639.004
453758,3,2,37.979
453667,3,11,1216.446
454553,3,23,8818.719
454370,3,2,13.48
454401,3,28,6058.768
454359,3,28,7146.03
454357,3,28,5507.682
454324,3,28,5429.345
454294,3,61,16076.44
454396,3,13,768.947
454411,3,2,9.529
454300,3,13,726.272
454967,3,23,8961.027
454782,3,4,282.264
454836,3,17,2039.684
454837,3,2,14.446
454733,3,15,2166.434
454789,3,23,5588.211
454809,3,42,6911.483
454805,3,42,3790.719
454689,3,42,7857.816
454829,3,42,6097.027
454722,3,2,4.974
454751,3,42,6131.7
454884,3,42,4134.009
454779,3,42,9111.045
454753,3,2,24.43
454729,3,2,20.376
454700,3,23,6296.925
454950,3,24,7939.926
454118,3,20,1343.371
454129,3,22,3223.934
454236,3,5,99.031
454127,3,5,561.847
454185,3,5,698.653
454163,3,4,220.155
453933,3,60,24992.629
453965,3,60,24672.583
453954,3,61,25308.125
453830,3,60,20290.239
453764,3,60,44248.147
453872,3,2,4.237
453831,3,3,12.784
453945,3,61,21258.528
449701,3,524,238464.33
452682,3,2,2.125
452899,3,524,325182.408
449654,3,524,254428.878
449387,3,524,246420.492
452274,3,524,231261.458
450294,3,524,260573.173
452667,3,524,345871.809
449651,3,524,252365
450237,3,524,286968.836
451922,3,524,272602.994
450350,3,2,1.865
450422,3,524,273868.484
449883,3,2,15.073
449469,3,524,255672.073
452153,3,524,283170.437
449845,3,524,269645.761
449634,3,524,281382.217
449454,3,524,254407.168
449957,3,2,1.072
450005,3,524,298053.157
451992,3,524,390712.134
449799,3,2,0.733
449503,3,524,268067.664
452373,3,525,407252.969
449245,3,2,0.268
449552,3,2,0.256
449856,3,524,251862.527
449308,3,524,263405.306
449465,3,4,4.427
449568,3,2,1.159
449259,3,2,1.094
449668,3,524,230030.833
451961,3,524,362828.513
450308,3,525,296580.345
453064,3,2,15.433
449247,3,524,254753.851
449505,3,524,266198.104
452905,3,524,431497.239
452729,3,524,388247.542
449978,3,524,330097.104
452001,3,524,256200.36
449754,3,524,268212.043
451947,3,524,233535.865
451963,3,524,430337.877
452318,3,2,1.689
452411,3,524,367586.187
452184,3,524,428335.483
450954,3,3,24.519
450615,3,524,320939.556
452897,3,524,422835.019
449504,3,524,259111.274
452944,3,524,362194.986
449793,3,524,271191.212
449501,3,524,267180.757
451927,3,524,450199.267
449554,3,3,2.578
449858,3,524,252031.525
449499,3,524,257231.177
452229,3,525,221097.256
452079,3,524,247851.801
450461,3,602,344313.715
451660,3,34,4908.512
451658,3,39,6178.184
451154,3,34,5876.79
451148,3,34,4648.022
451294,3,2,2.009
451659,3,34,5003.152
450479,3,34,5234.662
450636,3,5,103.554
450981,3,34,8930.414
451661,3,34,5216.434
450820,3,2,2.941
450646,3,34,4262.677
450666,3,20,1563.637
450673,3,20,1388.752
450476,3,2,1.75
451676,3,2,1.814
450478,3,20,1719.25
451316,3,20,1673.615
451507,3,6,106.219
450513,3,6,95.964
451339,3,7,105.066
450858,3,2,1.686
450514,3,6,90.102
451813,3,3,11.596
451124,3,3,11.534
451278,3,14,1660.886
450462,3,95,15431.497
450531,3,82,16638.672
451248,3,82,10480.605
450611,3,2,1.508
450609,3,83,12456.275
451116,3,82,12534.851
450593,3,82,10192.688
450536,3,14,175.983
451377,3,2,1.522
451202,3,2,1.01
451536,3,2,0.43
450705,3,14,155.996
450895,3,3,7.512
451556,3,3,4.487
450726,3,4,6.302
451216,3,4,8.305
450730,3,5,9.117
451402,3,6,12.733
451566,3,3,2.41
450744,3,2,0.593
451066,3,3,1.756
450910,3,2,0.595
451226,3,2,0.176
450560,3,2,0.454
451759,3,2,0.677
450909,3,2,0.405
451220,3,4,10.104
450548,3,3,6.968
450710,3,3,5.534
