lagoslakeid,net_id,lagos_degree,strength
125698,10,1316,480201.003
133005,10,2,0.555
139196,10,1315,647714.7
44792,10,1316,789381.052
129904,10,7,77.354
6978,10,1322,481463.362
125638,10,1316,666838.248
86355,10,1315,497196.922
6792,10,1315,479953.812
100743,10,1315,510720.519
13276,10,1315,694233.048
111991,10,1316,805751.723
115040,10,1317,769545.785
18527,10,2,1.789
73723,10,1315,589321.299
53180,10,3,12.503
7162,10,6,47.51
21753,10,2,0.574
83221,10,6,39.861
7245,10,7,67.351
111044,10,5,43.981
23920,10,3,33.275
111031,10,1315,543525.109
133016,10,1315,493304.608
71639,10,1315,670543.69
6519,10,2,2.129
126777,10,2,3.039
139176,10,2,3.056
62401,10,1315,583257.79
66517,10,1315,724931.807
96663,10,1315,637645.731
95624,10,1315,510961.264
6820,10,13,171.283
108917,10,14,182.1
88439,10,2,1.589
52077,10,13,161.432
56159,10,1328,809767.596
6857,10,2,2.239
141775,10,3,10.269
115088,10,5,39.242
116156,10,5,46.957
138227,10,6,39.662
29010,10,3,11.977
39483,10,1315,682291.645
48885,10,2,1.716
24871,10,1315,747137.77
85218,10,3,11.746
65466,10,3,17.29
98673,10,1316,779927.756
128925,10,3,10.037
42718,10,3,3.063
42724,10,1316,759558.368
9302,10,1315,516383.675
22853,10,1315,438786.989
36300,10,2,2.428
38404,10,2,1.804
73646,10,1315,687467.606
17382,10,1315,760596.51
14417,10,1315,833509.522
107910,10,4,14.258
121494,10,1317,745128.593
131991,10,1315,460866.397
97661,10,1315,843566.022
55144,10,1315,792684.533
125629,10,37,2099.666
6873,10,45,1422.238
115052,10,3,6.906
118206,10,3,5.839
120371,10,2,5.634
43737,10,3,13.671
108885,10,37,1569.371
96583,10,6,40.322
67561,10,21,753.275
47842,10,20,593.651
71587,10,21,598.814
37354,10,20,529.084
7400,10,2,2.618
106853,10,20,708.726
122456,10,55,1995.606
23863,10,38,1700.569
50975,10,37,1752.444
101696,10,2,1.548
95558,10,2,1.274
9406,10,3,5.048
106841,10,3,8.824
66525,10,37,1479.992
140303,10,38,1418.986
107841,10,1383,746363.714
12291,10,5,56.464
54123,10,4,63.663
106831,10,12,270.409
115066,10,2,0.179
108895,10,4,29.707
66500,10,3,22.87
88411,10,3,23.412
6976,10,2,1.245
7241,10,3,12.591
132072,10,3,24.313
23862,10,4,19.601
134099,10,1315,476682.229
124619,10,1316,464847.507
44847,10,1315,769813.087
82151,10,6,107.083
59370,10,1320,483109.105
29052,10,1315,744868.907
79016,10,4,63.923
82078,10,13,228.098
129992,10,4,20.645
89459,10,6,24.543
131024,10,2,1.468
126846,10,5,18.816
118188,10,2,1.35
59265,10,13,263.766
118192,10,11,271.625
12262,10,11,206.899
92518,10,3,22.69
53130,10,12,192.61
122455,10,11,192.698
12292,10,11,216.625
35227,10,2,2.736
122464,10,3,1.038
13292,10,2,1.729
127876,10,3,15.088
72585,10,12,289.071
104784,10,2,4.648
31100,10,5,46.994
6506,10,5,42.203
6559,10,15,285.886
7151,10,1346,824804.567
107839,10,12,229.522
100657,10,12,284.421
122452,10,12,277.872
84218,10,2,2.723
84235,10,4,37.68
52038,10,1316,842241.443
26003,10,1315,480124.441
67579,10,2,2.662
64463,10,1317,948853.492
29009,10,1316,819117.682
126820,10,2,1.337
75859,10,1315,427507.747
108900,10,5,2.38
59257,10,2,1.066
97650,10,2,0.604
80022,10,1315,863383.469
104859,10,1315,894367.098
108901,10,2,4.739
65487,10,1315,663409.761
127818,10,1315,478308.44
22851,10,1315,461088.541
74793,10,1316,453236.819
29057,10,1315,860466.001
6788,10,1323,816394.273
125617,10,2,1.915
83139,10,6,38.42
38383,10,2,1.918
124539,10,1315,800645.438
61371,10,1315,527011.551
39570,10,1315,444191.97
58296,10,2,14.064
81089,10,1315,732042.819
69563,10,1315,806367.478
93640,10,8,682.272
6756,10,1321,822498.457
80067,10,2,3.242
38468,10,2,0.85
87424,10,1315,603687.59
31178,10,2,0.587
92570,10,1315,502594.925
132068,10,3,3.142
83145,10,2,1.043
122472,10,1315,657108.958
69567,10,1315,651875.105
86277,10,3,30.983
28993,10,1316,730159.799
84217,10,2,3.818
68543,10,2,2.731
28965,10,7,222.348
30049,10,7,176.006
132057,10,2,4.296
32182,10,7,245.746
23837,10,7,186.333
6543,10,1320,685415.671
135120,10,3,4.173
119324,10,3,2.003
135102,10,1315,481170.45
68622,10,1315,462303.405
109925,10,6,279.207
49938,10,10,211.293
133079,10,1317,672110.437
78997,10,5,27.795
9378,10,1318,743094.28
84309,10,1315,576704
6692,10,2,13.746
125691,10,2,15.05
68637,10,1315,823785.241
109995,10,1315,449990.52
85289,10,1315,438518.97
39567,10,1316,465959.027
24958,10,1315,920412.754
15332,10,1315,694123.545
85291,10,1315,463040.573
33212,10,1315,459215.789
69568,10,1315,702959.868
81096,10,1315,859528.127
54120,10,1315,846449.83
38474,10,1315,424039.2
7283,10,3,38.237
7318,10,3,17.888
125625,10,1315,693419.478
6409,10,7,66.534
16344,10,4,5.754
11235,10,6,44.226
119250,10,2,8.053
118173,10,1315,569422.756
46794,10,2,2.701
14305,10,2,2.541
74717,10,1315,807680.505
113032,10,1315,794887.468
7334,10,1315,843393.855
66527,10,1315,852826.987
14311,10,2,2.564
49941,10,1315,668621.799
51050,10,1315,485997.201
15323,10,2,20.044
105867,10,1315,744805.123
6488,10,1315,574428.67
112028,10,4,22.152
30070,10,4,25.249
83163,10,2,1.777
44813,10,4,21.575
36293,10,4,20.98
118216,10,1315,833537.756
61366,10,2,0.67
77935,10,1315,515443.513
127823,10,1315,452012.725
112009,10,1315,797756.772
111046,10,1315,454215.164
22846,10,1315,481405.364
80077,10,1315,454182.032
129993,10,28,1111.457
19530,10,29,810.066
115037,10,2,0.64
10218,10,4,15.702
24857,10,5,16.867
76804,10,3,3.386
62314,10,2,1.715
6530,10,34,1079.829
46782,10,6,25.411
133086,10,5,20.915
138250,10,2,3.043
115061,10,2,0.89
53110,10,28,1200.652
39479,10,28,1213.596
53122,10,28,756.515
73657,10,28,619.012
87336,10,2,2.083
98646,10,2,2.246
93569,10,2,0.888
128929,10,28,672.775
28990,10,28,711.968
43746,10,28,662.188
25928,10,29,897.515
84223,10,28,843.053
65472,10,1315,540889.637
115148,10,1315,446665.462
33147,10,2,4.237
42797,10,1315,445266.304
57171,10,4,15.023
97631,10,2,4.08
41640,10,3,16.162
68560,10,1316,669562.981
34255,10,1315,443339.528
49924,10,1315,671185.96
103807,10,1315,497544.155
94594,10,1315,838241.857
85304,10,1315,489467.467
22784,10,1315,732078.364
9308,10,1315,424333.521
69630,10,1315,486364.85
6498,10,1315,737404.454
58218,10,2,0.391
50979,10,1315,761171.05
17383,10,1315,737580.88
133018,10,1315,474317.398
73724,10,1315,522030.316
66597,10,1315,754540.881
50991,10,1315,715853.078
93646,10,1315,539552.605
116144,10,1315,758459.013
95637,10,1315,454926.21
41738,10,1315,894661.849
71592,10,2,13.142
63402,10,1315,795603.578
58231,10,2,0.861
52051,10,2,0.745
21646,10,1315,763141.07
33215,10,1315,671225.308
26953,10,2,11.681
85216,10,2,1.018
62317,10,2,3.26
7104,10,1315,739561.437
20648,10,1315,445669.933
95634,10,1315,458388.345
118296,10,1315,522770.163
61365,10,2,0.909
12362,10,1315,440712.831
43764,10,5,20.573
84222,10,1315,868749.13
114061,10,1315,438147.629
139180,10,1315,698800.747
139178,10,1315,537945.443
57260,10,1315,503785.183
36258,10,3,8.44
24855,10,23,483.606
46798,10,2,4.017
12283,10,22,603.489
95559,10,22,558.565
136151,10,22,615.368
124544,10,22,449.992
129999,10,23,572.799
6440,10,2,0.465
135191,10,22,674.922
36248,10,22,568.216
66531,10,23,792.572
11257,10,22,804.82
62330,10,1315,768228.551
6436,10,1316,593117.532
130939,10,1316,443867.171
127820,10,2,1.322
137087,10,2,1.842
66595,10,1315,501502.538
126863,10,1315,757230.401
66522,10,2,12.385
43831,10,1316,496450.018
89530,10,1315,559147.983
78999,10,1315,816896.998
95571,10,1315,694944.423
84304,10,1315,437753.725
58298,10,2,0.826
120417,10,1316,444811.077
76886,10,2,1.651
88402,10,1315,730525.207
53191,10,1315,540067.65
71599,10,2,2.584
29020,10,2,1.603
24892,10,1315,831360.92
14413,10,1315,741395.141
140311,10,2,9.659
17407,10,1315,731743.898
64520,10,3,2.54
19593,10,1315,475369.652
10293,10,2,1.049
106922,10,2,2.16
135111,10,1315,444324.217
139261,10,2,0.291
3,10,2,0.218
1,10,1315,766832.977
66593,10,3,3.874
46858,10,2,3.678
106932,10,3,5.033
41727,10,1316,729837.784
113042,10,1315,812447.526
7185,10,1315,575687.217
32244,10,2,1.409
97731,10,1315,692928.856
7367,10,1315,737969.887
36269,10,82,4966.944
132084,10,2,1.957
60239,10,80,5638.566
61278,10,80,8260.014
140306,10,80,5846.827
875,10,4,24.69
79995,10,82,5958.913
6477,10,80,10262.494
3460,10,80,6950.066
17388,10,80,4952.257
12294,10,2,6.746
121434,10,1393,743854.096
93542,10,80,4765.4
83144,10,80,4815.357
110971,10,80,5454.499
60251,10,3,15.903
138247,10,81,5411.181
99734,10,1315,480357.669
6944,10,1315,761040.406
7260,10,1315,756690.013
40537,10,1315,764120.491
77955,10,1315,539625.879
6396,10,1316,802534.376
64451,10,2,1.304
62411,10,2,2.604
64450,10,2,6.284
28964,10,2,2.071
100639,10,3,18.701
49933,10,3,12.923
40571,10,1316,851894.509
77874,10,3,4.609
54148,10,1315,666167.607
67548,10,1315,772238.518
104836,10,1315,582012.352
89535,10,15,435.479
7090,10,15,633.975
86349,10,17,489.914
18522,10,2,6.507
50036,10,2,6.064
67623,10,2,5.578
36352,10,1315,526875.368
17476,10,1315,445984.726
102698,10,2,1.856
10232,10,3,0.755
41648,10,2,0.679
84257,10,1315,601404.445
30040,10,1315,573033.763
130936,10,1315,500922.799
74786,10,1315,782010.476
64535,10,1315,438410.837
37361,10,1315,819430.235
102753,10,1315,870844.464
133020,10,1315,508931.677
127808,10,1315,702336.708
94660,10,1315,434643.199
63419,10,2,1.595
136158,10,1315,827729.325
133017,10,1315,532055.15
23861,10,1315,835791.612
137158,10,1315,709732.954
125637,10,3,35.508
15330,10,1315,819104.055
108962,10,2,3.202
95645,10,1315,505414.901
52120,10,1315,452042.536
131988,10,1315,844508.471
127803,10,2,0.78
86339,10,1318,750632.968
66529,10,1315,663387.025
43830,10,1315,439797.855
72675,10,1315,435028.856
140245,10,1315,697463.791
107843,10,1315,692558.71
69556,10,5,36.745
121419,10,5,39.754
97634,10,1318,707027.006
109994,10,1315,471491.26
113027,10,4,17.295
67558,10,1317,805433.975
60253,10,1315,728703.774
141203,10,1315,461718.813
24963,10,1315,567142.889
6723,10,4,22.344
7381,10,4,22.154
33179,10,8,63.422
73681,10,5,31.607
63441,10,2,0.422
61314,10,2,0.739
19546,10,2,0.463
100678,10,6,39.648
42741,10,6,33.564
57196,10,6,66.64
95587,10,7,32.911
6423,10,3,3.431
47865,10,4,24.079
7379,10,3,2.234
7399,10,3,13.936
83165,10,2,1.458
104807,10,2,1.347
31139,10,2,1.001
99685,10,3,5.601
103763,10,4,12.231
35254,10,3,8.301
128891,10,4,24.828
73680,10,2,1.179
100680,10,2,1.011
43779,10,4,12.407
6856,10,3,11.198
106848,10,2,0.163
6433,10,1315,600268.255
9388,10,1315,822308.444
92525,10,1328,850263.913
55143,10,6,64.945
40564,10,2,2.733
141769,10,1315,903428.331
80070,10,1315,440690.486
75864,10,1315,465370.73
42799,10,2,2.056
126778,10,3,14.336
67627,10,1316,576270.991
85301,10,1315,686809.816
130935,10,2,7.551
121129,11,175,75878.47
16117,11,172,67789.298
314538,11,2,17.09
315283,11,172,92818.75
314934,11,172,123761.089
94308,11,172,81453.909
315375,11,178,123671.782
315045,11,2,4.972
315739,11,2,9.911
314692,11,2,9.813
314990,11,3,21.866
315828,11,22,3318.209
315468,11,2,0.205
314731,11,2,0.373
316198,11,21,2910.108
315741,11,22,3755.888
314654,11,4,55.795
315769,11,4,44.316
313872,11,2,1.731
314988,11,2,33.561
316679,11,21,2566.027
316663,11,2,2.959
316668,11,2,9.562
315372,11,21,2482.629
315250,11,3,2.035
316356,11,2,0.151
315252,11,2,0.214
314877,11,2,0.313
315251,11,2,1.439
315611,11,21,3837.111
313936,11,21,3310.186
315936,11,21,2815.686
315255,11,21,4596.34
314189,11,172,124217.939
28720,11,3,2.138
42441,11,2,1.108
37074,11,2,1.226
41374,11,2,0.734
132325,11,2,0.627
127129,11,2,0.364
9635,11,2,0.097
103497,11,2,2.892
66268,11,172,67172.342
23562,11,2,3.712
67293,11,2,0.329
137426,11,2,1.109
106574,11,2,1.005
140556,11,2,0.279
33941,11,2,0.527
9619,11,7,482.083
65250,11,2,0.212
76546,11,2,1.926
49675,11,2,2.736
96336,11,5,111.936
77613,11,2,5.132
25689,11,3,7.904
59003,11,3,9.423
11054,11,2,2.029
62048,11,2,0.157
122192,11,5,96.822
50700,11,10,537.707
12003,11,7,550.453
127119,11,7,503.451
183,11,7,552.584
666,11,8,469.161
113750,11,4,63.666
19269,11,3,4.075
39218,11,3,6.214
103457,11,173,88582.43
314911,11,172,71010.839
381,11,175,72532.575
120062,11,2,2.77
87082,11,2,1.338
134420,11,3,5.63
113754,11,3,1.076
21411,11,5,18.939
37097,11,2,4.28
95343,11,2,5.822
14073,11,173,75537.638
96337,11,172,69466.625
3777,11,2,1.496
4067,11,3,5.803
39211,11,2,2.833
126377,11,2,4.149
2743,11,3,1.662
134437,11,2,1.877
87098,11,2,2.258
3324,11,3,0.996
33912,11,3,16.489
334,11,2,5.589
79761,11,3,17.401
4195,11,5,23.715
990,11,4,9.59
27700,11,3,3.414
1333,11,2,0.453
103461,11,3,0.698
16106,11,3,6.256
461,11,3,1.002
24647,11,2,0.996
120089,11,2,0.991
50684,11,2,0.686
22456,11,2,4.218
3197,11,2,1.864
75546,11,2,0.256
9633,11,2,3.343
3734,11,2,4.906
80743,11,6,259.555
70347,11,3,4.237
28739,11,2,4.09
14082,11,2,3.034
111748,11,172,59310.053
19268,11,172,88904.592
18192,11,4,104.531
88124,11,174,66284.396
315599,11,2,2.272
315976,11,3,33.134
316501,11,173,79866.962
108628,11,2,1.413
136423,11,4,18.625
62056,11,2,2.501
54934,11,4,16.302
315064,11,2,3.249
313924,11,172,102601.699
8605,11,2,10.211
100414,11,3,54.821
44540,11,3,43.938
105596,11,173,128070.175
28729,11,2,3.458
108622,11,3,14.8
51795,11,176,83864.633
37071,11,4,67.37
28711,11,2,6.463
26729,11,4,78.889
90215,11,2,5.647
112804,11,172,92439.008
109674,11,172,61743.298
314152,11,173,93334.848
34988,11,2,1.971
33916,11,3,19.472
3082,11,173,75275.194
316747,11,172,78611.493
126356,11,172,94200.683
315317,11,172,73996.983
91250,11,2,1.612
135428,11,172,66436.6
315378,11,3,30.295
314593,11,3,26.042
315321,11,5,87.222
314177,11,4,44.906
316783,11,2,0.919
316782,11,2,4.903
315679,11,4,44.667
314564,11,4,79.6
315669,11,4,120.291
314196,11,172,117415.815
52859,11,2,0.721
81840,11,9,129.361
49687,11,179,78719.56
314560,11,2,1.959
315380,11,172,75537.942
112812,11,172,63142.862
315274,11,172,80403.971
95337,11,3,4.312
66270,11,2,1.455
135425,11,2,2.564
68270,11,3,32.366
21408,11,2,4.575
3028,11,2,3.781
53877,11,2,0.954
65240,11,2,0.813
33924,11,5,77.515
48623,11,5,76.207
2165,11,6,115.016
127121,11,4,18.839
16113,11,2,1.246
1909,11,3,4.208
165,11,2,0.462
49683,11,3,3.628
55877,11,2,1.764
78711,11,2,3.076
63166,11,2,5.794
132313,11,4,42.315
123251,11,4,8.087
81818,11,3,2.701
122211,11,4,7.514
118996,11,3,1.938
53882,11,2,0.446
34968,11,2,1.162
82877,11,4,38.221
72335,11,4,29.406
130242,11,2,2.93
47589,11,2,2.944
109671,11,4,68.468
87067,11,3,4.742
75510,11,2,0.619
58991,11,5,56.863
130216,11,2,0.139
9630,11,3,11.96
118975,11,2,0.902
131279,11,2,2.142
74438,11,2,2.439
37077,11,3,18.936
30805,11,2,0.539
110696,11,2,3.624
1746,11,4,22.493
542,11,3,3.008
741,11,2,2.801
493,11,2,2.129
116884,11,2,2.08
115872,11,2,2.309
454,11,2,3.748
482,11,5,7.321
584,11,5,6.572
73387,11,2,0.852
14057,11,2,1.406
105587,11,2,2.206
127116,11,2,1.665
127097,11,2,3.145
67288,11,2,2.207
84973,11,2,0.524
114790,11,2,0.584
90219,11,2,2.048
2255,11,4,5.069
1892,11,2,0.095
3782,11,2,0.376
39206,11,2,1.864
63125,11,2,2.498
43488,11,2,1.237
120059,11,2,2.62
34974,11,2,1.717
79747,11,4,11.111
1332,11,3,31.858
28705,11,7,200.665
63144,11,2,2.04
57956,11,173,90931.208
314727,11,3,58.607
315107,11,4,32.124
316500,11,172,83987.671
36020,11,3,13.897
59009,11,3,11.938
125344,11,2,5.063
86042,11,4,48.27
93335,11,2,2.172
42453,11,2,1.568
97373,11,2,2.184
89197,11,173,77051.002
134427,11,172,72794.14
112796,11,172,81621.03
23556,11,172,86805.2
314460,11,172,109851.084
75537,11,2,8.165
8569,11,2,4.271
133370,11,172,87275.459
315848,11,172,107145.581
314187,11,2,3.384
316044,11,172,77601.976
20324,11,172,83031.206
55874,11,172,77123.3
65235,11,3,11.691
135411,11,3,15.407
69303,11,2,0.523
22480,11,172,79319.648
314873,11,172,87490.825
106556,11,9,95.532
66239,11,2,1.818
98416,11,2,0.592
109642,11,2,0.561
102472,11,2,0.314
108606,11,2,2.916
121156,11,9,77.78
116877,11,11,172.665
105588,11,2,2.728
38141,11,174,80732.48
139513,11,2,26.971
315697,11,173,65139.623
314507,11,172,110741.261
316231,11,172,102180.114
120080,11,4,30.287
79753,11,2,0.973
137417,11,2,1.719
124309,11,172,77755.561
316442,11,2,4.166
315332,11,172,61641.991
72347,11,173,88519.699
29775,11,172,110033.81
316751,11,174,77254.443
315982,11,2,18.843
315610,11,172,113379.396
34956,11,4,30.335
121161,11,4,33.646
101437,11,174,64948.057
313935,11,172,102541.275
21386,11,3,4.952
57985,11,7,185.073
2652,11,2,2.33
22479,11,3,2.007
104511,11,6,155.633
103482,11,2,4.009
33918,11,3,9.665
54927,11,7,178.741
3495,11,176,88722.731
314142,11,2,5.8
316374,11,7,133.126
134407,11,172,65424.915
45504,11,2,3.733
13029,11,2,3.008
84966,11,2,2.198
104505,11,172,61772.036
32903,11,2,3.172
115889,11,2,1.193
104501,11,2,1.716
67304,11,172,84008.205
314535,11,172,81002.507
39213,11,190,92589.252
30831,11,6,224.524
2322,11,6,229.612
139519,11,5,316.536
2679,11,5,214.04
63167,11,2,0.871
40278,11,2,0.666
122189,11,2,1.964
11031,11,2,2.453
125339,11,5,111.916
29756,11,2,3.679
51785,11,2,0.681
47567,11,2,0.976
75499,11,5,136.343
56910,11,2,18.765
47587,11,2,55.122
2028,11,2,2.467
97363,11,2,5.722
34981,11,2,28.606
56905,11,2,25.075
136426,11,2,3.531
59017,11,2,19.535
133358,11,3,61.253
105573,11,3,64.847
75506,11,3,0.319
26725,11,2,2.059
41356,11,2,3.456
81812,11,2,1.666
111749,11,2,18.402
114768,11,3,13.728
132332,11,2,1.119
137418,11,3,10.075
75520,11,3,8.911
106569,11,2,0.624
88142,11,2,0.386
61028,11,2,0.387
86002,11,2,1.673
107612,11,2,3.868
26738,11,3,8.376
114787,11,3,7.072
3733,12,2,1.25
120456,13,3,4.581
128832,13,84,10645.427
58324,13,82,10752.438
27057,13,82,10759.329
21775,13,83,10682.149
104885,13,3,14.204
775,13,83,10109.422
54240,13,85,13164.431
15416,13,2,1.019
59579,13,3,7.509
131962,13,83,11405.739
42836,13,2,0.676
81120,13,82,9571.869
105940,13,82,11651.19
122,13,83,11756.109
44866,13,2,18.052
56241,13,83,10225.944
1676,13,4,1.197
105942,13,2,6.967
119369,13,2,5.259
18563,13,2,5.224
64565,13,2,5.564
14441,13,2,1.726
120457,13,2,15.423
86373,13,82,10030.008
130914,13,83,10313.9
126761,13,2,0.314
52157,13,2,4.291
73818,13,82,10740.18
3599,13,82,11480.556
114107,13,2,1.634
3824,13,82,12579.474
23963,13,82,8978.391
116233,13,2,0.131
62425,13,82,10875.945
15421,13,82,9788.839
124649,13,2,0.921
85315,13,3,13.421
111059,13,82,12314.988
101817,13,2,4.208
96678,13,2,3.67
123608,13,82,10434.689
3681,13,2,0.794
97761,13,3,11.379
48984,13,83,8591.97
81130,13,82,11268.007
9256,13,2,6.83
3327,13,2,1.227
3869,13,82,8735.873
4197,13,17,473.689
57275,13,8,320.07
98776,13,8,180.86
22872,13,5,34.982
48989,13,11,205.71
1973,13,25,661.338
14445,13,2,7.824
3779,13,16,553.846
95663,13,7,36.764
104880,13,2,2.643
3229,13,7,26.841
174,13,16,556.155
1663,13,16,490.879
119350,13,19,488.465
3213,13,2,2.186
1788,13,3,25.962
127784,13,87,12701.308
101803,13,4,12.301
48990,13,3,3.49
87446,13,3,6.073
1042,13,3,7.63
345,13,82,11864.114
12396,13,82,15208.392
2655,13,2,11.294
1515,13,83,12058.226
134050,13,3,4.612
19629,13,82,8695.831
40643,13,3,2.358
135089,13,11,206.871
46909,13,11,209.749
98781,13,11,212.201
79104,13,11,340.793
106946,13,11,276.746
3089,13,2,3.166
816,13,2,0.234
65584,13,82,10165.949
42829,13,5,33.383
1682,13,85,10066.499
456962,14,2,1.206
457053,14,2,0.668
457198,14,2,0.915
457054,14,2,2.183
457411,14,2,3.371
456954,14,29,853.498
457129,14,7,117.492
456969,14,7,100.933
457346,14,7,152.108
457118,14,11,537.063
457405,14,3,50.106
457191,14,3,50.423
456953,14,9,472.309
456963,14,3,5.104
457345,14,2,1.338
456964,14,3,5.19
456903,14,5,14.982
457200,14,4,16.101
457414,14,4,14.179
457397,14,2,4.019
457272,14,3,1.173
456965,14,2,1.688
456902,14,2,1.257
457271,14,2,7.081
456904,14,3,7.724
457051,14,3,13.247
146158,15,427,86825.898
147885,15,428,73672.626
144224,15,427,107092.707
145319,15,2,0.14
148340,15,2,0.129
145318,15,427,82161.008
148762,15,3,15.967
146084,15,8,32.266
145090,15,2,2.237
146371,15,10,178.928
145757,15,8,119.424
148765,15,3,15.791
144517,15,3,14.083
148779,15,8,114.834
145154,15,433,70308.801
145493,15,2,4.945
144247,15,13,278.09
147921,15,13,354.458
145520,15,13,283.068
145447,15,441,88026.797
148653,15,427,60733.669
146689,15,427,84571.486
145155,15,427,62628.367
145271,15,427,72878.834
146189,15,427,75907.697
144597,15,427,103968.13
145530,15,427,92874.191
145863,15,427,71120.881
145688,15,2,0.161
146895,15,3,3.275
148722,15,7,40.268
148090,15,6,28.25
145057,15,431,62805.279
146174,15,428,98317.361
144886,15,427,86597.786
146432,15,427,63878.895
146172,15,427,89970.069
147884,15,427,188158.194
147888,15,433,97033.085
146561,15,2,0.123
147394,15,427,79668.229
144262,15,428,83799.997
145965,15,427,86332.322
144628,15,427,92030.433
147547,15,427,59945.822
144862,15,427,97928.46
147176,15,2,0.232
146568,15,2,0.222
148348,15,427,91462.467
146936,15,427,64646.597
146953,15,429,69641.41
145849,15,17,403.252
148211,15,17,342.76
145750,15,17,514.128
146413,15,17,302.578
144527,15,17,398.145
145123,15,2,9.09
147599,15,17,373.503
148238,15,442,102697.476
147189,15,437,86854.644
147576,15,427,69637.612
148490,15,433,100350.963
148956,15,2,0.175
148376,15,427,99369.249
144881,15,427,74011.729
146372,15,427,61270.231
144949,15,427,78333.921
146114,15,430,107344.001
146575,15,427,99579.973
145932,15,427,89258.304
147614,15,427,70926.799
148926,15,427,78933.325
145448,15,88,5620.815
148683,15,5,23.764
146300,15,91,8094.979
146801,15,88,4779.29
147984,15,88,6151.977
146762,15,88,5243.431
147986,15,88,5331.579
146897,15,88,7391.003
145523,15,88,5967.57
146720,15,88,7334.084
144285,15,88,5546.135
148488,15,520,85749.662
147521,15,4,62.613
148769,15,2,5.168
148147,15,2,4.418
148151,15,427,62216.197
148083,15,428,60749.541
148542,15,427,75802.868
145285,15,428,79381.617
144509,15,428,62495.916
145650,15,427,67784.622
144275,15,427,82494.001
146726,15,427,87771.421
145926,15,2,8.173
148320,15,2,3.375
145324,15,2,0.092
148967,15,428,91550.936
144716,15,3,0.932
145334,15,2,0.799
145956,15,2,0.163
145988,15,427,99426.632
148489,15,5,16.717
147887,15,11,23.972
148938,15,6,25.784
148932,15,6,34.531
146839,15,427,62656.797
147109,15,427,75022.704
145129,15,427,76840.121
145051,15,427,59732.906
148344,15,2,3.53
148345,15,427,91638.105
148082,15,427,61577.069
148135,15,427,59731.993
144662,15,427,84595.78
147946,15,427,83763.306
145939,15,427,87938.054
144260,15,427,72617.302
148519,15,2,0.344
144852,15,427,108640.833
148330,15,427,86334.664
148103,15,427,61908.552
145742,15,427,59877.077
146603,15,2,1.21
147229,15,2,0.202
146604,15,427,99808.699
148936,15,427,80956.657
148699,15,428,58756.106
146567,15,2,0.114
144711,15,427,94167.925
148523,15,2,4.791
144854,15,427,108295.701
148974,15,427,92233.576
144753,15,3,1.697
148055,15,427,59517.009
144612,15,2,0.443
147686,15,2,0.098
148240,15,427,101648.832
145593,15,429,78379.643
147961,15,427,81113.879
149022,15,429,102776.174
150861,16,28,783.107
151269,16,27,546.483
149365,16,27,1008.521
149366,16,27,967.051
151289,16,28,1124.214
151296,16,221,38548.622
150869,16,3,33.535
151970,16,197,30209.916
150743,16,47,3597.906
150208,16,4,13.593
149315,16,47,3294.693
150001,16,47,4207.507
150785,16,47,2450.565
151158,16,48,2771.066
150428,16,242,48436.037
149372,16,2,9.923
150478,16,197,21607.04
150791,16,4,19.183
149301,16,198,35247.935
150209,16,7,49.735
151936,16,198,28130.125
149304,16,196,35154.405
151890,16,196,33098.836
149371,16,196,21985.513
151176,16,2,3.883
151178,16,2,8.314
150796,16,196,34939.786
151920,16,196,29053.834
149719,16,2,1.955
150872,16,3,10.996
149376,16,197,22506.886
149329,16,196,27863.545
149663,16,196,43704.506
151242,16,196,38376.946
150464,16,196,23370.549
150430,16,196,28273.281
150408,16,196,48594.984
150434,16,8,114.301
150046,16,203,28840.274
151280,16,196,26319.891
150469,16,196,23588.813
151288,16,197,29403.131
151294,16,196,29205.019
151224,16,10,41.508
149679,16,10,35.107
150831,16,10,43.994
149681,16,204,27452.67
149391,16,4,14.092
151295,16,197,32136.075
149396,16,196,34155.132
151558,16,196,27818.369
149400,16,196,33774.014
150815,16,2,5.02
151213,16,196,42409.676
149698,16,197,37781.327
150061,16,4,31.031
149711,16,196,23689.106
151897,16,198,33490.762
151208,16,196,30868.584
150911,16,196,29365.875
150389,16,23,447.814
149296,16,23,504.265
149467,16,223,37765.4
150901,16,196,28808.904
151577,16,4,36.627
151591,16,198,22677.597
234312,17,22,1152.614
235839,17,3,0.375
233545,17,22,2141.702
235356,17,22,1557.766
232413,17,22,967.578
234508,17,140,18465.015
235844,17,2,4.436
234188,17,31,2008.875
232986,17,6,43.059
235213,17,117,12793.974
235757,17,118,8877.116
234546,17,17,535.592
231578,17,17,513.557
233427,17,132,10664.475
232872,17,2,1.188
232272,17,117,10867.842
232201,17,118,14658.894
235293,17,2,4.483
235845,17,117,22055.174
232780,17,117,11312.703
235181,17,117,10877.971
234653,17,117,16099.291
234183,17,117,22157.049
235161,17,117,12597.928
232154,17,117,17495.44
232360,17,3,8.52
235313,17,118,21772.301
232254,17,117,8357.165
232242,17,117,10077.929
232247,17,117,9934.642
231653,17,117,11802.901
232222,17,117,12283.435
232234,17,118,8336.981
234124,17,117,13159.562
220892,18,258,16576.766
220707,18,258,19394.912
220824,18,258,17745.355
221218,18,260,20090.792
221162,18,258,20420.875
222832,18,259,20746.548
220933,18,258,17090.496
223192,18,2,0.967
220726,18,4,14.859
