"net_id","GAP12_ctr","GAP123_ctr","GAP12_80pct","GAP123_80pct","nHubs","GAP12_ctr_pct","GAP123_ctr_pct","GAP12_80pct_pct","GAP123_80pct_pct","edge_dens","artic_count","min_cut_lat","maxkmNS","net_lakes_n","net_averagelakedistance_km","net_rangeorder","net_dams_n","vert_btwn_centr_norm_mean","artic_pct","artic_pct_inv","DamRate","DamRate_inv","WSA9","PCconnall","net_GAP12_ctr_pct","net_GAP123_ctr_pct","net_GAP12_80pct_pct","net_GAP123_80pct_pct"
"200",1,2,2,4,4,25,50,50,100,0.05406746,38,1,22.54564444,64,15.207,4,0,0.095742127,0.59375,0.40625,0,1,"UMW",2.34734914805728,0.515625,0.90625,0.421875,0.921875
"201",0,0,0,0,4,0,0,0,0,0.129554656,15,1,36.93947122,39,12.205,4,20,0.071524966,0.384615384615385,0.615384615384615,0.512820512820513,0.487179487179487,"NAP",1.23204819572495,0.0256410256410256,0.0512820512820513,0,0.0256410256410256
"202",0,1,0,0,1,0,100,0,0,0.173913043,12,4,42.08194581,23,18.115,4,18,0.127046866,0.521739130434783,0.478260869565217,0.782608695652174,0.217391304347826,"CPL",1.86269380199705,0.217391304347826,0.304347826086957,0.0434782608695652,0.0434782608695652
"204",0,0,0,0,2,0,0,0,0,0.14021164,13,4,20.29353125,28,7.682,4,11,0.102564103,0.464285714285714,0.535714285714286,0.392857142857143,0.607142857142857,"NAP",1.30262065465971,0.0357142857142857,0.0357142857142857,0,0
"205",0,0,0,0,1,0,0,0,0,0.296703297,4,1,30.48300014,14,20.95,4,8,0.117216117,0.285714285714286,0.714285714285714,0.571428571428571,0.428571428571429,"NAP",0.798672907139325,0.0714285714285714,0.214285714285714,0.0714285714285714,0.0714285714285714
"207",1,1,1,1,6,16.67,16.67,16.67,16.67,0.307963562,23,44,52.00166975,83,95.804,3,8,0.01713811,0.27710843373494,0.72289156626506,0.0963855421686747,0.903614457831325,"NAP",1.56107922466316,0.204819277108434,0.216867469879518,0.27710843373494,0.373493975903614
"209",0,0,0,0,1,0,0,0,0,0.227941176,6,6,14.44247439,17,13.192,5,11,0.149509804,0.352941176470588,0.647058823529412,0.647058823529412,0.352941176470588,"NAP",1.14443310221732,0,0.0588235294117647,0,0
"21",1,2,0,0,7,14.29,28.57,0,0,0.207857304,146,1,539.4367778,516,224.505,5,107,0.010826591,0.282945736434109,0.717054263565891,0.207364341085271,0.792635658914729,"CPL",1.6456375619317,0.0387596899224806,0.10077519379845,0.0174418604651163,0.063953488372093
"210",NA,NA,NA,NA,0,NA,NA,NA,NA,0.333333333,4,1,3.455878841,7,1.502,2,0,0.257142857,0.571428571428571,0.428571428571429,0,1,"TPL",2.43262586695347,0,0.285714285714286,0,0
"211",1,1,0,0,1,100,100,0,0,0.785714286,1,6,21.18174024,8,45.036,5,5,0.035714286,0.125,0.875,0.625,0.375,"XER",2.24901949994379,0.125,0.375,0,0.125
"212",0,0,0,0,2,0,0,0,0,0.138257576,9,1,16.51413415,33,11.34,4,5,0.056634897,0.272727272727273,0.727272727272727,0.151515151515152,0.848484848484849,"UMW",1.38359295664269,0.121212121212121,0.151515151515152,0.121212121212121,0.121212121212121
"213",NA,NA,NA,NA,0,NA,NA,NA,NA,0.416666667,3,4,5.183922958,9,11.709,2,7,0.134920635,0.333333333333333,0.666666666666667,0.777777777777778,0.222222222222222,"NAP",1.22613888442341,0,0.111111111111111,0,0.333333333333333
"214",0,0,0,0,4,0,0,0,0,0.069767442,19,1,55.27477731,43,11.603,4,15,0.091645734,0.441860465116279,0.558139534883721,0.348837209302326,0.651162790697674,"NAP",1.47454327398365,0.0232558139534884,0.0232558139534884,0,0
"215",0,1,0,0,2,0,50,0,0,0.287878788,3,1,31.34711002,12,20.509,5,3,0.110606061,0.25,0.75,0.25,0.75,"SAP",0.82132355370953,0.166666666666667,0.416666666666667,0,0
"216",0,0,0,0,1,0,0,0,0,0.476190476,2,2,22.77915325,7,25.473,4,1,0.133333333,0.285714285714286,0.714285714285714,0.142857142857143,0.857142857142857,"UMW",0.946830541465945,0,0.142857142857143,0,0.142857142857143
"220",NA,NA,NA,NA,0,NA,NA,NA,NA,0.761904762,1,5,9.428118656,7,29.331,1,4,0.047619048,0.142857142857143,0.857142857142857,0.571428571428571,0.428571428571429,"UMW",2.04436145467955,0.428571428571429,0.714285714285714,0,0
"221",NA,NA,NA,NA,0,NA,NA,NA,NA,0.485714286,3,1,31.03724039,15,30.563,4,1,0.057142857,0.2,0.8,0.0666666666666667,0.933333333333333,"CPL",1.39437697534127,0.133333333333333,0.2,0.0666666666666667,0.0666666666666667
"222",0,2,0,2,2,0,100,0,100,0.333333333,3,1,30.56702613,9,19.816,5,4,0.142857143,0.333333333333333,0.666666666666667,0.444444444444444,0.555555555555556,"XER",0.60878927669921,0,0.555555555555556,0,0.555555555555556
"223",1,1,1,1,1,100,100,100,100,0.175824176,7,2,11.57250818,14,4.074,4,0,0.173992674,0.5,0.5,0,1,"WMT",1.89519244898107,1,1,1,1
"224",NA,NA,NA,NA,0,NA,NA,NA,NA,0.561264822,6,1,32.5306375,23,45.306,3,0,0.023715415,0.260869565217391,0.739130434782609,0,1,"UMW",1.63529557195628,0,0.0434782608695652,0.0434782608695652,0.0434782608695652
"225",1,1,0,0,4,25,25,0,0,0.12962963,12,1,23.32527452,28,6.714,4,11,0.074888075,0.428571428571429,0.571428571428571,0.392857142857143,0.607142857142857,"NAP",1.26773027126727,0.214285714285714,0.214285714285714,0.107142857142857,0.107142857142857
"227",NA,NA,NA,NA,0,NA,NA,NA,NA,0.783333333,1,13,54.89358705,16,49.601,3,14,0.01547619,0.0625,0.9375,0.875,0.125,"XER",2.81150759969219,0.1875,0.5,0.0625,0.0625
"23",4,11,3,13,14,28.57,78.57,21.43,92.86,0.013337624,124,1,41.64633715,237,8.113,4,1,0.049096243,0.523206751054852,0.476793248945148,0.00421940928270042,0.9957805907173,"UMW",2.27387135363871,0.582278481012658,0.945147679324895,0.548523206751055,0.940928270042194
"230",0,0,0,0,2,0,0,0,0,0.197628458,9,1,14.15756665,23,4.242,3,10,0.103143234,0.391304347826087,0.608695652173913,0.434782608695652,0.565217391304348,"NAP",0.920461607375645,0.0434782608695652,0.0434782608695652,0,0
"232",NA,NA,NA,NA,0,NA,NA,NA,NA,0.615384615,3,9,52.23358891,13,86.85,5,35,0.048951049,0.230769230769231,0.769230769230769,2.69230769230769,-1.69230769230769,"WMT",6.76620225078281,0.153846153846154,0.692307692307692,0,0.461538461538462
"233",0,0,0,0,2,0,0,0,0,0.10453284,14,6,36.80440918,47,20.387,4,9,0.066378867,0.297872340425532,0.702127659574468,0.191489361702128,0.808510638297872,"NAP",1.35876533488724,0.0212765957446809,0.0638297872340425,0,0
