"net_id","GAP12_ctr","GAP123_ctr","GAP12_80pct","GAP123_80pct","nHubs","GAP12_ctr_pct","GAP123_ctr_pct","GAP12_80pct_pct","GAP123_80pct_pct","edge_dens","artic_count","min_cut_lat","maxkmNS","net_lakes_n","net_averagelakedistance_km","net_rangeorder","net_dams_n","vert_btwn_centr_norm_mean","artic_pct","artic_pct_inv","DamRate","DamRate_inv","WSA9","PCconnall","net_GAP12_ctr_pct","net_GAP123_ctr_pct","net_GAP12_80pct_pct","net_GAP123_80pct_pct"
"234",0,0,0,0,1,0,0,0,0,0.185507246,12,3,53.60447205,46,20.79,4,13,0.044268775,0.260869565217391,0.739130434782609,0.282608695652174,0.717391304347826,"CPL",1.16972997129209,0.0217391304347826,0.0217391304347826,0,0.0434782608695652
"235",0,0,2,2,5,0,0,40,40,0.122038299,25,1,54.60349984,79,52.87,5,10,0.026648457,0.316455696202532,0.683544303797468,0.126582278481013,0.873417721518987,"UMW",1.54720600356679,0.518987341772152,0.518987341772152,0.645569620253165,0.645569620253165
"236",NA,NA,NA,NA,0,NA,NA,NA,NA,0.406593407,4,7,189.1563631,14,146.516,5,12,0.06043956,0.285714285714286,0.714285714285714,0.857142857142857,0.142857142857143,"XER",1.49013163163619,0.0714285714285714,0.214285714285714,0,0
"237",0,1,0,0,3,0,33.33,0,0,0.177248677,12,1,106.2251786,28,53.324,5,19,0.061762312,0.428571428571429,0.571428571428571,0.678571428571429,0.321428571428571,"WMT",1.43633299449149,0.0714285714285714,0.178571428571429,0.0357142857142857,0.107142857142857
"238",0,0,0,0,1,0,0,0,0,0.2,5,1,6.953656371,10,1.521,2,0,0.2,0.5,0.5,0,1,"TPL",1.97668270527105,0.1,0.2,0,0
"239",0,0,0,0,1,0,0,0,0,0.282051282,6,1,13.26401915,13,12.369,4,6,0.10955711,0.461538461538462,0.538461538461538,0.461538461538462,0.538461538461538,"CPL",0.979430265967948,0,0.307692307692308,0,0
"24",5,6,3,3,61,8.2,9.84,4.92,4.92,0.191831512,326,69,316.3759383,1810,280.206,7,910,0.000822096,0.180110497237569,0.819889502762431,0.502762430939227,0.497237569060773,"CPL",4.67801109363298,0.0248618784530387,0.0331491712707182,0.00994475138121547,0.0160220994475138
"240",1,1,1,1,2,50,50,50,50,0.719298246,3,15,124.878897,19,119.8,3,10,0.01754386,0.157894736842105,0.842105263157895,0.526315789473684,0.473684210526316,"CPL",1.96063845999626,0.105263157894737,0.157894736842105,0.0526315789473684,0.157894736842105
"242",NA,NA,NA,NA,0,NA,NA,NA,NA,0.533333333,2,1,19.56768349,6,17.951,2,4,0.133333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,"UMW",1.1032221572751,0,0,0,0.166666666666667
"243",0,0,0,0,1,0,0,0,0,0.228571429,5,1,36.35925274,15,23.045,4,5,0.095970696,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,"UMW",0.75216523010195,0,0.2,0,0.2
"244",0,0,0,0,4,0,0,0,0,0.072653061,21,1,70.11863481,50,24.289,5,14,0.074982993,0.42,0.58,0.28,0.72,"UMW",1.46269206280197,0.06,0.3,0.28,0.28
"247",NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,5,6.285894778,6,20.511,3,2,0,0,1,0.333333333333333,0.666666666666667,"NAP",3.32257399306761,0,0,0,0
"248",NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,5,20.58375687,6,45.805,3,2,0,0,1,0.333333333333333,0.666666666666667,"CPL",3.32257399306761,0,0.166666666666667,0,0
"249",0,0,0,0,1,0,0,0,0,0.25,5,1,12.00513832,9,3.315,3,6,0.242063492,0.555555555555556,0.444444444444444,0.666666666666667,0.333333333333333,"NAP",2.208301710593,0,0.222222222222222,0,0
"25",0,0,0,0,1,0,0,0,0,0.181359142,25,4,129.1208634,98,95.582,6,64,0.016042499,0.255102040816327,0.744897959183674,0.653061224489796,0.346938775510204,"CPL",1.52621300960237,0.0102040816326531,0.0306122448979592,0.0102040816326531,0.0204081632653061
"250",0,0,0,0,1,0,0,0,0,0.239766082,7,1,16.77491595,19,7.967,3,10,0.09494324,0.368421052631579,0.631578947368421,0.526315789473684,0.473684210526316,"NAP",0.836092624392021,0.105263157894737,0.157894736842105,0,0
"252",NA,NA,NA,NA,0,NA,NA,NA,NA,0.733333333,1,4,56.52716355,6,77.614,4,2,0.066666667,0.166666666666667,0.833333333333333,0.333333333333333,0.666666666666667,"XER",1.76413406547654,0.5,0.5,0.166666666666667,0.5
"253",0,2,0,2,3,0,66.67,0,66.67,0.075493612,22,1,33.86571429,42,6.302,3,10,0.102003484,0.523809523809524,0.476190476190476,0.238095238095238,0.761904761904762,"WMT",1.77178464878597,0.738095238095238,0.928571428571429,0.571428571428571,0.761904761904762
"254",0,0,0,0,1,0,0,0,0,0.523809524,2,14,35.87333415,22,65.685,4,7,0.026406926,0.0909090909090909,0.909090909090909,0.318181818181818,0.681818181818182,"NAP",1.75026134638766,0.0454545454545455,0.0454545454545455,0,0
"255",NA,NA,NA,NA,0,NA,NA,NA,NA,0.5,2,1,10.05494274,5,7.306,1,5,0.2,0.4,0.6,1,0,"CPL",2.14802441095261,0,0,0,0
"256",NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,4,18.08875929,5,31.013,3,0,0,0,1,0,1,"CPL",3.50088946775766,0,0,0,0
"257",0,0,0,0,3,0,0,0,0,0.098925411,64,1,40.10014545,113,41.581,4,76,0.044637874,0.566371681415929,0.433628318584071,0.672566371681416,0.327433628318584,"NAP",2.09293047950056,0.0530973451327434,0.274336283185841,0,0.0353982300884956
"26",0,2,0,0,11,0,18.18,0,0,0.084391817,124,2,142.5119041,418,54.476,6,225,0.005458046,0.296650717703349,0.703349282296651,0.538277511961722,0.461722488038278,"NAP",1.80628990710036,0.0478468899521531,0.129186602870813,0.0215311004784689,0.0574162679425837
"261",0,0,0,0,2,0,0,0,0,0.158249158,23,1,118.4857677,55,77.361,5,12,0.051801029,0.418181818181818,0.581818181818182,0.218181818181818,0.781818181818182,"WMT",1.3101211360711,0.6,0.781818181818182,0.636363636363636,0.890909090909091
"263",NA,NA,NA,NA,0,NA,NA,NA,NA,0.747252747,2,11,39.20870495,14,96.241,2,2,0.031135531,0.142857142857143,0.857142857142857,0.142857142857143,0.857142857142857,"WMT",2.10228827490076,0.642857142857143,0.785714285714286,0.714285714285714,0.785714285714286
"264",NA,NA,NA,NA,0,NA,NA,NA,NA,0.4,3,1,5.264152945,5,1.885,1,0,0.333333333,0.6,0.4,0,1,"WMT",3.076684150672,0,0.2,0,0
"265",0,0,0,0,1,0,0,0,0,0.652631579,4,15,34.292026,20,59.163,2,1,0.025730994,0.2,0.8,0.05,0.95,"WMT",1.84174325159204,0.15,0.5,0.1,0.55
"266",NA,NA,NA,NA,0,NA,NA,NA,NA,0.535897436,10,1,107.9815517,40,69.657,4,27,0.017611336,0.25,0.75,0.675,0.325,"CPL",1.46733594709747,0.25,0.25,0.125,0.125
"269",0,0,0,0,1,0,0,0,0,0.392857143,2,2,8.102103847,8,5.282,2,6,0.125,0.25,0.75,0.75,0.25,"NAP",1.22603432599277,0.125,0.125,0,0.125
"27",1,1,0,0,1,100,100,0,0,0.135483871,15,1,48.20203283,31,13.415,4,21,0.084760845,0.483870967741935,0.516129032258065,0.67741935483871,0.32258064516129,"CPL",1.64212309691424,0.32258064516129,0.354838709677419,0.032258064516129,0.032258064516129
"271",NA,NA,NA,NA,0,NA,NA,NA,NA,0.25,5,1,8.573772987,9,1.518,3,3,0.242063492,0.555555555555556,0.444444444444444,0.333333333333333,0.666666666666667,"NAP",2.05944588770205,0,0,0,0
"272",0,0,0,0,2,0,0,0,0,0.128654971,10,1,6.148726988,19,3.528,3,2,0.131406949,0.526315789473684,0.473684210526316,0.105263157894737,0.894736842105263,"UMW",1.80690565309238,0.105263157894737,0.315789473684211,0.105263157894737,0.105263157894737
"274",0,0,0,0,3,0,0,0,0,0.098850575,12,2,16.40946947,30,3.127,4,7,0.10681445,0.4,0.6,0.233333333333333,0.766666666666667,"NAP",1.3416274476565,0,0,0,0
"275",NA,NA,NA,NA,0,NA,NA,NA,NA,0.290909091,6,1,13.15929484,11,32.614,2,8,0.151515152,0.545454545454545,0.454545454545455,0.727272727272727,0.272727272727273,"UMW",1.76095393947351,0,0,0,0
"276",0,0,0,0,1,0,0,0,0,0.428571429,3,1,7.093358928,7,4.563,3,1,0.171428571,0.428571428571429,0.571428571428571,0.142857142857143,0.857142857142857,"NAP",1.2092916328099,0,0,0,0
"277",1,3,1,3,3,33.33,100,33.33,100,0.045714286,32,1,15.34800268,50,3.038,3,0,0.135578231,0.64,0.36,0,1,"UMW",2.5753717858203,0.36,0.96,0.26,1
"279",NA,NA,NA,NA,0,NA,NA,NA,NA,0.222222222,7,1,4.479258713,9,0.917,1,1,0.333333333,0.777777777777778,0.222222222222222,0.111111111111111,0.888888888888889,"TPL",3.70541096388551,0.111111111111111,0.333333333333333,0,0
"28",0,0,0,0,37,0,0,0,0,0.046052062,338,15,553.8740816,1665,103.571,8,944,0.002555102,0.203003003003003,0.796996996996997,0.566966966966967,0.433033033033033,"SAP",4.2576947022407,0.0198198198198198,0.0264264264264264,0.00540540540540541,0.00900900900900901
"280",NA,NA,NA,NA,0,NA,NA,NA,NA,0.868131868,1,12,19.51908774,14,30.33,2,0,0.010989011,0.0714285714285714,0.928571428571429,0,1,"NAP",2.87181694508701,0,0,0,0
"282",0,0,0,0,1,0,0,0,0,0.4,3,1,3.05107636,5,0.356,1,0,0.333333333,0.6,0.4,0,1,"NAP",3.076684150672,0,0,0.4,0.4
"283",0,0,0,0,1,0,0,0,0,0.533333333,2,3,5.901738839,6,9.039,2,0,0.166666667,0.333333333333333,0.666666666666667,0,1,"NAP",1.4490807388949,0,0,0,0
"284",NA,NA,NA,NA,0,NA,NA,NA,NA,0.4,3,1,2.463516817,6,1.575,2,0,0.233333333,0.5,0.5,0,1,"NAP",2.03446902237121,0,0,0,0
"285",NA,NA,NA,NA,0,NA,NA,NA,NA,0.7,1,1,3.71582129,5,6.079,1,1,0.1,0.2,0.8,0.2,0.8,"NAP",1.60012203586133,0.2,0.4,0,0
"287",NA,NA,NA,NA,0,NA,NA,NA,NA,0.4,3,1,5.51218033,5,1.301,2,0,0.333333333,0.6,0.4,0,1,"TPL",3.076684150672,0.2,0.2,0,0
"289",0,0,0,0,2,0,0,0,0,0.205128205,8,1,19.07044731,13,16.97,4,2,0.194638695,0.615384615384615,0.384615384615385,0.153846153846154,0.846153846153846,"UMW",2.19170902445432,0,0.0769230769230769,0,0
"29",3,3,7,7,22,13.64,13.64,31.82,31.82,0.04161121,224,1,159.9405762,736,162.652,5,126,0.010397441,0.304347826086957,0.695652173913043,0.171195652173913,0.828804347826087,"NAP",2.34509911590036,0.0733695652173913,0.0951086956521739,0.385869565217391,0.415760869565217
"293",0,0,0,1,1,0,0,0,100,0.134387352,11,1,19.49798133,23,4.989,3,2,0.156785244,0.478260869565217,0.521739130434783,0.0869565217391304,0.91304347826087,"UMW",1.7145770980468,0,0.347826086956522,0,0.869565217391304
"295",NA,NA,NA,NA,0,NA,NA,NA,NA,0.4,2,1,7.028039255,5,1.214,2,2,0.266666667,0.4,0.6,0.4,0.6,"NAP",1.76297573650703,0,0,0,0
"296",0,0,0,0,1,0,0,0,0,0.285714286,4,1,7.190673215,7,4.037,2,0,0.276190476,0.571428571428571,0.428571428571429,0,1,"UMW",2.58739897888198,0,0,0,0
"3",11,35,11,32,42,26.19,83.33,26.19,76.19,0.075179548,552,1,1330.342786,2027,544.529,9,954,0.00240489,0.272323630981746,0.727676369018253,0.47064627528367,0.52935372471633,"WMT",4.97440861742276,0.410952146028614,0.688702516033547,0.391218549580661,0.726196349284657
"30",0,0,0,0,1,0,0,0,0,0.121052632,13,1,46.89547764,20,4.128,3,4,0.237426901,0.65,0.35,0.2,0.8,"UMW",2.64242782425262,0,0,0,0
"301",NA,NA,NA,NA,0,NA,NA,NA,NA,0.571428571,2,4,15.53135006,7,20.925,2,10,0.095238095,0.285714285714286,0.714285714285714,1.42857142857143,-0.428571428571429,"CPL",3.12456420137673,0,0,0,0
"302",NA,NA,NA,NA,0,NA,NA,NA,NA,0.140350877,7,1,91.01366714,19,25.976,4,3,0.172686619,0.368421052631579,0.631578947368421,0.157894736842105,0.842105263157895,"CPL",1.44288615315999,0,0.210526315789474,0,0.105263157894737
"304",1,1,0,0,1,100,100,0,0,0.3,5,5,21.70956089,16,39.924,3,4,0.083333333,0.3125,0.6875,0.25,0.75,"UMW",0.657930710424151,0.0625,0.5625,0,0.4375
"305",1,1,1,1,2,50,50,50,50,0.095481671,17,1,44.83108151,69,17.308,5,2,0.038089603,0.246376811594203,0.753623188405797,0.0289855072463768,0.971014492753623,"WMT",1.78961071672957,0.608695652173913,0.608695652173913,0.608695652173913,0.608695652173913
"307",0,0,1,1,1,0,0,100,100,0.590909091,3,8,44.3366787,12,42.019,1,0,0.045454545,0.25,0.75,0,1,"UMW",1.60258973050334,0.0833333333333333,0.0833333333333333,0.25,0.25
"309",0,0,0,0,1,0,0,0,0,0.732193732,4,1,22.474464,27,37.521,2,4,0.011396011,0.148148148148148,0.851851851851852,0.148148148148148,0.851851851851852,"UMW",2.12664499967853,0,0.037037037037037,0,0
"31",0,0,0,0,14,0,0,0,0,0.111649211,113,65,253.012088,454,131.903,7,288,0.005221537,0.248898678414097,0.751101321585903,0.634361233480176,0.365638766519824,"SPL",2.33670486538984,0,0,0,0
"313",NA,NA,NA,NA,0,NA,NA,NA,NA,0.25,6,1,6.666572179,8,0.986,0,0,0.333333333,0.75,0.25,0,1,"UMW",3.65598990247372,0,0,0,0
"314",1,1,0,0,1,100,100,0,0,0.032081377,48,1,29.84482837,72,7.503,3,9,0.199603175,0.666666666666667,0.333333333333333,0.125,0.875,"CPL",2.74841803299524,1,1,0.0416666666666667,0.0416666666666667
"315",NA,NA,NA,NA,0,NA,NA,NA,NA,0.294926004,12,21,42.0786026,44,35.032,4,14,0.041075204,0.272727272727273,0.727272727272727,0.318181818181818,0.681818181818182,"NAP",0.925840386424993,0.113636363636364,0.227272727272727,0.0227272727272727,0.0227272727272727
"317",1,1,0,0,1,100,100,0,0,0.289230769,8,1,11.4025462,26,11.618,4,0,0.047820513,0.307692307692308,0.692307692307692,0,1,"CPL",1.36254494787066,1,1,0,0
"32",1,3,1,2,6,16.67,50,16.67,33.33,0.25633383,22,1,289.101781,122,196.09,6,49,0.017699725,0.180327868852459,0.819672131147541,0.401639344262295,0.598360655737705,"WMT",1.37811734196737,0.557377049180328,0.713114754098361,0.524590163934426,0.655737704918033
"321",0,0,0,0,1,0,0,0,0,0.21978022,5,3,21.38178995,14,10.198,4,3,0.100732601,0.357142857142857,0.642857142857143,0.214285714285714,0.785714285714286,"UMW",0.914734570314094,0,0.0714285714285714,0.0714285714285714,0.0714285714285714
"323",0,1,0,0,1,0,100,0,0,0.4,2,1,10.41072398,5,7.42,3,1,0.266666667,0.4,0.6,0.2,0.8,"UMW",1.84154834041,0,0.6,0,0
"324",NA,NA,NA,NA,0,NA,NA,NA,NA,0.733333333,1,4,26.96126046,6,19.794,2,1,0.066666667,0.166666666666667,0.833333333333333,0.166666666666667,0.833333333333333,"CPL",1.86724300249904,0,0,0,0
"325",NA,NA,NA,NA,0,NA,NA,NA,NA,0.461538462,3,7,44.68961237,13,68.496,3,2,0.10955711,0.230769230769231,0.769230769230769,0.153846153846154,0.846153846153846,"CPL",0.985976895099695,0,0,0,0
"326",NA,NA,NA,NA,0,NA,NA,NA,NA,0.12987013,11,1,17.10267992,22,2.723,4,8,0.143073593,0.5,0.5,0.363636363636364,0.636363636363636,"NAP",1.53309096504502,0,0,0,0
"328",1,1,1,1,1,100,100,100,100,0.205263158,6,1,16.9868031,20,8.327,4,0,0.104385965,0.3,0.7,0,1,"WMT",1.38626307226404,1,1,1,1
"329",1,1,0,0,2,50,50,0,0,0.263157895,5,4,41.32520229,19,29.591,4,7,0.10251118,0.263157894736842,0.736842105263158,0.368421052631579,0.631578947368421,"XER",0.714814784733847,0.157894736842105,0.315789473684211,0,0
"33",1,4,2,2,76,1.32,5.26,2.63,2.63,0.020031857,565,1,392.0716382,1731,131.802,6,286,0.004782163,0.326400924321202,0.673599075678798,0.165222414789139,0.834777585210861,"NAP",4.3830109745425,0.0381282495667244,0.0837666088965916,0.0675909878682842,0.110918544194107
"336",0,0,0,0,1,0,0,0,0,0.571428571,1,3,13.35214701,8,12.537,3,4,0.089285714,0.125,0.875,0.5,0.5,"NAP",1.50093993741081,0,0,0,0
"338",0,0,0,1,1,0,0,0,100,0.4,3,1,9.312835147,6,9.469,3,1,0.233333333,0.5,0.5,0.166666666666667,0.833333333333333,"UMW",1.81748694459273,0,0.166666666666667,0,0.333333333333333
"339",0,0,0,0,1,0,0,0,0,0.376623377,7,1,23.70915492,22,57.646,3,1,0.04978355,0.318181818181818,0.681818181818182,0.0454545454545455,0.954545454545455,"WMT",1.18132409533352,0.227272727272727,0.409090909090909,0.136363636363636,0.318181818181818
"34",7,24,9,26,55,12.73,43.64,16.36,47.27,0.032461626,647,1,820.3592652,2397,355.903,9,915,0.002701128,0.269920734251147,0.730079265748853,0.381727158948686,0.618272841051314,"WMT",5.87679256729243,0.363370880267,0.670004171881519,0.324572382144347,0.670421360033375
"342",NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,7,16.62189204,8,29.331,4,2,0,0,1,0.25,0.75,"CPL",3.34059084780373,0,0,0,0
"344",0,0,0,0,1,0,0,0,0,0.392857143,1,1,11.54386545,8,12.117,4,3,0.101190476,0.125,0.875,0.375,0.625,"UMW",1.26799810833076,0,0.25,0.25,0.25
"347",0,0,0,0,2,0,0,0,0,0.439393939,3,3,34.37651282,12,36.259,4,1,0.066666667,0.25,0.75,0.0833333333333333,0.916666666666667,"NAP",1.13403505766296,0,0.25,0.0833333333333333,0.0833333333333333
"35",0,0,0,0,29,0,0,0,0,0.176729539,227,1,179.9544442,609,237.964,4,332,0.003737891,0.372742200328407,0.627257799671593,0.545155993431856,0.454844006568144,"CPL",1.86196831629169,0.00492610837438424,0.00492610837438424,0.00164203612479475,0.00164203612479475
"353",0,0,0,0,1,0,0,0,0,0.227692308,6,1,22.39626497,26,14.36,5,5,0.063333333,0.230769230769231,0.769230769230769,0.192307692307692,0.807692307692308,"NAP",1.16530967731624,0,0.0769230769230769,0,0.0384615384615385
"354",0,0,0,0,1,0,0,0,0,0.4,2,1,6.083087937,5,4.912,2,4,0.266666667,0.4,0.6,0.8,0.2,"SPL",2.12950760393335,0,0,0,0
"355",NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,9,44.63487533,10,52.289,1,5,0,0,1,0.5,0.5,"CPL",3.33348635449132,0,0,0,0
"356",0,0,0,0,1,0,0,0,0,0.4,2,1,13.44464299,5,3.412,2,1,0.266666667,0.4,0.6,0.2,0.8,"TPL",1.84154834041,0.2,0.2,0,0
"357",NA,NA,NA,NA,0,NA,NA,NA,NA,0.156862745,10,1,14.76489179,18,4.817,3,0,0.149101307,0.555555555555556,0.444444444444444,0,1,"NAP",2.04686310401288,0,0.111111111111111,0.277777777777778,0.333333333333333
"358",NA,NA,NA,NA,0,NA,NA,NA,NA,0.4,2,1,10.92407461,6,4.674,2,3,0.216666667,0.333333333333333,0.666666666666667,0.5,0.5,"NAP",1.26073058060013,0,0,0,0
"359",0,0,0,0,1,0,0,0,0,0.346405229,5,7,24.91893187,18,22.777,4,2,0.06127451,0.277777777777778,0.722222222222222,0.111111111111111,0.888888888888889,"NAP",1.01643867714929,0,0,0,0
"36",1,3,0,0,38,2.63,7.89,0,0,0.304703034,198,550,245.8567106,1076,234.917,5,268,0.001049026,0.184014869888476,0.815985130111524,0.24907063197026,0.75092936802974,"CPL",13.2915497846285,0.00464684014869888,0.0120817843866171,0,0.00185873605947955
"361",0,0,0,0,1,0,0,0,0,0.380952381,1,1,15.45677839,7,7.459,3,2,0.123809524,0.142857142857143,0.857142857142857,0.285714285714286,0.714285714285714,"NAP",1.21934069996344,0,0.428571428571429,0,0
"363",NA,NA,NA,NA,0,NA,NA,NA,NA,0.7,1,1,21.51169221,5,19.85,2,1,0.1,0.2,0.8,0.2,0.8,"WMT",1.60012203586133,0,0.2,0.2,0.6
"364",NA,NA,NA,NA,0,NA,NA,NA,NA,0.4,3,1,6.427863123,5,1.813,1,0,0.333333333,0.6,0.4,0,1,"TPL",3.076684150672,0.2,0.8,0,0
"366",NA,NA,NA,NA,0,NA,NA,NA,NA,0.4,3,1,6.7909874,6,3.735,3,3,0.233333333,0.5,0.5,0.5,0.5,"NAP",1.73660067798201,0,0,0,0
"368",NA,NA,NA,NA,0,NA,NA,NA,NA,0.196969697,5,1,35.46142524,12,10.088,5,4,0.174242424,0.416666666666667,0.583333333333333,0.333333333333333,0.666666666666667,"XER",1.23216412571074,0,0.416666666666667,0,0.333333333333333
"369",NA,NA,NA,NA,0,NA,NA,NA,NA,0.733333333,1,4,23.22325998,6,25.083,2,4,0.066666667,0.166666666666667,0.833333333333333,0.666666666666667,0.333333333333333,"WMT",1.9358326584728,0,0,0,0
"37",0,0,0,0,10,0,0,0,0,0.069908635,100,4,98.36476297,261,56.475,5,81,0.013411327,0.383141762452107,0.616858237547893,0.310344827586207,0.689655172413793,"NAP",1.65886868803514,0.00766283524904215,0.053639846743295,0.00766283524904215,0.0383141762452107
"371",NA,NA,NA,NA,0,NA,NA,NA,NA,0.883333333,1,14,91.36102226,16,121.117,3,17,0.008333333,0.0625,0.9375,1.0625,-0.0625,"WMT",3.35911622017319,0,0.1875,0,0.0625
"375",NA,NA,NA,NA,0,NA,NA,NA,NA,0.244444444,6,1,11.95564781,10,2.99,3,8,0.227777778,0.6,0.4,0.8,0.2,"NAP",2.4577262806027,0.1,0.1,0.1,0.1
"376",NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,8,186.401443,9,122.158,1,0,0,0,1,0,1,"CPL",3.49817705055725,0.444444444444444,0.666666666666667,0.333333333333333,0.555555555555556
"379",0,1,0,0,1,0,100,0,0,0.615384615,3,9,14.58924726,13,26.962,2,0,0.038461538,0.230769230769231,0.769230769230769,0,1,"UMW",1.71656380198631,0.307692307692308,0.769230769230769,0.692307692307692,0.692307692307692
"38",NA,NA,NA,NA,0,NA,NA,NA,NA,0.333333333,3,1,2.752115552,6,1.409,2,4,0.266666667,0.5,0.5,0.666666666666667,0.333333333333333,"CPL",2.15456366730819,0.333333333333333,0.666666666666667,0,0
"381",1,1,0,0,3,33.33,33.33,0,0,0.396825397,9,1,32.48740808,28,53.682,4,7,0.035409035,0.321428571428571,0.678571428571429,0.25,0.75,"UMW",0.874226025016547,0.142857142857143,0.142857142857143,0,0
"382",NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,4,19.30204911,5,29.721,3,2,0,0,1,0.4,0.6,"WMT",3.32045314519155,0,0,0,0
"383",0,0,0,0,1,0,0,0,0,0.4,3,1,7.504580325,6,15.334,2,0,0.233333333,0.5,0.5,0,1,"UMW",2.03446902237121,0,0,0.166666666666667,0.166666666666667
"386",1,1,0,0,1,100,100,0,0,0.7,1,1,15.1307557,5,17.382,3,2,0.1,0.2,0.8,0.4,0.6,"NPL",1.50903071111713,0.4,0.4,0,0
"387",NA,NA,NA,NA,0,NA,NA,NA,NA,0.533333333,2,1,10.00870041,6,9.47,2,4,0.133333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,"CPL",1.1032221572751,0.666666666666667,0.666666666666667,0.166666666666667,0.166666666666667
"388",0,0,0,0,1,0,0,0,0,0.775,2,13,24.52896676,16,37.139,4,4,0.023809524,0.125,0.875,0.25,0.75,"XER",2.18655182043722,0.0625,0.125,0.0625,0.0625
"389",0,0,0,0,1,0,0,0,0,0.761904762,1,1,2.684712466,7,3.422,1,0,0.047619048,0.142857142857143,0.857142857142857,0,1,"CPL",2.2695187565417,0,0,0,0
"39",NA,NA,NA,NA,0,NA,NA,NA,NA,0.428571429,3,1,5.331539567,7,4.483,2,0,0.142857143,0.428571428571429,0.571428571428571,0,1,"TPL",1.37353848269878,0,0,0,0
"390",NA,NA,NA,NA,0,NA,NA,NA,NA,0.345454545,3,1,45.50077774,11,13.872,3,2,0.125252525,0.272727272727273,0.727272727272727,0.181818181818182,0.818181818181818,"NAP",0.817131109164819,0.0909090909090909,0.0909090909090909,0,0
"394",NA,NA,NA,NA,0,NA,NA,NA,NA,0.4,3,1,10.68287104,6,5.681,2,5,0.266666667,0.5,0.5,0.833333333333333,0.166666666666667,"NAP",2.36726363906406,0.166666666666667,0.166666666666667,0,0
"40",1,1,1,1,1,100,100,100,100,0.438542714,52,131,72.84386661,200,107.074,5,13,0.004325923,0.26,0.74,0.065,0.935,"WMT",3.28264881059001,0.705,0.775,0.605,0.655
"403",0,0,0,0,1,0,0,0,0,0.282051282,7,1,7.663117129,13,9.761,2,7,0.129370629,0.538461538461538,0.461538461538462,0.538461538461538,0.461538461538462,"CPL",1.4413625335398,0,0,0,0
"405",0,0,0,0,1,0,0,0,0,0.205533597,9,1,29.09273192,23,36.377,3,6,0.114624506,0.391304347826087,0.608695652173913,0.260869565217391,0.739130434782609,"CPL",0.958827733279605,0,0,0,0
"406",NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,9,8.347523847,10,27.872,3,1,0,0,1,0.1,0.9,"UMW",3.41739154336879,0,0,0,0
"407",NA,NA,NA,NA,0,NA,NA,NA,NA,0.4,3,1,3.313099306,5,0.648,1,0,0.333333333,0.6,0.4,0,1,"NAP",3.076684150672,0.2,0.2,0,0
"41",0,1,0,0,6,0,16.67,0,0,0.108282828,39,1,65.89128282,100,51.02,5,20,0.040531849,0.39,0.61,0.2,0.8,"UMW",1.46275572915395,0.14,0.25,0.2,0.2
"410",0,0,0,1,1,0,0,0,100,0.688888889,1,7,26.26959891,10,68.115,5,1,0.038888889,0.1,0.9,0.1,0.9,"WMT",2.12374393070204,0,0.7,0.2,0.8
"411",NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,8,18.43269364,9,43.648,0,0,0,0,1,0,1,"CPL",3.49817705055725,0,0,0,0
"413",NA,NA,NA,NA,0,NA,NA,NA,NA,0.388888889,4,1,20.09428866,9,53.667,3,6,0.150793651,0.444444444444444,0.555555555555556,0.666666666666667,0.333333333333333,"WMT",1.2134991791056,0,0.666666666666667,0,0.777777777777778
"419",0,1,0,0,1,0,100,0,0,0.309090909,4,1,27.43179213,11,11.405,3,14,0.141414141,0.363636363636364,0.636363636363636,1.27272727272727,-0.272727272727273,"SAP",2.63784012268346,0.0909090909090909,0.545454545454545,0,0
"42",NA,NA,NA,NA,0,NA,NA,NA,NA,0.285714286,4,1,6.046005677,8,6.008,3,4,0.226190476,0.5,0.5,0.5,0.5,"NAP",1.7295841907418,0,0,0,0
"420",0,0,0,0,1,0,0,0,0,0.733333333,1,4,18.12209498,6,57.371,5,4,0.066666667,0.166666666666667,0.833333333333333,0.666666666666667,0.333333333333333,"WMT",1.9358326584728,0,0,0,0.166666666666667
"421",0,1,0,0,1,0,100,0,0,0.305555556,5,1,26.21370345,9,31.975,4,4,0.21031746,0.555555555555556,0.444444444444444,0.444444444444444,0.555555555555556,"XER",1.79715981488972,0.111111111111111,0.444444444444444,0,0.111111111111111
"423",NA,NA,NA,NA,0,NA,NA,NA,NA,0.222222222,7,1,8.35638358,9,8.055,2,7,0.333333333,0.777777777777778,0.222222222222222,0.777777777777778,0.222222222222222,"CPL",3.79281662261677,1,1,0.222222222222222,0.222222222222222
"427",NA,NA,NA,NA,0,NA,NA,NA,NA,0.822222222,1,1,34.09618817,10,32.761,3,9,0.022222222,0.1,0.9,0.9,0.1,"NAP",2.80824236852894,0,0.1,0,0
