"","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","PCconnall","net_id"
"125",-0.218825049166141,1.06690950348317,-0.0340636959283173,-0.361116740251484,-0.260995073547567,-0.141036849124004,-0.13395176058123,-0.210512437461947,1.08911904343155,"125"
"126",1.41591983639738,0.859776305569185,-1.5857225245864,0.467659191426396,-0.502331798299425,-0.555212938415439,-0.449266220412073,-0.520925237999088,1.65651570433902,"126"
"127",0.499779296120891,0.940068933665485,-0.646638255287406,-0.280954819938656,-0.297714876234745,0.0991240673951497,0.485975973669304,0.279799540246613,1.06466377080938,"127"
"129",0.888973264402548,1.54136914682831,1.11131935891434,1.07517901741768,-0.72755810267463,-0.105326077308198,-0.127313093489439,-0.0545891404924737,1.77935165484981,"129"
"130",-0.0397816715138352,-0.633717572394262,-0.715987688759584,-0.393720056067317,-0.523825446565739,-0.581737854471809,0.367877347343307,0.179235282309127,0.634964993483666,"130"
"132",1.76417260896802,-2.71185026458234,0.206010308012553,-1.41852907429762,2.31663736248999,-2.03255418545872,0.300183732383257,0.522573850698274,3.23518729778483,"132"
"133",1.51018188577357,1.6049468246983,-2.4076880391497,1.40844975340776,0.227001898176557,-0.121179610505799,-0.136430469783428,0.331630092877042,2.20374763487741,"133"
"134",1.99053738494312,-1.0169515028249,2.15475699401536,0.315547431829491,2.18018231084529,-2.01968419937681,0.45159778987498,-0.428591053556189,2.23526943341379,"134"
"135",-0.194626439832203,-0.157452207902668,-0.349578539365528,-0.285274277068246,-0.209572456267626,-0.643406912389432,0.0801596792363651,0.20574972792175,0.250341065059616,"135"
"136",2.06940588530086,2.06612166827255,2.26961588444199,1.65262345273582,0.14000286796766,0.0462790146559974,-0.082689915561216,0.146610488870559,2.92426049903615,"136"
"137",-0.472768644339963,0.734722741694689,0.344721096073968,-0.0450952167295663,0.517504861426608,0.0993858291148292,-0.234703838253376,-0.65970336927486,0.873686269912952,"137"
"139",2.4932837553421,-0.396125348160783,0.112028018608084,0.0875009388695245,-0.903743658422951,0.305169562067886,0.530911079711484,-0.573097308707589,2.52455524322767,"139"
"140",1.66194130535812,-1.19643605852453,2.48282268001682,1.21683806281809,0.593510430205867,-1.72234281060292,-0.135902581310625,-0.211429307016726,2.04780569014571,"140"
"141",-1.53864871666093,-1.06836560066004,-0.681409405728543,-0.347547215663691,-0.322370057551668,-0.290322789351825,0.0270358302856447,0.0357843961155162,1.87319110876494,"141"
"142",-0.588679907723267,-0.50643769394796,0.206831035751745,0.479679442486956,-0.804787157003244,-0.629394675068013,-0.0539401958484045,0.112199436693186,0.776545666144884,"142"
"144",0.234064630334822,2.06847383340823,-0.650310335481396,-0.967730556893263,0.307683709521443,0.00554503204031852,0.0100121537435187,0.245148848857055,2.08167486670429,"144"
"145",1.81330499926317,-0.803741724364226,1.34089565509789,0.631047464383475,0.816856592301668,-0.886465920275596,0.844405886710726,-0.379507681828753,1.98345047325028,"145"
"146",0.0237039852095994,0.391797592086791,-0.0471917654833983,-0.0697776458286691,-0.858771761937845,-0.716933686157657,-0.188800270190149,-0.251137378724544,0.392513989661291,"146"
"147",-0.00750903521549767,0.926155888511567,-0.732825951081662,-1.02178299565394,-0.489271882730999,-0.122412161903267,-0.253896206174951,-0.367622458791591,0.926186328680422,"147"
"148",0.262456726177514,0.689116200166047,0.492742616373222,0.0420818437937738,-0.478485842847433,-0.522238435233254,-0.379059357045631,-0.267721418998325,0.737404007615303,"148"
"150",0.916073968406856,2.20383416194262,-0.09565059921272,-0.0773987552434328,0.210255640915486,0.114197156358343,0.190867233004585,0.218661430531087,2.3866454552233,"150"
"151",-0.357763708251643,-0.973225348691022,1.32088394301399,1.4437189609577,-0.958216479996408,-0.462074261152766,0.0192139992752034,0.363300398932396,1.03690040518689,"151"
"152",-2.14396130655054,-1.14577984121302,0.984852743672777,1.48566690373712,0.621564092841576,0.940072643985155,-0.0202998779531157,0.0183925285500823,2.43092195031351,"152"
"153",0.0479005087613337,-0.915395690583384,-0.544568725259835,-0.528745940121334,-1.06912633005532,-0.62626651873197,0.163346345995419,0.375923533680973,0.916648094460587,"153"
"154",-0.192262456499805,0.812257905990702,0.0176165769882539,-0.31153049775371,-0.307340238652837,-0.241900665538272,-0.11896398422206,0.168732431262479,0.834702197207926,"154"
"156",-1.65712457042404,-1.48620722966569,0.00621909308668329,0.438739606863266,-0.194374015878719,0.00230980712620729,-0.0329476772985902,0.118671036115298,2.22595457532574,"156"
"158",-1.71971188848034,-0.779842847778647,0.65102044336056,1.02209236952842,0.181983316943019,0.52965804541102,-0.0770455933344589,-0.196859883078854,1.8882700671811,"158"
"160",0.710268178029543,-1.7454202489592,-0.41036256453529,-0.117724868924225,-1.24667248945379,0.054764591245459,0.967319882824021,0.394160510934977,1.88440248625346,"160"
"161",0.53743986258836,1.43500784597342,-0.140170481769313,-0.585097774722028,-0.200954189621538,0.608508895237117,-0.532057290808294,-0.0148023419248644,1.53234758586434,"161"
"162",-1.0047538567238,-1.20031351050105,0.78085418800791,0.993822811884441,-0.841220347165855,-0.67687845549741,-0.019667448401565,0.322378427758237,1.56533793031815,"162"
"164",-1.46654340337679,-1.342273438712,-0.831845806790435,-0.519552357736644,-0.187477209940123,-0.319418493358512,0.136419190319957,0.221793758422111,1.98807634115486,"164"
"165",1.38492432441154,1.39448547500033,-0.357342270641539,-0.150110418298836,-0.354939530660616,0.894876909166898,0.481969147556308,0.179715948125211,1.96535114530042,"165"
"166",1.5737651029232,0.778827723480476,0.255710260918686,-0.199495248986347,-0.549574452928816,0.58696349327481,0.403190529833694,0.207465472149161,1.75593542650083,"166"
"168",0.596153193633814,0.0941344588653261,0.817507479008417,0.468611113531981,-0.828787060454914,-0.496346729260252,0.0681574479570585,0.26069769114555,0.603539498811522,"168"
"169",-0.0758408074779475,0.341411018970247,-0.959300703816624,-0.673241667925239,-0.53857209466246,-0.360966149834495,-0.0919920843910756,-0.17337822193736,0.349733201102225,"169"
"173",0.0311323475548888,1.55759501358097,-0.286860857031361,-0.763636185890265,-0.112890984774085,-0.00730349645750805,-0.0165561725885476,0.31891342331691,1.55790611058452,"173"
"175",-1.2843425035802,-0.625584307173846,-0.053763510337723,0.142702222896965,-0.00551174120064168,0.143187257851883,-0.0966678277065879,-0.168348697412119,1.42859770120382,"175"
"177",0.239928884789391,-0.555574365493748,-0.554120208530319,-0.654247536458073,-0.809338385355267,-0.363983013229973,0.0105281660128936,-0.0631745974052329,0.605168361160811,"177"
"178",-2.18066315288399,-1.12586390233919,0.97225548377062,1.49507444443277,0.573891705421518,0.958419512850822,-0.0508432491167042,0.0285621029472174,2.45415185205325,"178"
"180",-0.31203398502048,1.01271658769368,-0.599111593432183,-0.964647378502884,0.0182214495552197,-0.12950576599475,-0.185539862877069,-0.372809396785141,1.05969811493542,"180"
"184",0.696298381763183,0.77337522590083,0.210130472053181,0.24068092579481,-0.953631834112944,-0.371987371755619,-0.44126058386012,-0.28260991583694,1.04064435638848,"184"
"185",-1.10442772902395,-0.626987122057327,-0.00889975358339935,0.077118979538223,-0.165249552561986,-0.25326167892715,-0.134601443115491,-0.152830235806734,1.26998955108408,"185"
"187",-0.30301036510379,1.20540787140116,-0.742384176893031,-0.546448527047377,-0.166404394424847,-0.246958265478424,-0.105796710824591,0.18763961954032,1.24290925565634,"187"
"188",-0.660831663476128,-1.08166721435392,-0.409888570239719,-0.212801876403355,-0.988318027896224,-0.677765487579908,0.260033255260373,0.633690761156075,1.26755767129579,"188"
"189",2.41223412447212,-1.66404323916867,0.437241834337059,-1.9595929145428,3.49493052442155,-2.59450104873763,0.567981686334325,0.113168960952476,2.93051418237324,"189"
"190",-0.745473787543377,0.248334896678713,0.672664586291961,0.583978074339132,-0.286814625961779,-0.114544111114955,-0.223349873696111,-0.0911550729204625,0.785748934980313,"190"
"191",-0.947504060867953,-0.210551284048314,-0.127703699952543,-0.159952886889798,0.232803957502384,0.0996958201076846,-0.0863856449327941,-0.218778879397308,0.970616190147092,"191"
"192",1.14427592630976,3.16457274719567,0.564138517029074,0.500446745883451,0.027171317127578,0.483519485313778,0.0134877616500392,0.226686257644313,3.36509852275169,"192"
"194",-0.0993515555106066,-0.524719160868552,-0.0945672225751364,-0.178279039435686,-0.955821023749945,-0.72268384387028,-0.0377072618683785,0.144252781852698,0.534042067036834,"194"
"195",-0.0679352472048235,1.85641139689891,0.431221060063392,0.0543850924700664,-0.0163745812332868,0.205535132338404,-0.115858021252605,0.140854432501288,1.85765402385615,"195"
"196",0.735672404602875,2.12852735479684,-0.340822911392243,-0.491165110337502,-0.0204023791945284,0.429213391399816,0.0338440825128408,0.259548822288173,2.25207517348169,"196"
"198",-2.24888355848688,-1.13911470894058,0.57916490225299,1.10080084296517,0.708289153180815,0.972914508030839,-0.00615846355882478,0.00670000458598262,2.52092435026468,"198"
"199",0.24011796153355,-0.152601644951347,-0.0576822110856033,-0.255408472323755,-0.951875172398895,-0.615901744732748,-0.0207343445405582,0.0933473317484064,0.284506410284345,"199"
