net_id,lagoslakeid,strength_km
10,10286,908422.982
10,13290,823298.532
10,13276,694233.048
10,31177,995822.833
10,117238,669445.062
10,18443,673148.778
10,97620,719329.042
10,27028,690977.178
10,111991,805751.723
10,115040,769545.785
10,110964,840890.402
10,33231,812079.308
10,56132,716438.776
10,126851,741875.842
10,141192,727202.927
10,71639,670543.69
10,27993,775620.567
10,118176,793924.116
10,83226,832596.543
10,66517,724931.807
10,104767,671805.579
10,118289,845345.412
10,56159,809767.596
10,39483,682291.645
10,24871,747137.77
10,98673,779927.756
10,50030,820000.429
10,42724,759558.368
10,38397,788799.499
10,64439,785578.594
10,140328,833069.452
10,73646,687467.606
10,37348,805137.86
10,17382,760596.51
10,25917,718121.988
10,112009,797756.772
10,55139,709570.303
10,17485,711199.21
10,14417,833509.522
10,50011,746384.838
10,6391,747864.877
10,46854,865056.076
10,121494,745128.593
10,70582,727896.203
10,123523,803707.89
10,54210,699937.906
10,102687,714132.998
10,6923,719702.993
10,56139,750971.25
10,92505,830457.041
10,97661,843566.022
10,96644,719656.724
10,55144,792684.533
10,84234,666555.654
10,107841,746363.714
10,71590,838095.387
10,112003,719798.746
10,6912,821170.882
10,27995,773685.884
10,6613,829729.321
10,136132,851557.121
10,127824,774751.672
10,11339,886555.338
10,94645,885239.277
10,114063,885407.445
10,118216,833537.756
10,141774,835239.95
10,44847,769813.087
10,83219,717099.481
10,72612,666781.49
10,78980,702449.438
10,92507,749746.927
10,21670,797307.388
10,105867,744805.123
10,29052,744868.907
10,136171,828564.879
10,95644,714829.748
10,7151,824804.567
10,40565,738555.212
10,84301,814223.664
10,52038,842241.443
10,72669,783058.728
10,7229,685698.773
10,56224,992309.188
10,85308,737597.423
10,64463,948853.492
10,29009,819117.682
10,42725,669048.136
10,80022,863383.469
10,103806,886150.01
10,41657,696723.663
10,104859,894367.098
10,33221,741770.969
10,139172,797983.947
10,98648,704061.063
10,137071,927300.48
10,140314,780708.608
10,81049,805316.961
10,113986,681705.639
10,100737,764855.423
10,27986,812059.364
10,108890,678076.648
10,24878,723375.347
10,107876,851838.103
10,29057,860466.001
10,49941,668621.799
10,6788,816394.273
10,124539,800645.438
10,55190,806782.882
10,32173,851294.745
10,116123,729482.845
10,101682,863941.244
10,97642,735063.172
10,23856,748234.934
10,32178,746538.664
10,95577,859440.882
10,119318,1009225.953
10,121495,819669.634
10,81089,732042.819
10,102747,739192.418
10,69563,806367.478
10,17482,724048.319
10,6756,822498.457
10,12293,669431.155
10,66527,852826.987
10,74781,711594.091
10,141205,718736.839
10,64436,742025.447
10,94649,900539.273
10,94665,786713.479
10,47910,749635.421
10,30029,901601.806
10,28993,730159.799
10,103726,865949.919
10,85206,682623.124
10,93647,686260.756
10,6543,685415.671
10,10217,767763.77
10,137066,670145.106
10,16432,863450.277
10,34279,845470.353
10,6563,885685.961
10,22852,749089.213
10,85281,743107.261
10,68559,869933.162
10,133079,672110.437
10,9378,743094.28
10,11334,779324.232
10,60263,678275.685
10,19596,789318.539
10,72673,838577.758
10,68637,823785.241
10,134163,837506.782
10,98656,731328.68
10,112085,715453.713
10,37424,701261.176
10,37346,750701.989
10,22848,740346.319
10,10229,728227.763
10,24958,920412.754
10,54208,714910.284
10,91480,864222.226
10,15332,694123.545
10,38478,724523.936
10,12264,800792.707
10,42808,705101.444
10,116135,695360.327
10,82069,798960.625
10,69568,702959.868
10,81096,859528.127
10,7197,752729.521
10,54120,846449.83
10,98758,683457.965
10,134144,763386.182
10,125625,693419.478
10,74698,791868.084
10,120364,805399.513
10,74717,807680.505
10,113032,794887.468
10,7334,843393.855
10,11336,782930.788
10,14414,741932.238
10,47841,761040.584
11,314535,81002.507
11,67304,84008.205
11,111730,77739.093
11,314862,117170.694
11,70349,78990.324
11,316354,106617.434
11,3495,88722.731
11,313935,102541.275
11,121129,75878.47
11,76540,82419.547
11,16117,67789.298
11,316806,79281.387
11,315610,113379.396
11,316751,77254.443
11,315102,104578.549
11,29775,110033.81
11,316499,110102.12
11,315283,92818.75
11,50697,89522.357
11,314130,112953.904
11,44547,74234.808
11,314934,123761.089
11,72347,88519.699
11,87062,72854.276
11,118997,78105.458
11,315638,107435.475
11,90239,83626.519
11,94308,81453.909
11,89191,88055.324
11,315357,76962.87
11,315375,123671.782
11,124309,77755.561
11,316231,102180.114
11,314507,110741.261
11,314151,94943.465
11,38141,80732.48
11,94335,76243.941
11,316398,99149.273
11,99421,68275.412
11,315641,90553.726
11,90235,67631.881
11,314873,87490.825
11,22480,79319.648
11,314189,124217.939
11,66268,67172.342
11,55874,77123.3
11,314528,82671.09
11,90232,89881.67
11,71341,75036.315
11,45509,79773.053
11,52865,80632.42
11,20324,83031.206
11,314644,89651.963
11,103457,88582.43
11,316044,77601.976
11,315848,107145.581
11,25692,68289.213
11,133370,87275.459
11,314460,109851.084
11,120076,77223.509
11,23556,86805.2
11,132348,91586.242
11,106558,72450.874
11,314540,87678.856
11,112796,81621.03
11,314911,71010.839
11,316407,80821.036
11,134427,72794.14
11,89197,77051.002
11,65225,80277.473
11,316779,110748.214
11,316755,78661.212
11,25666,105828.507
11,123241,77119.246
11,30846,82533.254
11,114762,72351.14
11,86030,77546.856
11,316789,77380.901
11,140570,94385.289
11,143,74881.948
11,314914,89971.195
11,381,72532.575
11,95396,72497.786
11,316500,83987.671
11,315478,105433.786
11,14073,75537.638
11,316352,82830.497
11,47573,82924.373
11,17123,84511.969
11,96337,69466.625
11,95303,78577.699
11,91252,74751.613
11,57956,90931.208
11,315291,74763.266
11,314541,84313.977
11,316502,76097.412
11,19268,88904.592
11,88124,66284.396
11,316736,82967.4
11,316501,79866.962
11,316363,115687.418
11,28733,73239.379
11,316321,124795.486
11,315274,80403.971
11,313924,102601.699
11,82848,68733.947
11,105596,128070.175
11,39208,95058.23
11,114749,82182.057
11,313881,81137.644
11,87066,82483.803
11,59033,75134.306
11,51795,83864.633
11,64178,79449.443
11,106584,92548.04
11,106552,83973.244
11,104528,71978.693
11,112804,92439.008
11,12014,72823.005
11,315325,123444.934
11,314260,104090.779
11,138518,86548.587
11,69286,81673.238
11,135416,83756.921
11,315642,107403.855
11,314152,93334.848
11,314136,82338.198
11,314149,80170.666
11,52829,87114.682
11,39213,92589.252
11,3082,75275.194
11,316747,78611.493
11,65247,86705.747
11,316000,82090.848
11,316056,65780.268
11,17144,83594.361
11,126356,94200.683
11,315317,73996.983
11,315380,75537.942
11,132310,79973.152
11,135428,66436.6
11,315537,102698.175
11,314196,117415.815
11,49687,78719.56
11,316405,77196.726
11,117901,91724.206
11,34976,79475.142
11,29757,72251.465
11,314112,117541.464
11,314892,79967.867
11,111762,70644.226
13,52146,11128.707
13,139149,10861.85
13,128832,10645.427
13,1515,12058.226
13,12396,15208.392
13,27071,12337.836
13,60354,12225.786
13,345,11864.114
13,28018,10735.069
13,127784,12701.308
13,22879,14693.247
13,65590,10526.937
13,3328,11297.34
13,58324,10752.438
13,97755,12499.706
13,139166,11200.567
13,3391,11598.545
13,888,11645.046
13,27057,10759.329
13,805,11715.275
13,37463,10806.765
13,36380,12036.317
13,91567,11955.881
13,38503,10858.375
13,21775,10682.149
13,55226,10665.924
13,81130,11268.007
13,16458,11599.428
13,111059,12314.988
13,73766,11594.525
13,11348,10503.29
13,54240,13164.431
13,16450,11652.923
13,22882,13676.788
13,131962,11405.739
13,33250,11255.915
13,3293,11473.443
13,62425,10875.945
13,114080,14779.36
13,3824,12579.474
13,105940,11651.19
13,122,11756.109
13,30150,12160.763
13,73818,10740.18
13,57280,11210.395
13,3599,11480.556
13,38513,12234.385
13,71663,10507.497
14,456971,122.878
14,457202,500.776
14,456898,549.361
14,457346,152.108
14,457138,772.584
14,457118,537.063
14,457037,1094.953
14,457291,610.469
14,457144,566.475
14,457062,119.271
14,457129,117.492
14,456953,472.309
14,456954,853.498
15,145490,91973.914
15,145372,98280.714
15,145958,96791.323
15,144598,107165.133
15,149022,102776.174
15,144844,185419.839
15,148499,136854.495
15,146695,114345.961
15,146701,113744.413
15,147908,104149.466
15,145477,102914.39
15,148240,101648.832
15,146102,113198.12
15,145371,99209.988
15,147326,109327.237
15,144912,90833.554
15,144751,103548.511
15,145995,101226.692
15,144740,97166.239
15,145536,100101.551
15,146117,98934.092
15,148974,92233.576
15,144854,108295.701
15,145480,98117.751
15,144711,94167.925
15,146697,110960.903
15,144712,91267.721
15,147912,103840.083
15,146115,104718.624
15,146706,106534.303
15,147325,111359.344
15,148969,96271.337
15,145457,163890.973
15,146604,99808.699
15,146120,94572.533
15,146109,115408.134
15,148233,107129.008
15,146093,156428.013
15,146472,98906.101
15,144218,125915.781
15,144849,115814.723
15,148521,106199.881
15,144607,102414.381
15,146708,93240.624
15,144852,108640.833
15,144233,103927.174
15,144224,107092.707
15,144706,97887.076
15,148394,99240.343
15,144232,95838.503
15,144223,111677.943
15,147787,98499.995
15,148534,97615.349
15,147232,100705.749
15,145955,91440.768
15,144732,91755.638
15,148517,112245.954
15,147324,111916.908
15,148345,91638.105
15,148364,102573.847
15,148524,112824.899
15,149018,103140.324
15,147896,151007.452
15,146696,113689.317
15,145976,96437.625
15,146687,148894.352
15,146594,93903.639
15,144597,103968.13
15,145366,99929.667
15,145530,92874.191
15,145472,107294.628
15,146104,115499.129
15,147772,92192.486
15,148511,117260.57
15,148360,91474.086
15,145367,97265.871
15,146174,98317.361
15,148584,96242.293
15,146600,100450.074
15,148354,95940.598
15,144235,92156.998
15,144856,104594.365
15,148558,98037.029
15,146699,115620.209
15,146566,102723.856
15,146119,95501.098
15,147903,141288.918
15,146705,119548.822
15,146126,102833.417
15,147884,188158.194
15,147888,97033.085
15,145993,98193.589
15,145988,99426.632
15,148321,94299.307
15,147342,95130.453
15,149009,94965.079
15,148349,91553.284
15,146565,93823.016
15,145459,165558.953
15,144221,121619.37
15,148967,91550.936
15,146103,115262.652
15,144628,92030.433
15,146133,98172.299
15,144862,97928.46
15,148348,91462.467
15,147346,94724.647
15,146130,91768.455
15,146597,95198.889
15,146590,97312.886
15,148877,98842.369
15,148238,102697.476
15,145486,99723.549
15,148514,110632.378
15,146570,91656.559
15,148347,94537.613
15,146121,96955.193
15,148501,129091.601
15,147335,104762.987
15,148506,115780.479
15,144859,99627.692
15,146123,99528.192
15,147336,103445.666
15,148490,100350.963
15,145476,100909.992
15,146118,98958.903
15,147914,94167.472
15,148583,95829.193
15,148376,99369.249
15,144234,99725.768
15,146476,101635.897
15,145374,101819.596
15,145930,92058.254
15,145474,101316.333
15,146114,107344.001
15,146575,99579.973
15,144222,111731.918
15,148999,91633.054
15,146578,91317.5
15,145475,101691.512
15,148393,100498.661
15,145967,90763.486
15,147797,99617.488
15,145994,99246.293
15,145320,96006.353
15,148998,92035.954
15,148525,102796.249
15,145991,98330.014
15,147320,135191.045
15,144864,102529.676
15,145979,96125.879
15,145471,110473.124
15,144709,95069.888
16,151218,42022.146
16,151188,33289.093
16,150018,32826.938
16,149766,31952.198
16,149745,33968.653
16,149313,31729.881
16,149467,37765.4
16,151255,40513.07
16,151904,31212.865
16,151208,30868.584
16,150005,37630.283
16,151203,42918.912
16,151296,38548.622
16,151897,33490.762
16,150101,39439.37
16,151624,32007.31
16,150805,32690.944
16,149659,32087.058
16,151207,41508.493
16,150108,32604.348
16,149309,50650.811
16,151527,49735.579
16,151313,31617.764
16,150093,35220.021
16,151198,33100.225
16,150428,48436.037
16,151191,48644.095
16,149310,33571.028
16,151223,40134.88
16,150473,35382.704
16,150128,34864.551
16,150813,42237.748
16,150896,33898.061
16,149301,35247.935
16,150082,34733.442
16,149304,35154.405
16,150004,38705.043
16,151227,39963.966
16,151999,39355.174
16,150793,36362.494
16,149698,37781.327
16,151200,46911.513
16,151233,44057.638
16,150533,35866.416
16,152010,38806.486
16,151890,33098.836
16,151192,33152.031
16,150017,33361.856
16,151636,34507.692
16,150796,34939.786
16,149325,41645.66
16,150802,32507.975
16,151605,30768.306
16,150016,33097.96
16,149663,43704.506
16,150127,32124.276
16,151219,45445.642
16,151242,38376.946
16,150801,32169.356
16,149764,31635.189
16,150470,35570.746
16,151637,37398.814
16,150031,43667.861
16,150408,48594.984
16,150818,42477.45
16,151213,42409.676
16,151534,33166.461
16,149400,33774.014
16,149316,32275.872
16,151267,34164.467
16,149403,33082.97
16,151539,44271.329
16,151299,37815.991
16,150442,39789.054
16,151701,34754.046
16,151535,31695.23
16,150418,42253.962
16,151295,32136.075
16,149396,34155.132
16,149398,34538.039
17,233514,15671.72
17,234124,13159.562
17,232875,13038.08
17,235730,15306.925
17,235251,20884.398
17,234508,18465.015
17,235851,14976.07
17,231694,19575.472
17,234060,12821.782
17,232183,17422.525
17,231625,14442.566
17,235734,12732.543
17,235213,12793.974
17,231643,12702.852
17,235274,23059.808
17,234528,17000.161
17,235313,21772.301
17,234683,23660.798
17,234556,14595.387
17,231686,19623.197
17,232201,14658.894
17,235787,19104.037
17,231615,13055.173
17,234674,15020.885
17,231676,14926.926
17,232154,17495.44
17,232970,22663.965
17,235852,15122.957
17,232770,12959.512
17,232913,18014.426
17,235161,12597.928
17,235770,13015.996
17,234654,14772.826
17,234589,17141.925
17,232941,21974.354
17,235179,13528.54
17,235828,22842.144
17,235845,22055.174
17,233441,14189.566
17,232787,12808.142
17,233434,13676.899
17,234680,15358.866
17,234653,16099.291
17,232322,14331.035
17,234183,22157.049
18,221057,26199.532
18,221250,25739.548
18,222056,26688.015
18,223157,24507.103
18,221552,21604.338
18,222792,25187.478
18,221083,22735.148
18,222057,23371.845
18,222989,24788.893
18,222066,24255.623
18,222436,21437.403
18,223311,23885.295
18,221889,22900.954
18,222980,25928.403
18,221405,25358.246
18,221239,22968.047
18,221049,22087.011
18,221916,23376.562
18,222547,22052.879
18,221544,21889.643
18,221181,23082.398
18,223335,25664.54
18,220870,21999.598
18,220684,23531.588
18,222944,21855.851
18,222064,25696.199
18,221084,25170.228
18,221790,21568.335
18,221709,24817.313
18,220690,24102.279
18,222256,21376.925
18,220883,21424.44
18,221917,24367.597
18,221888,23089.073
18,221947,24954.19
18,223345,23624.901
18,221900,24595.528
18,220894,27237.79
18,221394,23339.125
18,220905,23360.339
18,222999,26708.638
18,220580,34715.811
18,222005,31692.332
18,222411,26172.412
18,222904,21987.998
18,220716,24036.63
18,223288,21409.133
18,221061,23432.148
18,221020,31064.645
18,222592,23151.381
18,223136,24777.013
18,222193,21801.257
18,223330,25994.874
18,221712,23401.54
18,222754,25479.135
18,221131,21483.771
18,222433,26220.772
18,221664,31501.541
18,220664,25283.9
18,222824,21762.745
18,222477,21389.341
18,222272,24152.458
18,221430,21603.467
18,223259,21326.867
18,223016,23875.55
18,222808,22778.56
18,222791,23002.437
18,223364,22351.237
18,222257,23857.861
18,222784,26126.828
18,221925,26171.024
18,222259,26111.982
18,223374,22761.929
18,222296,23633.817
18,221724,24850.342
18,220641,29446.723
18,222244,24579.144
18,221041,24216.187
18,222374,30743.753
18,222420,24149.101
18,221694,26879.853
18,222701,30407.113
19,44812,25.398
19,73672,23.778
19,80024,21.55
19,137143,23.761
20,5639,115092.666
20,88342,86325.776
20,64360,110776.387
20,57094,116347.748
20,47771,97402.988
20,134212,108179.595
20,74627,106323.271
20,91429,105262.957
20,4293,103030.748
20,6781,114898.967
20,12215,90953.212
20,22721,95880.427
20,89391,87910.871
20,126919,96842.447
20,5902,92651.957
20,6319,120313.584
20,109856,98547.461
20,258,145740.798
20,54075,90173.156
20,137225,92854.258
20,43687,113941.977
20,4356,105605.472
20,131075,94649.537
20,100587,95680.542
20,17337,104986.176
20,114994,104381.275
20,39438,86814.763
20,6130,109475.186
20,5914,88761.89
20,72550,88093.557
20,43695,88112.269
20,60201,100419.548
20,3211,92313.464
20,113942,94718.757
20,28922,89595.661
20,4168,91914.251
20,19460,88753.682
20,1980,98682.921
20,41572,95770.061
20,1910,88037.298
20,71522,106671.165
20,1215,143908.596
20,74634,106660.625
20,66446,93154.132
20,86228,109987.015
20,5969,90710.781
20,2334,88030.634
20,41604,92837.582
20,73593,100734.92
20,85161,99288.705
20,5653,95116.583
20,99625,94175.446
20,88328,93571.465
20,110908,101818.059
20,6817,95847.92
20,17336,92023.825
20,22690,91686.419
20,9456,106894.601
20,125,143680.584
20,4626,96596.204
20,73583,88587.317
20,103684,92282.27
20,39426,94045.526
20,106779,91116.122
20,102644,134873.626
20,93497,95055.399
20,5505,126477.63
20,18386,92961.615
20,122392,90531.721
20,110907,129869.301
20,119206,87970.149
20,64365,93920.293
20,57101,87220.571
20,29964,164748.335
20,94500,90170.963
20,47866,95754.662
20,83088,107525.503
20,41589,86588.849
20,117096,88238.321
20,78927,102863.895
20,6849,110688.793
20,35,86720.38
20,102651,86097.055
20,141560,91467.822
20,141566,107933.861
20,128965,91097.243
20,84158,102681.498
20,5897,120458.438
20,88326,106795.816
20,13217,91934.571
20,84166,86167.128
20,104716,88763.273
20,140371,89762.198
20,21596,91178.56
20,67515,86393.383
20,37,91639.315
20,136219,116115.193
20,47772,90245.426
20,71528,144310.117
20,28925,94191.589
20,759,95929.51
20,53072,91918.654
20,134211,86837.826
20,13240,102318.957
20,6282,86172.081
20,74640,113357.678
20,5694,121411.117
20,103680,107449.521
20,88333,105558.95
20,94494,89998.953
20,4613,123279.294
20,50918,102864.368
20,40489,165666.319
20,116079,88686.865
20,60195,97537.529
20,6134,107600.306
20,85147,88083.874
20,4584,122719.94
20,21594,101383.415
20,6135,90588.745
20,139320,91765.024
20,51969,93685.152
20,71540,94321.024
20,4910,121153.08
20,116094,107017.186
20,5790,91422.251
20,12208,110878.759
20,17331,107952.137
20,104713,98949.399
20,5310,114963.702
20,68491,97500.992
20,91428,88110.863
20,104722,144438.344
20,109853,106038.748
20,114983,88723.129
20,123455,131456.617
20,44744,91094.641
20,57108,108456.211
20,138303,98004.788
20,39437,90410.675
20,5912,112683.41
20,4685,129726.541
20,181,89066.451
20,83073,100206.315
20,5779,93354.966
20,110910,94068.881
20,73590,103772.708
20,67517,91922.163
20,23803,113384.552
20,101619,95914.114
20,214,131281.969
20,15278,91430.182
20,111946,90829.979
20,104706,126726.79
20,20527,89980.523
20,120283,93922.248
20,517,113090.799
20,130040,104687.157
20,120322,105205.113
20,120286,86779.613
20,118104,100161.508
20,114982,88947.507
20,134222,94583.948
20,5896,120258.696
20,6142,130727.069
20,66430,132099.345
20,125568,108432.254
20,2812,138346.781
20,50914,89733.183
20,62246,88658.893
20,80966,110518.512
20,108833,90595.764
20,36208,87954.2
20,22696,102735.175
20,754,107961.885
20,896,137501.414
20,32119,104811.442
20,87292,90324.561
20,97559,94549.028
20,6333,94506.39
20,7434,87573.932
20,75718,86535.67
20,26911,93891.278
20,198,144751.41
20,65435,114938.092
20,131076,96136.197
20,5284,132228.473
20,65428,146752.918
20,5757,89971.163
20,117093,119722.507
20,21602,89335.168
20,57112,101437.645
20,40492,114472.979
20,72549,111745.658
20,415,121037.625
20,4781,125535.55
20,70528,91763.653
20,5789,100451.578
20,80017,94082.919
20,141324,94677.979
20,6145,89182.667
20,124494,93027.407
20,89393,110772.475
20,96539,110429.836
20,51964,105429.661
20,3252,115788.807
20,31027,102225.948
20,86222,113818.512
20,66451,88142.153
20,63358,95191.047
20,7435,90318.823
20,88343,96404.107
20,99626,96962.143
20,108825,116015.135
20,74629,121177.722
20,51989,120611.799
20,41590,106238.16
20,96553,92996.392
20,133146,119002.616
20,100593,101947.13
20,66450,112825.52
20,17334,87749.109
20,133151,86890.479
20,23798,86280
21,181103,45891.344
21,174718,47092.946
21,184177,52166.705
21,178149,57351.827
21,191952,110407.836
21,186007,96946.524
21,184146,53369.147
21,183539,46923.496
21,183538,46942.9
21,184502,95983.494
21,179009,45617.097
21,180483,46648.314
21,177766,45148.003
21,182711,52847.819
21,179016,45706.256
21,181235,91458.792
21,173456,45294.283
21,182513,47651.352
21,178446,83713.555
21,184186,47453.03
21,183505,46571.612
21,173843,121488.83
21,182690,93438.672
21,192119,105485.344
21,177874,46022.565
21,178100,51758.092
21,173938,51093.047
21,192263,112131.677
21,177747,46169.16
21,179800,50465.171
21,181249,50852.773
21,174717,46174.201
21,191103,94092.119
21,180719,48743.324
21,187734,107563.302
21,191165,113636.187
21,190390,95824.095
21,178279,51522.598
21,175143,49667.109
21,173408,46177.641
21,189777,113236.509
21,178489,125850.332
21,177985,60315.643
21,189864,117023.354
21,191321,87815.714
21,173378,45254.441
21,182094,45551.055
21,176947,65706.523
21,185377,119030.639
21,182733,55741.022
21,178306,45410.085
21,176413,63277.255
21,186810,86828.493
21,176288,48936.547
21,182709,53894.281
21,182159,46557.579
21,180599,45862.558
21,175184,45847.325
21,181104,53500.706
21,175151,50160.525
21,182033,45868.795
21,184643,89092.146
21,176899,51844.165
21,180670,47954.961
21,183410,45853.93
21,179797,88982.657
21,178033,64378.285
21,183507,46919.465
21,173613,55783.794
21,181030,50246.168
21,191377,85456.28
21,179722,120424.798
21,175380,53379.08
21,174850,45299.532
21,180998,51800.774
21,181377,50270.108
21,183877,60264.406
21,174837,46088.4
21,183552,45664.211
21,173915,52520.261
21,173175,45713.655
21,186705,100533.767
21,179646,45585.153
21,185375,115128.097
21,177727,46334.923
21,182160,45586.275
21,181248,89452.76
21,175332,114535.471
21,190160,89110.965
21,180620,46564.22
21,176999,120800.884
21,184144,89726.745
21,175000,58747.576
21,176379,45362
21,191119,88271.55
21,175466,122984.324
21,188931,98441.968
21,179659,45583.343
21,179072,45430.738
21,191304,83024.491
21,176590,59063.957
21,176700,46461.374
21,188090,82933.163
23,117257,17.612
23,132978,242.6
23,19624,12.109
23,404,172.132
23,45881,173.252
23,14434,10.584
23,878,13.742
23,97750,9.7
23,28014,121.498
23,114099,30.359
23,132985,212.427
23,115175,159.171
23,96671,181.918
23,124663,60.837
23,112109,287.937
23,124659,57.374
23,75886,165.513
23,129871,173.862
23,82173,121.716
23,110004,262.299
23,131953,189.254
23,1993,144.99
23,18568,233.698
23,210,14.453
23,45857,253.432
23,114102,228.378
23,67651,38.68
23,20692,135.311
23,1033,193.958
23,104870,51.092
23,76914,14.062
23,55223,155.792
23,67644,190.143
23,31203,115.701
23,59390,58.077
23,97766,33.666
23,23949,176.629
23,1607,295.011
23,81127,11.595
23,3526,149.385
23,81126,68.547
23,122561,27.086
23,123605,228.138
23,97759,9.815
23,135076,10.048
23,111066,130.598
23,112106,29.491
23,992,67.881
24,172678,290979.909
24,173078,227148.879
24,179430,256870.265
24,178442,225336.986
24,175554,294427.748
24,180111,233693.832
24,177131,286626.943
24,180099,285345.169
24,180187,270827.363
24,178794,237601.525
24,183834,225493.18
24,180026,289589.669
24,175525,301321.072
24,183379,269623.637
24,183751,247636.658
24,180066,275923.719
24,174259,293024.419
24,181471,322152.414
24,175706,255073.945
24,182171,231203.563
24,181488,299911.635
24,177525,261048.577
24,175544,294454.719
24,182284,266720.179
24,182900,313809.118
24,175462,286068.043
24,178593,306814.594
24,172772,294749.347
24,183666,245733.318
24,181885,268763.561
24,174341,281536.901
24,180030,322303.138
24,180460,235363.63
24,180963,255003.9
24,176512,260234.638
24,178543,295474.884
24,174196,266708.45
24,177286,268055.214
24,177271,228011.773
24,181832,228119.177
24,182390,225899.074
24,182901,313236.982
24,180398,226095.933
24,181992,225217.355
24,175890,224445.947
24,180265,284494.626
24,179004,227182.647
24,181638,252533.321
24,173068,228663.629
24,183879,225898.186
24,174260,296495.024
24,181010,228241.033
24,173713,229890.006
24,175535,298002.829
24,173093,245817.041
24,173448,224256.748
24,175837,236852.519
24,173634,238549.562
24,182975,242832.903
24,177781,239497.249
24,172718,311245.701
24,181456,326389.448
24,180442,266480.463
24,177396,282636.015
24,183197,224017.415
24,177786,269584.881
24,175038,249867.595
24,183681,263737.843
24,176338,258237.701
24,182181,248726.775
24,178029,242964.94
24,183101,286183.768
24,172647,323957.211
24,178612,309209.23
24,178703,256074.839
24,174606,224041.395
24,176039,253514.457
24,179371,247619.698
24,173590,258384.774
24,177285,261703.453
24,174388,237701.106
24,177943,251288.271
24,178077,240630.17
24,172837,252077.267
24,176537,240727.987
24,177535,225909.71
24,182492,234526.855
24,182948,316395.8
24,172793,260197.635
24,177256,223734.861
24,175580,319908.659
24,177159,316352.071
24,179363,245535.124
24,175755,225689.752
24,183405,258842.836
24,180900,245514.548
24,178117,242197.329
24,180375,249896.342
24,180527,253817.254
24,181612,226308.797
24,174219,317012.642
24,183040,288520.722
24,177606,260784.561
24,175071,223634.283
24,179602,224213.762
24,178217,224752.315
24,179516,226300.129
24,176264,228874.508
24,183406,253679.436
24,183816,239592.947
24,175651,289522.856
24,181523,241149.976
24,175744,224278.333
24,174959,258631.855
24,178668,268992.474
24,177109,295914.182
24,174240,310673.524
24,180409,273458.926
24,174965,243129.584
24,179013,229377.785
24,172827,263405.656
24,174794,267438.758
24,180035,288411.561
24,180473,258278.673
24,175628,271542.086
24,174513,244627.398
24,179299,250716.6
24,183852,239408.504
24,177990,243028.779
24,182303,254993.716
24,181286,222993.761
24,174151,298820.424
24,175996,269893.975
24,178138,237273.585
24,178902,225434.395
24,176063,267072.848
24,183811,240857.439
24,175747,271679.875
24,180096,291280.762
24,182103,239640.362
24,175086,225226.08
24,175813,281596.265
24,181920,260125.777
24,183419,240911.571
24,172765,241848.284
24,178683,309988.345
24,181962,270570.276
24,180924,234299.397
24,182932,313526.376
24,173494,252254.042
24,182917,323635.194
24,173539,248455.077
24,179954,329232.643
24,173205,245439.836
24,183757,256015.432
24,175663,285835.516
24,172839,295226.976
24,180475,264415.434
24,175811,276788.634
24,174101,298856.435
24,181460,324033.848
24,183815,226752.57
24,180175,279207.855
24,182317,268406.8
24,174126,311062.068
24,178995,225340.892
24,173130,264702.839
24,178069,225223.892
24,178723,225129.979
24,172817,295782.159
24,180474,260584.582
24,177526,266114.282
24,182232,247974.167
24,175944,246544.454
24,173563,239899.39
24,174174,314266.786
24,183829,239149.802
24,173415,263718.33
24,178062,250916.422
24,175137,233024.998
24,175545,295041.168
24,180060,298081.829
24,174152,305291.285
24,179322,261125.506
24,183702,251617.31
24,182394,247813.596
24,174172,297260.281
24,181511,271765.613
24,175945,256662.931
24,179517,226630.03
24,179336,251056.935
24,177034,303931.604
24,178630,292235.162
24,183963,225614.088
24,175598,308922.46
24,176509,241988.31
24,176452,269764.683
24,177865,243664.062
24,183166,264319.105
24,182325,254610.15
24,173070,228759.717
24,179976,307375.184
24,181375,266668.283
24,183201,281109.964
24,181408,328648.203
24,178861,246177.749
24,176364,263534.42
24,183270,255261.927
24,181027,234527.425
24,183235,226930.266
24,182874,321836.198
24,183250,225172.432
24,183391,230625.984
24,175058,239001.428
24,174307,236584.636
24,183837,234015.443
24,176374,266801.888
24,181420,303610.216
24,178601,306035.436
24,183741,270424.486
24,180857,267550.252
24,179369,245821.115
24,178568,324053.073
24,178048,227462.098
24,173473,247873.793
24,179370,245392.763
24,177227,225183.956
24,181824,272935.37
24,172591,251784.041
24,179362,245618.816
24,174138,283025.041
24,182270,266762.027
24,180898,245137.893
24,175914,280732.757
24,173140,266392.15
24,173129,241050.718
24,181049,227301.934
24,181571,233987.696
24,172730,304254.791
24,173463,244892.032
24,180786,234858.828
24,181643,267910.39
24,176520,244312.556
24,178106,240666.25
24,178488,314649.514
24,178913,247833.999
24,174649,229101.352
24,175780,227851.464
24,180513,281646.956
24,174158,303428.116
24,179993,298237.801
24,183282,227727.167
24,173538,245624.67
24,183359,250316.453
24,174107,299228.615
24,179459,236627.871
24,180082,301684.872
24,182183,267584.868
24,183848,223242.177
24,181886,269192.72
24,174539,235972.517
24,177661,224142.764
24,183901,229672.961
24,177135,237480.417
24,180551,232576.518
24,179289,254696.456
24,176048,261260.078
24,180051,306795.128
24,182435,244272.866
24,172758,313404.862
24,180263,226024.726
24,181035,231241.332
24,175611,278301.22
