net_id,lagoslakeid,vert_btwn_centr_norm
2,163048,0.00185109
2,172256,0.001850708
2,161352,0.002466849
2,164935,0.00676916
2,161229,0.001234187
2,163592,0.001850708
2,166053,0.001234377
2,162745,0.001234187
2,164227,0.001234187
2,164218,0.006155687
2,168888,0.001234187
2,166716,0.00185109
2,161911,0.001234187
2,165680,0.002466849
2,160413,0.003082608
2,168688,0.003697986
2,171140,0.006155687
3,449742,0.001973359
3,451237,0.028280745
3,451772,0.002958576
3,450608,0.00394428
3,451400,0.017635431
3,453603,0.001973359
3,451107,0.001973359
3,453612,0.001973359
3,450713,0.001973359
3,452229,0.001973846
3,450764,0.004926084
3,451428,0.016677026
3,451412,0.002958576
3,449858,0.002958576
3,451199,0.002958576
3,451517,0.001973359
3,450814,0.017628118
3,451614,0.001973359
3,451374,0.006889693
3,451608,0.030284816
3,450463,0.011781653
3,450615,0.002958576
3,449940,0.003942817
3,449942,0.001973359
3,449291,0.001973359
3,450521,0.002958576
3,452411,0.001973359
3,451731,0.002958576
3,450954,0.001973359
3,450956,0.015677672
3,449121,0.022458167
3,453309,0.002958576
3,450976,0.007870035
3,451778,0.022458167
3,450914,0.004928034
3,451089,0.005908376
3,450927,0.005908376
3,450921,0.002958576
3,451765,0.003942817
3,450587,0.001973359
3,451622,0.008849402
3,451047,0.001973359
3,450617,0.001973359
3,450200,0.005910814
3,450098,0.061693783
3,451457,0.001973359
3,451137,0.047224599
3,451269,0.016649239
3,450636,0.003942817
3,450932,0.001973359
3,450193,0.062137886
3,451785,0.010816911
3,451068,0.008849402
3,450813,0.043457278
3,453019,0.002959551
3,450308,0.001973359
3,449668,0.005908376
3,452113,0.001973359
3,449585,0.003942817
3,451115,0.003942817
3,449856,0.002958576
3,452373,0.001973359
3,449503,0.001973359
3,451629,0.002958576
3,451791,0.001973359
3,450791,0.008849402
3,450551,0.002958576
3,450005,0.001973359
3,449410,0.004926084
3,450555,0.020525758
3,450705,0.003942817
3,451615,0.006895543
3,449812,0.006889693
3,450709,0.001973359
3,450710,0.028231996
3,450514,0.001973359
3,449898,0.002958576
3,451536,0.002958576
3,451734,0.012768333
3,451592,0.002958576
3,449711,0.001973359
3,449200,0.001973359
3,451077,0.007875885
3,451759,0.003942817
3,449453,0.001973359
3,450774,0.01373795
3,449465,0.004929497
3,450585,0.002958576
3,451566,0.002959551
3,449259,0.001973359
3,449187,0.004926084
3,449469,0.001973359
3,451188,0.009827794
3,450422,0.001973359
3,451790,0.007879298
3,450767,0.003942817
3,451438,0.010810086
3,450249,0.007870035
3,451781,0.001973359
3,449552,0.001973359
3,451240,0.017619831
3,449346,0.001973359
3,452797,0.006889693
3,451339,0.001973359
3,451232,0.002959551
3,449618,0.002958576
3,450588,0.001973359
3,449788,0.001973359
3,451742,0.001973359
3,451540,0.002958576
3,451074,0.007870035
3,449486,0.006889693
3,451658,0.005908376
3,451768,0.001973359
3,450646,0.001973359
3,449907,0.001973359
3,451787,0.002958576
3,451792,0.004930472
3,450739,0.01470513
3,450760,0.001973846
3,449753,0.002959551
3,450548,0.025349469
3,449572,0.001973359
3,450307,0.001973359
3,451618,0.008849402
3,449264,0.006889693
3,450594,0.007870035
3,452899,0.001973359
3,451779,0.021502687
3,450770,0.002958576
3,450691,0.002958576
3,449844,0.043720522
3,450560,0.002958576
3,450815,0.019558091
3,450613,0.001973359
3,450581,0.003942817
3,449227,0.01180359
3,451595,0.002959551
3,451251,0.005908376
3,449170,0.001973359
3,450816,0.026311287
3,450603,0.001973359
3,451748,0.001973359
3,450616,0.001973359
3,449916,0.001973359
3,449738,0.008849402
3,450557,0.014726579
3,449533,0.001973359
3,450462,0.346597443
3,453515,0.024448101
3,451979,0.001973359
3,451603,0.003942817
3,450922,0.003942817
3,451402,0.017660293
3,451676,0.001973359
3,451456,0.001973359
3,450909,0.004926084
3,453120,0.416863734
3,451602,0.002958576
3,450052,0.001480263
3,449197,0.001973359
3,450123,0.004926084
3,451249,0.001973846
3,449545,0.02351602
3,453250,0.001973359
3,449543,0.015722521
3,449896,0.00394428
3,452365,0.003136997
3,450592,0.001973359
3,450746,0.004926084
3,451278,0.003942817
3,449953,0.010805211
3,451580,0.004926084
3,449412,0.005908376
3,451119,0.014739741
3,452887,0.001973359
3,451890,0.001973359
3,450758,0.001973359
3,450569,0.002958576
3,450565,0.001973359
3,450700,0.005908376
3,452369,0.009839981
3,449336,0.001973359
3,451537,0.005913739
3,452237,0.002958576
3,453140,0.065631726
3,451763,0.012780032
3,449642,0.035062703
3,451977,0.001973359
3,450568,0.001973359
3,450609,0.002959551
3,452898,0.001973359
3,449661,0.002958576
3,452074,0.001973359
3,453358,0.002958576
3,450977,0.058490488
3,451862,0.005912764
3,450478,0.002958576
3,451531,0.001973359
3,450907,0.039876178
3,449610,0.003942817
3,450975,0.107133194
3,450009,0.002958576
3,450978,0.054841139
3,450040,0.069500932
3,451340,0.001973359
3,450461,0.437610325
3,451550,0.001973359
3,451659,0.001973359
3,450041,0.014737304
3,451771,0.005910814
3,449838,0.002958576
3,449603,0.002960038
3,453101,0.001973359
3,451100,0.006894568
3,451744,0.055644035
3,451767,0.001973846
3,451220,0.020535508
3,449991,0.005910814
3,453659,0.005908376
3,453986,0.004926084
3,453851,0.001973359
3,454733,0.001973359
3,453945,0.004926084
3,453697,0.002958576
3,453856,0.013731612
3,453808,0.00394428
3,454019,0.002958576
3,454129,0.15437193
3,453959,0.002958576
3,454236,0.001973846
3,453928,0.016649239
3,454836,0.003942817
3,454401,0.001973359
3,454700,0.049102409
3,453831,0.001973359
3,453662,0.003942817
3,454300,0.001973359
3,453855,0.001973359
3,454185,0.004926084
3,453954,0.001973359
3,453667,0.002959551
3,454163,0.157910131
3,453751,0.181927291
3,454779,0.046284231
3,454056,0.001478557
3,454753,0.047224599
3,454118,0.133876884
3,454294,0.045576883
3,453674,0.001973359
3,454950,0.131265889
3,454751,0.001973359
3,454987,0.019064263
3,450981,0.004926084
3,449837,0.002958576
3,449727,0.005908376
3,450766,0.006889693
3,450923,0.001973359
3,451265,0.001973359
3,450556,0.019558091
3,451370,0.029190889
3,450081,0.005908376
3,451591,0.011798715
3,449554,0.001973846
3,451375,0.001973359
3,449492,0.001973359
3,451568,0.006892618
3,450870,0.005908376
3,451218,0.04440057
3,450730,0.003942817
3,453428,0.001973359
3,451124,0.002958576
3,450491,0.002958576
3,449904,0.001973359
3,451586,0.001973359
3,451426,0.018589448
3,450055,0.006889693
3,450000,0.00394428
3,450957,0.002958576
3,450543,0.049126784
3,450726,0.024418851
3,451741,0.009844856
3,449718,0.001973359
3,451760,0.009827794
3,451433,0.001973359
3,451411,0.013731612
3,451266,0.002958576
3,452406,0.001973359
3,450934,0.002958576
3,450775,0.001973359
3,451202,0.001973359
3,451594,0.001973846
3,451066,0.009839494
3,450638,0.002959551
3,451226,0.001973359
3,450562,0.002958576
3,451234,0.005908376
3,453740,0.006889693
3,453717,0.004926084
3,453829,0.001478557
3,454729,0.048163992
5,151774,0.004149378
5,149479,0.004149378
5,150963,0.064319666
5,151059,0.008290129
5,150586,0.036973456
5,149109,0.004149378
5,150695,0.012396373
5,151552,0.008281502
5,150688,0.004149378
5,151912,0.008281502
5,150043,0.004149378
5,150354,0.004149378
5,150376,0.012396373
5,149500,0.004149378
5,149497,0.004149378
5,150634,0.004149378
5,150245,0.024637469
5,150733,0.004149378
5,150621,0.008281502
5,150962,0.008290129
5,149130,0.004149378
5,151787,0.004149378
5,151760,0.004149378
5,149240,0.004149378
5,150326,0.008290129
5,151349,0.131563737
5,149490,0.004149378
5,150736,0.057004339
5,151436,0.008290129
5,151492,0.004149378
5,149466,0.561925794
5,150264,0.012396373
5,150589,0.120608
5,150998,0.004149378
5,150207,0.154104951
5,150587,0.057185497
5,150663,0.008281502
5,149463,0.004149378
5,150588,0.008281502
5,150679,0.004149378
5,149619,0.008281502
5,150206,0.032901718
5,149958,0.004149378
5,151052,0.004149378
5,150590,0.687649347
5,150218,0.004149378
5,150306,0.004149378
5,151451,0.004149378
5,150755,0.004149378
5,149827,0.012396373
5,151364,0.004149378
5,149828,0.004149378
5,149685,0.004149378
5,150036,0.004149378
5,150984,0.004149378
5,149853,0.008281502
6,248783,0.000768344
6,247365,0.003070719
6,238768,0.000768344
6,243688,0.000768344
6,246089,0.000768344
6,240095,0.000768344
6,244738,0.000768344
6,246065,0.000768344
6,247119,0.000768344
6,247976,0.000768344
6,243794,0.004602683
6,242614,0.000768344
6,238911,0.000768344
6,237038,0.000768344
6,246062,0.000768344
6,238994,0.002303851
6,241395,0.000768344
6,243129,0.000768344
6,236589,0.000768344
6,246782,0.000768344
6,245404,0.000768344
6,238138,0.000768344
6,242002,0.000768344
6,244502,0.002303261
6,243801,0.002303261
6,244233,0.000768344
6,246088,0.222222452
6,244575,0.000768344
6,239056,0.000768344
6,247249,0.014747071
6,249163,0.001536098
6,245976,0.000768344
6,249459,0.000768344
6,244635,0.000768344
6,249186,0.000768344
6,243927,0.000768344
6,245267,0.000768344
6,240093,0.000768344
6,242125,0.000768344
6,245939,0.000768344
6,241707,0.000768344
6,238022,0.000768344
6,244669,0.000768344
6,249381,0.000768344
6,244735,0.000768344
6,239361,0.000768344
6,238858,0.000768344
6,246014,0.001536098
6,245126,0.000768344
6,243710,0.000768344
6,246135,0.000768344
6,247127,0.000768344
6,236564,0.000768344
6,245183,0.001536098
6,245466,0.000768344
6,244749,0.556808306
6,239925,0.000768344
6,247607,0.000768344
6,244088,0.001536393
6,248745,0.000768344
6,247376,0.006902991
6,245388,0.000768344
6,246726,0.000768344
6,237511,0.001536098
6,247290,0.000768344
6,246070,0.000768344
6,248122,0.000768344
6,245556,0.000768344
6,238953,0.000768344
6,245029,0.000768344
6,240939,0.000768344
6,239138,0.000768344
6,239087,0.000768344
6,246622,0.000768344
6,243906,0.000768344
6,236198,0.278499975
6,244470,0.000768344
6,237166,0.000768344
6,244504,0.000768344
6,247494,0.000768344
6,237722,0.000768344
6,241945,0.000768344
6,236764,0.000768344
6,246491,0.000768344
6,242744,0.000768344
6,242854,0.003071015
6,248087,0.002303851
6,245547,0.000768344
6,244105,0.000768344
6,237134,0.000768344
6,240759,0.002303261
6,249318,0.000768344
6,249436,0.001536098
6,247913,0.016282874
6,237209,0.429296239
6,248715,0.001536098
6,242662,0.000768344
6,245990,0.000768344
6,249176,0.000768344
6,247236,0.000768344
6,237078,0.000768344
6,248093,0.000768344
6,245984,0.002303261
6,239762,0.000768344
6,246621,0.000768344
6,248120,0.001536098
6,238470,0.000768344
6,239865,0.000768344
6,239512,0.000768344
6,243458,0.000768344
6,241340,0.000768344
6,241328,0.000768344
6,246609,0.001536098
6,240519,0.000768344
6,242347,0.000768344
6,242015,0.000768344
6,241070,0.000768344
6,238512,0.000768344
6,240780,0.000768344
6,242710,0.002303851
6,237213,0.188741897
6,241783,0.000768344
6,241801,0.001536098
6,246557,0.000768344
6,244806,0.000768344
6,238907,0.000768344
6,236733,0.000768344
6,238989,0.000768344
6,242518,0.000768344
6,241474,0.000768344
6,245285,0.002303261
6,237804,0.000768344
6,237576,0.000768344
6,248677,0.000768344
6,249261,0.000768344
6,238008,0.000768344
6,237286,0.000768344
6,249297,0.000768344
6,248760,0.000768344
6,238995,0.003835815
6,245991,0.000768344
6,236891,0.001536098
6,237219,0.000768344
6,243563,0.000768344
6,246758,0.000768344
6,241160,0.002303261
6,248683,0.001536098
6,240399,0.000768344
6,240913,0.000768344
6,247138,0.001536098
6,241074,0.202238711
6,236780,0.000768344
6,244646,0.000768344
6,245274,0.000768344
6,247445,0.00307131
6,239006,0.000768344
6,247511,0.001536098
6,248704,0.001536393
6,242864,0.000768344
6,244651,0.001536098
6,248002,0.004601207
6,240488,0.000768344
6,248473,0.000768344
6,236570,0.007656866
6,246066,0.006133761
6,242046,0.000768344
6,236390,0.000768344
6,241711,0.000768344
6,249428,0.000768344
6,248652,0.000768344
6,239779,0.000768344
6,240179,0.003069833
6,244056,0.016059634
6,246659,0.001536098
6,239926,0.000768344
6,237535,0.001536098
6,241679,0.000768344
6,238998,0.000768344
6,242906,0.000768344
6,247122,0.053084849
6,249117,0.000768344
6,248655,0.000768344
6,243947,0.000768344
6,245107,0.000768344
6,238948,0.000768344
6,241733,0.002303261
6,246252,0.000768344
6,245336,0.001536098
6,239980,0.001536098
6,246038,0.000768344
6,245983,0.000768344
6,238883,0.000768344
6,241053,0.000768344
6,249257,0.000767754
6,242302,0.000768344
6,246026,0.000768344
6,241194,0.000768344
6,246785,0.000768344
6,244715,0.000768344
6,240181,0.001536098
6,246754,0.000768344
6,245197,0.000768344
6,243884,0.000768344
6,238035,0.000768344
6,244720,0.000768344
6,246085,0.002303261
6,238040,0.000768344
6,236567,0.000768344
6,237208,0.50108268
6,244718,0.000768344
6,245349,0.000768344
6,238070,0.000768344
6,245371,0.001536098
6,238968,0.002303261
6,236212,0.000768344
6,244299,0.000768344
6,239523,0.001536098
6,241077,0.01299925
6,238077,0.000768344
6,239091,0.000768344
6,248113,0.002303261
6,248037,0.000768344
6,239456,0.002303851
6,240068,0.001536098
6,240422,0.000768344
6,241288,0.000768344
6,247150,0.000768344
6,246679,0.000768344
6,243681,0.000768344
6,249295,0.000768344
6,239128,0.000768344
6,243038,0.000768344
6,243917,0.006893837
6,242462,0.000768344
6,236826,0.000768344
6,236289,0.003835815
6,243359,0.000768344
6,242086,0.000768344
6,246777,0.001536098
6,242403,0.000768344
6,244846,0.000768344
6,239070,0.000768344
6,240385,0.000768344
6,244497,0.000768344
6,238982,0.000768344
6,243845,0.000768344
6,242514,0.000768344
6,237010,0.000768344
6,243173,0.000768344
6,236573,0.000768344
6,244987,0.000768344
6,245353,0.000768344
6,244723,0.003069833
6,240439,0.002303851
6,243600,0.000768344
6,243468,0.000768344
6,239897,0.000768344
6,241884,0.000768344
6,241959,0.000768344
6,247169,0.000768344
6,246029,0.001536393
6,243039,0.063061807
6,247418,0.000768344
6,248529,0.000768344
6,244979,0.000768344
6,246086,0.000768344
6,245258,0.003835815
6,248040,0.000768344
6,238861,0.000768344
6,237323,0.000768344
6,247347,0.000768344
6,247437,0.168509226
6,238268,0.001536098
6,240527,0.000768344
6,244044,0.295145464
6,248781,0.00842462
6,245982,0.000768344
6,241172,0.000768344
6,246816,0.000768344
6,238524,0.001536393
6,246627,0.000768344
6,248605,0.017002495
6,242066,0.000768344
6,247632,0.000768344
6,249345,0.000768344
6,245929,0.000768344
6,246795,0.000768344
6,238401,0.000768344
6,243783,0.000768344
6,239971,0.002303851
6,248313,0.000768344
6,236290,0.003837587
6,239815,0.000768344
6,244007,0.000768344
6,242945,0.000768344
6,240404,0.001536098
6,245132,0.000768344
6,238711,0.000768344
6,237803,0.001536098
6,248780,0.009945953
6,237348,0.016011207
6,248779,0.001536098
6,238846,0.001536098
6,241456,0.000768344
6,246039,0.000768344
6,247325,0.008422257
6,248539,0.001536393
6,239518,0.001536098
6,244743,0.000768344
6,243363,0.000768344
6,247163,0.000768344
6,245935,0.000768344
6,240922,0.000768344
6,241708,0.000768344
6,243922,0.001536098
6,245146,0.000768344
6,242298,0.000768344
6,249134,0.001536098
6,236203,0.008419305
6,247912,0.015490906
6,244563,0.000768344
6,238878,0.003069833
6,243858,0.000768344
6,247439,0.001536393
6,247240,0.000767754
6,247444,0.059914608
6,248413,0.001536098
6,245360,0.000768344
6,246573,0.000768344
6,245143,0.000768344
6,248054,0.001536393
6,236572,0.000768344
6,247144,0.000768344
6,243196,0.000768344
6,244115,0.000768344
6,245305,0.000768344
6,247922,0.001536393
6,247223,0.000768344
6,242925,0.002303851
6,240962,0.000768344
6,242389,0.000768344
6,245187,0.000768344
6,240180,0.000768344
6,248685,0.000768344
6,245301,0.002303851
6,241822,0.000768344
6,244533,0.000768344
6,247829,0.000768344
6,248582,0.000768344
6,237548,0.000768344
6,245884,0.000768344
6,246611,0.001536098
6,245915,0.000768344
6,245164,0.000768344
6,243374,0.000768344
6,241073,0.002304147
6,236552,0.000768344
6,241028,0.001536098
6,245946,0.000768344
6,239528,0.000768344
6,246090,0.000768344
6,239806,0.001536098
6,237487,0.000768344
6,245865,0.000768344
6,244640,0.001536098
6,246836,0.000768344
7,3420,0.466103172
7,139064,0.038950854
7,6375,0.064046706
7,27160,0.088445451
7,2912,0.026228651
7,46991,0.100383409
7,3958,0.089665389
7,6343,0.039125131
7,2457,0.06439526
7,79184,0.11214709
7,86468,0.076333217
7,3596,0.088968282
7,110097,0.051585918
7,628,0.076333217
7,6360,0.146392471
7,257862,0.100383409
7,3521,0.038950854
7,3721,0.500784245
7,37571,0.135151621
7,2075,0.038950854
7,53320,0.157459045
7,4156,0.038950854
7,97847,0.038950854
7,6371,0.051585918
7,88591,0.100383409
7,77023,0.076333217
7,3379,0.051585918
7,73875,0.038950854
7,67753,0.038950854
8,1711,0.124731183
8,77080,0.279569892
9,158792,0.021190059
9,155045,0.003558318
9,157616,0.004446013
9,156951,0.032419129
9,156277,0.001780547
9,156502,0.009765046
9,160057,0.001780151
9,158644,0.006216644
9,155138,0.001780151
9,159482,0.001780151
9,156913,0.001780151
9,155897,0.028184528
9,158065,0.265726746
9,159578,0.003557128
9,155183,0.001780151
9,159116,0.001780151
9,156190,0.002380409
9,157952,0.002669036
9,158001,0.004444427
9,157330,0.002669036
9,155709,0.001780151
9,159961,0.006216644
9,159038,0.002669036
9,155159,0.001780151
9,155980,0.006216644
9,156963,0.001780547
9,156206,0.039383452
9,155321,0.018548392
9,157915,0.001780151
9,154458,0.001780547
9,156895,0.004444427
9,155026,0.001780151
9,157870,0.002669036
9,157618,0.001780151
9,160053,0.007101563
9,159443,0.002669036
9,158697,0.002669036
9,157091,0.00710434
9,155165,0.004447203
9,156583,0.003557128
9,154410,0.004447203
9,156357,0.007101563
9,154880,0.001780151
9,158379,0.001780151
9,156964,0.041866461
9,157105,0.003557128
9,157436,0.001780151
9,157976,0.012394418
9,159863,0.001780547
9,159756,0.302938557
9,156574,0.001780151
9,155020,0.002669829
9,154513,0.003557128
9,158669,0.001780151
9,159458,0.001780151
9,158226,0.001780547
9,158703,0.005330932
9,154928,0.003557128
9,159544,0.002669036
9,157430,0.004446013
9,158136,0.002669036
9,157903,0.010633306
9,159985,0.005334105
9,156617,0.002669036
9,157867,0.007101563
9,159908,0.002669036
9,157741,0.002669036
9,156118,0.249518306
9,154780,0.001780151
9,156010,0.001780151
9,154884,0.001780151
9,158357,0.004444427
9,159309,0.031666293
9,156533,0.001780151
9,154992,0.001175132
9,157213,0.001780547
9,155542,0.001780151
9,154409,0.038656002
9,157730,0.001780151
9,157871,0.001780151
9,157960,0.002669829
9,158477,0.003558715
9,158284,0.001780151
9,158656,0.002669036
9,156461,0.001780151
9,156272,0.007996002
9,156501,0.289874997
9,156153,0.002669036
9,159205,0.008869021
9,154969,0.001780547
9,155454,0.001780151
9,156593,0.001780151
9,158778,0.003557128
9,155167,0.001780151
9,154582,0.020296811
9,157885,0.001780151
9,155780,0.004444427
9,157444,0.001780151
9,154943,0.001780151
9,158250,0.002669036
9,156131,0.006216644
9,155927,0.001780151
