"","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","PCconnall","net_id"
"2",5.60431995991345,-4.82501526987002,0.159971072728423,1.15368278687874,2.32224735555198,-3.17108400876535,0.199272528539801,7.39521294943987,"2"
"3",7.0478934802257,-5.99976876041116,0.404878646271278,1.68684701686848,2.95063385208633,3.29154742319066,0.120384200377605,9.25581048244904,"3"
"5",1.81182532616241,-0.537684475620906,0.255770740050652,0.411511231854824,-0.77878112731062,-0.244373401665718,-0.869330546978121,1.88992476248322,"5"
"6",5.18840900557774,-3.88548474332559,0.421105623040431,1.0375862164157,1.63891033968058,-2.2016815009108,-0.446436350662318,6.48201972380338,"6"
"7",0.184082357654536,-1.18141483118701,-0.464693911718301,0.461423212996975,-1.06995231293315,0.318405530334746,0.313549782176131,1.19567023787844,"7"
"8",0.544978353439978,0.864678021550016,0.0487185112779783,-0.173356443846211,-0.469688004181257,-0.0564173119553542,0.218487201961664,1.02209074287453,"8"
"9",4.02103216381658,-3.13669852155175,0.203535550264703,0.868529905204894,1.05659546377408,-2.43094908931915,-0.177788841430123,5.09976247266011,"9"
"10",5.01218005314741,-3.81621655614104,-0.0931632505667543,1.21631593212344,2.24315639290617,-2.06488921616962,0.421872845679073,6.29963948877503,"10"
"11",1.74039059007171,-2.60406076050488,-0.118060112188969,0.606720835507662,-0.195059610968332,0.547353930144424,0.564984601852362,3.13210661542857,"11"
"13",0.470056552741993,-0.861038261611978,-0.723565680613359,0.650649483756642,-0.977898072254702,0.0579737309424113,0.107147268782741,0.98098932243703,"13"
"14",0.205358780602874,-1.06869439798719,0.124255424024082,0.0771655873278114,-1.09217030797973,0.441501559845279,-0.0559808337147663,1.08824627040937,"14"
"15",4.33509853831395,-0.145812863878761,-3.7139584271214,-8.53953092358087,-0.257716306413481,-0.172165610059673,-0.152682367481434,4.3375500836491,"15"
"16",1.53630122034779,-0.0988406051029076,-0.400851772628532,0.107968733247962,-0.588026482158955,-0.220678601108517,-0.402838663307394,1.53947747786683,"16"
"17",1.35674898320403,0.0859636064187723,-0.229700978281228,0.667707813819546,-0.541687811739205,0.265504396552665,-0.420703942152239,1.35946958224658,"17"
"18",1.36803572486871,0.144756016414246,-0.421671486718385,0.671175690601611,-0.214081415809249,-0.200749005126735,-0.00801164693251797,1.3756729439824,"18"
"19",-1.76944028692485,-1.619435667276,0.764607829793673,-0.649930801579732,-0.260509921139966,0.0338345574686968,0.390247830977908,2.39864353530039,"19"
"20",2.89218738968781,-2.47403090424747,0.737152100541923,0.510574351699653,0.396619220808183,0.129609242296781,0.315335698739101,3.80599222440624,"20"
"21",2.51155341979877,-1.90403806371222,-0.3565370819184,1.02244139486494,0.317487062833236,1.76580280394339,0.011758988577728,3.15170771623383,"21"
"23",-0.513244003616254,-1.45768645914686,-0.992952972476106,0.482606744524045,-1.17034838822116,-0.279834241783609,0.392831715130872,1.54540260787542,"23"
"24",3.99631005472159,-2.27591002650767,-0.487602206468794,-0.587604681375696,0.882862228288082,-1.59891335940702,-0.166841002957205,4.59894123709218,"24"
"25",0.87555213407118,-0.272594450423774,0.693678557089688,0.0654609838718037,-1.02932846100912,0.235423072682092,-0.279763301338225,0.917005601879529,"25"
"26",1.13396229166489,-0.997787513920126,0.367420843116242,0.279193643981662,-0.986367556120939,-0.223778759490102,-0.171964015485991,1.51044708674379,"26"
